ESCOURI,ID,UUID,ORIGINUUID,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,Key_20439001,,,8331,8331.1_1,bus driver,"intercity bus driver
private bus operator
transit bus driver
bus driver
public service vehicle operator
passenger driver
international bus driver
public bus operator
touristic bus driver
coach driver
private coach driver
public bus driver
bus operator
driver of bus
bus driving operator
schoolbus driver","Bus drivers operate buses or coaches, take fares, and look after passengers.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,Key_20440001,,,1324,1324.3.2.22_1,import export manager in meat and meat products,"graduate export manager in meat and meat products
senior export manager in meat and meat products
international trade compliance manager in meat and meat products
international trade manager in meat and meat products
senior import manager in meat and meat products
import export manager in meat and meat products
assistant export manager in meat and meat products
trainee import manager in meat and meat products
graduate import manager in meat and meat products
graduate import export manager in meat and meat products
assistant import export manager in meat and meat products
assistant import manager in meat and meat products
senior import export manager in meat and meat products
customs compliance manager in meat and meat products
trainee export manager in meat and meat products
trainee import export manager in meat and meat products","Import export managers in meat and meat products install and maintain procedures for cross-border business, coordinating internal and external parties.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,Key_20441001,,,2422,2422.12.8_1,housing policy officer,"housing policy officer
housing policy development officer
housing policy analyst
policy officer
housing policy researcher
affordable housing policy officer
policy officer, planning and housing
housing policy and strategy officer
senior housing policy officer
housing policy advisor","Housing policy officers research, analyse and develop housing policies which enable affordable and adequate housing for all. They implement these policies to improve the housing situation of the population by measures such as building affordable housing, supporting people to buy real estate and improving conditions in existing housing. Housing policy officers work closely with partners, external organisations or other stakeholders and provide them with regular updates.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,Key_20442001,,,3434,3434.1.1_1,head chef,"head chef
industrial head chef
chef de cuisine
kitchen manager
executive chef
managing partner head chef
head of kitchen
master Chef
sous chef
master kitchen manager
patron cuisinier
master chef","Head chefs manage the kitchen to oversee the preparation, cooking and service of food.",,"Includes <a resource=""http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">chef</span></a>. 
Includes assistant head chef.",http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,Key_20443001,,,8131,8131.15_1,nonwoven filament machine operator,"nonwoven filament machine operator
non-woven filament machine operator
non-woven yarn worker
non woven yarn worker
nonwoven filament machinist
nonwoven yarn worker
non woven filament machine operator",Nonwoven filament machine operators perform chemical nonwoven processing operations.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,Key_20444001,,,1345,1345.1.5_1,head of higher education institutions,"university chancellor
head of higher education institutions
rector of higher education
rector for higher education institutions","Heads of higher education institutions manage the day-to-day activities of a higher education institution, such as a college or vocational school. Heads of higher education institutions make decisions concerning admissions and are responsible for meeting curriculum standards, which facilitate academic development for the students. They manage staff, the school's budget, campus programmes and oversee the communication between departments. They also ensure the institution meets the national education requirements set by law.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,Key_20445001,,,3123,3123.1.13_1,insulation supervisor,"supervisor of installation of insulating materials
supervisor of insulation materials installation
insulation supervisor
supervisor of installation of insulation
solid wall insulation installation supervisor
insulation installers supervisor
cavity wall insulation installation supervisor
loft insulation installation supervisor",Insulation supervisors monitor insulation operations. They assign tasks and take quick decisions to resolve problems.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,Key_20446001,,,2149,2149.8_1,dismantling engineer,"disassembly planner
dismantling manager
dismantling planner
dismantling engineer","Dismantling engineers research and plan the optimal way to dismantle industrial equipment, machinery and buildings that reached the end-of-life phase. They analyse the required work and schedule the various operations. They give team leaders instructions and supervise their work. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,Key_20447001,,,3315,3315.3_1,insurance claims handler,"claims handler
contract claims examiner
claims consultant
claims representative
property and casualty insurance claims examiner
claims inspector
insurance claims handler
claims service supervisor
insurance claims consultant
claims examiner
claims processor
insurance claims officer
casualty insurance adjuster
claims adjuster
insurance claims analyst
travelling insurance assessor
insurance claims processor
claims analyst
insurance claims assessor
insurance claims examiner
civil damages inspector
insurance claims inspector","Insurance claims handlers ensure that all insurance claims are handled accurately and that payment for valid claims is made to the policyholders. They use statistical data and reporting to calculate and adjust claims as needed, communicate with and guide policyholders and monitor the progress of a claim.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,Key_20448001,,,1223,1223.2.1.1_1,clothing development manager,"clothing manager
sample room manager
clothing product manager
apparel product developer
clothing development manager
clothes product developer","Clothing development managers define product concepts that are consistent with target consumers and overall marketing strategy. They receive scientific findings and specifications in order to lead the briefing and implementation of all relevant seasonal and strategic concepts, including distribution by channel, product, colour introductions, and merchandised assortments. They ensure realisation and execution within budget. They manage and execute the product line and category life cycle from concept determination through sales and distribution, contribution in market research and industry trends to influence category concepts and products.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,Key_20449001,,,8131,8131.14_1,nitroglycerin separator operator,"nitro-separator operator
nitroglycerin separator tender
nitroglycerin separator operative
gravity separator operator
nitroglycerin-separator tender
chemical equipment operative
nitroglycerin- separator operative
nitroglycerin-separator worker
nitro-separator operative
nitroglycerin separator operator
nitroglycerin gravity separator
chemical equipment worker
nitroglycerin-separator operator
nitroglycerin separator worker
chemical equipment operator","Nitroglycerin separator operators maintain the gravity separator, used in explosives processing, controlling the temperature and liquid flow, in order to separate nitroglycerin from spent acids.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,Key_20450001,,,2149,2149.5.1_1,biomedical engineer,"biomedical engineer
BME consultant
bio-medical engineer
biomedical engineering adviser
biomedical technology engineering expert
BME adviser
biomedical engineering expert
BME expert
biomedical engineering consultant
biomedical technology engineering specialist
biomedical technology engineer
biomedical engineering specialist
biomedical technology engineering adviser
BME specialist
biomedical technology engineering consultant","Biomedical engineers combine knowledge of engineering principles and biological findings for the development of medical treatments, medicaments, and general healthcare purposes. They can develop solutions ranging from the improvement of the components in conventional medicaments up to implants developments, and tissue treatment.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,Key_20451001,,,3412,3412.2_1,legal guardian,"court-appointed guardian
legal guardian
welfare guardian
youth legal guardian
conservator
intervenor
foster parent
department of work and pensions appointee
financial guardian
legal parent","Legal guardians legally assist and support minor children, mentally disabled persons or incapacitated older adults in their personal life. They can manage their property, help with daily financial administration and assist with the ward's medical or social needs.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,Key_20452001,,,7318,7318.6_1,weaver,"needle loom operator
weaving forewoman
fabric weaver
manufacturing weaver
textile weaver
weaving machine operator
cloth weaver
weaver
loom operator
weaving foreman
weaving machinist
weaving inspector
needle loom weaver","Weavers operate the weaving process at traditional hand powered weaving machines (from silk to carpet, from flat to Jacquard). They monitor the condition of machines and the fabric quality, such as woven fabrics for clothing, home-tex or technical end uses. They carry out  mechanic works on machines that convert yarns into fabrics such as blankets, carpets, towels and clothing material. They repair loom malfunctions as reported by the weaver, and complete loom check out sheets.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,Key_20453001,,,7122,7122.4_1,tile fitter,"wall tiler
floor tiler
surface tiler
tile setter
tilefitter
tile installer
tiling worker
marble setter
tiler
mosaic tiler
tilesetter","Tile fitters install tiles onto walls and floors. They cut tiles to the right size and shape, prepare the surface, and put the tiles in place flush and straight. Tile fitters may also take on creative and artistic projects, with some laying mosaics.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,Key_20454001,,,1420,1420.4.38_1,shoe and leather accessories shop manager,"footwear store manager
cobblers store manager
shop manager (footwear and leather goods retail store)
leather accessories shop manager
shoe shop manager
shoe and leather accessories store manager
shoe store manager
shoe and leather accessories shop manager
leather accessories store manager
cobblers shop manager",Shoe and leather accessories shop managers assume responsibility for activities and staff in specialised shops.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,Key_20455001,,,1439,1439.7_1,tour operator manager,"package tour manager
package tour services manager
tour operators manager
package tour operator manager",Tour operator managers are in charge of managing employees and of activities within tour operators related to the organisation of package tours and other tourism services.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,Key_20456001,,,6123,6123.1_1,bee breeder,"bees breeder
bee rearer
bee specialist
beekeeper",Bee breeders oversee the production and day-to-day care of bees. They maintain the health and welfare of bees.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,Key_20457001,,,3342,3342.2_1,legal administrative assistant,"paralegal assistant
certified legal assistant
litigation secretary
litigation legal assistant
legal executive secretary
certified legal secretary specialist
legal secretary
certified legal secretary
collection legal assistant
legal administrative assistant
legal administrative secretary","Legal administrative assistants carry out the daily administrative activities of firms, offices of notaries, and companies. They perform activities such as writing mails, phone-answering and typing/keyboarding. They combine these activities with specific knowledge and understanding of the procedures and codes managed in legal business affairs.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,Key_20458001,,,3134,3134.4_1,petroleum pump system operator,petroleum pump system operator,"Petroleum pump system operators tend pumps that keep the circulation of oil and derived products running smoothly. They monitor the flow within the pipes at a refinery and test the equipment to ensure minimum disruptions. Pump systems operators work from a highly automated control room, where they communicate with other workers to coordinate pump activities. Pump system operators undertake minor repairs and maintenance, and report as called for.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,Key_20459001,,,8153,8153.1.5_1,protective clothing apparel manufacturer,"protective gear manufacturer
manufacturer of protective equipment
manufacturer of safety clothing
protective clothes manufacturer
manufacturer of protective clothing
protective clothing apparel manufacturer","Protective clothing apparel manufacturers produce personal protective equipment (PPE) made of textiles. They produce wearing apparel resistant to different hazards, e.g. thermal, physical, electrical, biological, and chemical, etc., high visibility warming clothing, protective against cool, cold, rain, UV solar radiation, etc. They follow standards and assess the fulfilment of requirements.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,Key_20460001,,,8122,8122.3_1,coating machine operator,"coater operator
coater technician
coater
coating and embossing operator
coating machine operative
coater adjuster
coating machine technician
coating and baking operator
coating machine operator
coating and embossing unit operator
coater associate","Coating machine operators set up and tend coating machines that coat metal products with a thin layer of covering of materials such as lacquer, enamel, copper, nickel, zinc, cadmium, chromium or other metal layering in order to protect or decorate the metal products' surfaces. They run all coating machine stations on multiple coaters.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,Key_20461001,,,6221,6221.3_1,aquaculture hatchery manager,"manager of aquaculture hatchery
aquaculture hatchery supervisor
aquaculture hatchery manager
fish farm hatchery supervisor","Aquaculture hatchery managers plan, direct, and coordinate the production in large-scale aquaculture operations to breed fish and shellfish, developing aquaculture breeding strategies using various types of spawning techniques. They control the reproduction and the early life cycle stages of cultured species. They supervise incubation, early feeding and rearing techniques of the cultured species.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,Key_20462001,,,7223,7223.8_1,gear machinist,"mechanical gearing  machinist
mechatronic gear machinist
automotive gear machinist
electrical gearing machinist
auto machinist
mechatronic gearing machinist
automotive gearing machinist
gear change machinist
gear machinist
electrical gear machinist
mechanical gear machinist
auto change machinist
precision gear machinist
precision gearing machinist",Gear machinists make precision parts for gears and other driving elements. They use a variety of machine tools.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,Key_20463001,,,1411,1411.3_1,rooms division manager,"director of rooms
front desk manager
rooms and reservations manager
reservations manager
reception manager
front office manager
rooms division manager
rooms manager
head receptionist"," Rooms division managers are in charge of managing and coordinating a team of employees at front desk, reservations, housekeeping and maintenance departments. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02e94cd6-8e6d-4e9b-b695-edb460c70528,Key_20464001,,,7316,7316.1.1_1,ceramic painter,"painter of ceramic articles
ceramic designer & painter
decorator of ceramics
ceramic painter & decorator
ceramic designer and painter
ceramic artist
ceramics painter
ceramic painter and decorator
ceramic painter
ceramic decorator","Ceramic painters design and create visual art on ceramic surfaces and objects such as tiles, sculptures, tableware and pottery. They use a variety of techniques to produce decorative illustrations ranging from stenciling to free-hand drawing.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,Key_20465001,,,2153,2153.1_1,telecommunications engineer,"broadcast engineer
telecommunications designer
telecommunications technologist
communications designer
telecommunications engineers
communications engineer
transmission engineer
telecoms engineer
telecom engineer
telecommunications engineer
information systems engineer
radio engineer","Telecommunications engineers design, build, test and maintain telecommunication systems and networks, including radio and broadcasting equipment.
They analyse customer needs and requirements, ensure that the equipment meets regulations, and prepare and present reports and proposals on telecommunication-related problems. Telecommunications engineers design and oversee the service delivery in all it's phases, supervising the installation and use of telecommunications equipment and facilities, preparing documentation and providing training for company staff once new equipment has been installed. ",,Excludes people performing managerial activities.,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,Key_20466001,,,2352,2352.1.1_1,adult literacy teacher,"instructor in adult literacy and numeracy
teacher of adult literacy and numeracy
adult literacy instructor
adult literacy teacher
adult literacy lecturer
literacy tutor
teacher of adult literacy
skills for life teacher
adult literacy and numeracy instructor","Adult literacy teachers instruct adult students, including recent immigrants and early school leavers, in basic reading and writing skills, usually on primary school level. Adult literacy teachers involve the students in the planning and executing of their reading activities, and assess and evaluate them individually through assignments and examinations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,Key_20467001,,,1321,1321.2.2.1_1,footwear quality manager,"footwear quality executive
footwear quality assurance manager
footwear quality control manager
footwear quality coordinator
footwear quality manager","Footwear quality managers implement, manage and promote the quality systems in the company, using adequate tools and methodologies based on national, international or company standards. They are in charge of establishing requirements and objectives, as well as preparing documents. They analyse complaints, and promote and coordinate corrective and preventive measures. They promote an effective internal and external communication and ensure the consumer's demands are met. They are responsible for the definition of instruments which monitor and control the quality systems, namely internal or external auditing, and they participate in the internal auditing.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,Key_20468001,,,7126,7126.12_1,sprinkler fitter,"fire sprinkler fitter
fire safety system fitter
fire protection system fitter
fire safety system installer
sprinkler technician
sprinkler system fitter
fire protection system installer
irrigation technician
sprinkler installer","Sprinkler fitters are responsible for the installation of fire protection systems that sprinkle water. They connect pipes, tubing and the necessary accessories. Sprinkler system installers also test the systems for leaks.

",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,Key_20469001,,,1324,1324.3.1.6.11_1,electronic and telecommunications equipment and parts distribution manager,"electronic and telecommunications equipment and parts logistics manager
electronic and telecommunications equipment and parts supply chain manager
electronic and telecommunications equipment and parts supply chain planner
electronic and telecommunications equipment and parts distribution manager
graduate electronic and telecommunications equipment and parts distribution manager
senior electronic and telecommunications equipment and parts distribution manager
trainee electronic and telecommunications equipment and parts distribution manager
assistant electronic and telecommunications equipment and parts distribution manager
electronic and telecommunications equipment and parts distribution planner
electronic and telecommunications equipment and parts logistics planner",Electronic and telecommunications equipment and parts distribution managers plan the distribution of electronic and telecommunications equipment and parts to various points of sales.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,Key_20470001,,,2352,2352.1.6_1,special educational needs teacher secondary school,"teacher in special educational needs in secondary schools
special educational needs teacher high school
high school special education teacher
secondary school SEN teacher
secondary school special educational needs teacher
high school special needs teacher
special educational needs teacher in high school
secondary school special education teacher
high school SEN teacher
high school special educational needs teacher","Special educational needs teachers at secondary schools provide specially-designed instruction to students on with a variety of disabilities on a secondary school level and ensure they reach their learning potential. Some special educational needs teachers at secondary schools work with children who have mild to moderate disabilities, implementing a modified curriculum to fit each student's specific needs. Other special educational needs teachers at secondary schools assist and instruct students with intellectual disabilities and autism, focusing on teaching them basic and advanced literacy, life and social skills. All teachers assess the students' progress, taking into account their strengths and weaknesses, and communicate their findings to parents, counselors, administrators and other parties involved.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,Key_20471001,,,1431,1431.1.2_1,performance production manager,"live event production manager
performance production manager
theatre production manager
theater production manager
film production manager","Performance production managers take care of a range of practical issues concerning the production of a performance or entertainment event. They deal with matters ranging from the recruitment of staff, procurement of materials and services, to freight, customs coordination, telecommunications, labor relations, logistics, information technology, government liaison, venue booking, scheduling, operations management, mending delay problems and workplace safety.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,Key_20472001,,,1321,1321.2.1.8_1,metal production manager,"metal development managers
facility manager
metal engineer
operations manager
metal development engineers
development engineer
metal planning engineer
plant manager
metal production manager
metal development experts
site manager","Metal production managers organise and manage the day-to-day and long-term project work in a metal fabrication factory, to process basic metals into fabricated metals. They create and schedule production plans, recruit new staff, enforce safety and company policies, and strive for customer satisfaction through guaranteeing the product's quality.
",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/036dc42f-bd4d-4533-a3cc-fcd313227ce3,Key_20473001,,,8211,8211.1.1_1,aircraft engine assembler,"light aircraft engine assembler
piston aircraft engine assembler
military aircraft engine builder
civilian aircraft engine builder
plane engine assembler
civilian aircraft engine assembler
airplane engine builder
jet aircraft engine assembler
aeroplane engine builder
aeroplane engine assembler
military aircraft engine assembler
jet aircraft engine builder
airplane engine assembler
aircraft engine assembler
helicopter engine assembler
piston aircraft engine builder
rotary aircraft engine assembler
rotary aircraft engine builder
helicopter engine builder
plane engine builder
light aircraft engine builder",Aircraft engine assemblers build and install prefabricated parts to form aircraft engines such as lightweight piston engines and gas turbines. They review specifications and technical drawings to determine materials and assembly instructions. They inspect and test the engines and reject malfunctioning components.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,Key_20474001,,,2146,2146.11_1,quarry engineer,"drilling & blasting engineer
mine engineer
drilling and blasting engineer
mine planning engineer
quarry engineer
explosives engineer
drilling and blasting supervisor
drill and blast engineer
quarry manager
mining engineer
drill & blast engineer","Quarry engineers analyse which extraction methods such as excavating, drilling and blasting are most suited to extract raw materials from the ground. They develop plans before a new quarry is opened, assessing if the quarry is profitable. Quarry engineers manage the everyday operations in a quarry, create and maintain progress reports, oversee the staff, ensure health and safety and assess the environmental impact a quarry has on its environment.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/03b55cb5-9735-4582-8e20-2b1cb76635cb,Key_20475001,,,1420,1420.4.4_1,audiology equipment shop manager,"audiology shop manager
hearing aid shop manager
audiology retail service manager
audiology centre manager
audiology equipment shop manager
retail audiologist
audiology equipment retail  manager
audiology sales manager
hearing help shop manager", Audiology equipment shop managers assume responsibility for activities and staff in specialised shops.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/03b9d7c4-9590-4e0d-97a7-470254e165d4,Key_20476001,,,5223,5223.7.21_1,hardware and paint specialised seller,"hardware, paint and glass specialised seller
hardware and paint specialized seller
hardware and paint DIY specialised seller
paint and accessories salesperson
hardware, paint and glass salesperson
home decorating salesperson
glass and mirror specialised seller
hardware salesperson
home decorating specialised seller
paint and accessories specialised seller
hardware and paint do it yourself specialised seller
hardware and paint DIY salesperson
hardware specialised seller
glass and mirror salesperson
hardware and paint do it yourself salesperson","Hardware and paint specialised sellers sell hardware, paints and other hardware in specialised shops.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,Key_20477001,,,2341,2341.1_1,primary school teacher,"primary school music teacher
primary school educator
educator in primary school
primary education teacher
teacher in a primary school
music teacher primary school
educator in primary education
teacher in primary education
elementary school teacher
primary education professional","Primary school teachers instruct students on a primary school level. They develop lesson plans in line with curriculum objectives for the variety of subjects they teach, including mathematics, languages, nature studies and music. They monitor the students' learning development and evaluate their knowledge and skills on the subjects taught through tests. They build their course content on the students' knowledge of previous learnings and encourage them to deepen their understanding on the subjects they are interested in. They use class resources and teaching methods to create an inspiring learning environment. Primary school teachers also contribute to school events and communicate with parents and administrative staff.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/03e02554-15d1-4697-960c-8909e7d36f7e,Key_20478001,,,8331,8331.2_1,tram driver,"tram driver
light rail vehicle driver
light rail train driver
driver of light rail trains
driver of trams
metro train driver","Tram drivers operate trams, take fares, and look after passengers. ",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/040f62f5-d570-4d3f-b732-c8ea4afc2738,Key_20479001,,,3122,3122.3.2_1,container equipment assembly supervisor,"container equipment assembly supervisor
container equipment sub assembler supervisor
container equipment assembly line senior operative
container equipment assembly line supervisor
container equipment assembly line machine supervisor
container equipment machine assembler supervisor
container equipment machine assembly supervisor
container equipment bench precision supervisor
container equipment electronic supervisor
container equipment assembly line senior operator
container equipment supervisor worker
container equipment production line supervisor
container equipment mechanical assembler supervisor
container equipment final supervisor
container equipment manufacturing assembler supervisor",Container equipment assembly supervisors monitor the assembly process of containers such as boilers or pressure vessels. They train and coach the workers involved in the assembly to achieve production goals.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16,Key_20480001,,,4321,4321.1.5_1,warehouse operators for clothing,"clothing warehouse representatives
warehouse person for clothing
clothing warehouse workers
clothing warehouse operators
warehouse operators for clothing
clothing warehouse operatives
fashion warehouse operative","Warehouse operators for clothing are in charge of storing textile fabrics, accessories and components for clothing production. They ensure that all the components necessary for the production of clothing are ready to use in the production chain by classifying and registering the purchased component, forecasting purchases and distributing them across different departments.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,Key_20481001,,,3343,3343.1_1,administrative assistant,"communications assistant
administrative office assistant
administrative office worker
clerical assistant
office clerk
office administrator
executive administrative assistant
general office clerk
administrative assistant","Administrative assistants provide administrative and office support for supervisors. They perform a variety of tasks, such as answering telephone calls, receiving and directing visitors, ordering office supplies, maintaining the office facilities running smoothly, and ensuring that equipment and appliances work properly.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,Key_20482001,,,8160,8160.22_1,coffee grinder,"grinding machine attendant
coffee grinder
grinder operator","Coffee grinders operate grinding machines to grind coffee beans to specified fineness. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,Key_20483001,,,3344,3344.1_1,medical administrative assistant,"medical administrative assistant
health services administrative assistant
medical institution administrative assistant
PA
medical institution personal assistant
secretary in medical institution
healthcare assistant
medical assistant
healthcare secretary
personal assistant
medical PA
medical receptionist
administrative assistant in medical institution","Medical administrative assistants work very closely with health professionals. They provide office support such as correspondence, fixing appointments and answering queries of patients.",,Excludes people performing patients treatment or medical treatment assistance.,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,Key_20484001,,,2529,2529.6_1,ICT security administrator,"system security administrator
information security administrator
network security administrator
ICT security administrator
ICT security administrators
IT security administrator
CISO","ICT security administrators plan and carry out security measures to protect information and data from unauthorised access, deliberate attack, theft and corruption.",,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/046574a1-9bb3-4a80-8a7b-83dc7db1dae2,Key_20485001,,,3123,3123.1.1_1,bricklaying supervisor,"bricklayer supervisor
bricksetter supervisor
brickwork supervisor
brick laying supervisor
bricklaying supervisor
brickmason supervisor
foreman bricklayer
bricklayer foreman
brickwork foreman
bricklaying foreman",Bricklaying supervisors monitor bricklaying activities. They assign tasks and take quick decisions to resolve problems.,,,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a,Key_20486001,,,2269,2269.3_1,medical physics expert,MPE,"Medical physics experts advice on matters related to radiation physics applied to medical exposure. They are responsible for dosimetry and the optimisation of the radiation protection of patients and other individuals subjected to medical exposure, including the application and use of diagnostic reference levels. Medical physics experts are involved in the selection of medical radiological equipment, the quality assurance including acceptance testing, the preparation of technical specifications, and the installation, design and surveillance of the medical radiological installations. They also analyse the events involving accidental or unintended medical exposures and are responsible for the training of practitioners and other staff in relevant aspects of radiation protection.",,Excludes physicists and medical physicists,http://data.europa.eu/esco/regulated-professions/unregulated,LOCAL
