OCCUPATIONTYPE,OCCUPATIONID,RELATIONTYPE,SKILLID
esco,key_20917,essential,key_20384
esco,key_20917,essential,key_19716
esco,key_20917,optional,key_20364
esco,key_20917,optional,key_19590
esco,key_20917,optional,key_20159
esco,key_20918,essential,key_19545
esco,key_20918,essential,key_20203
esco,key_20918,essential,key_19570
esco,key_20918,optional,key_19600
esco,key_20918,optional,key_19807
esco,key_20920,essential,key_20319
esco,key_20920,optional,key_19477
esco,key_20920,optional,key_20314
esco,key_20921,essential,key_19680
esco,key_20921,essential,key_20113
esco,key_20921,essential,key_19657
esco,key_20922,essential,key_20386
esco,key_20922,essential,key_20409
esco,key_20922,optional,key_20183
esco,key_20922,optional,key_19942
esco,key_20922,optional,key_20234
esco,key_20923,essential,key_20016
esco,key_20923,essential,key_20124
esco,key_20923,essential,key_20259
esco,key_20923,essential,key_19860
esco,key_20924,essential,key_19587
esco,key_20924,essential,key_20151
esco,key_20925,essential,key_19649
esco,key_20925,essential,key_19875
esco,key_20925,essential,key_20107
esco,key_20925,optional,key_19797
esco,key_20926,essential,key_19590
esco,key_20926,optional,key_19974
esco,key_20927,essential,key_19814
esco,key_20927,essential,key_20034
esco,key_20927,optional,key_20045
esco,key_20927,optional,key_19860
esco,key_20927,optional,key_20243
esco,key_20928,essential,key_19556
esco,key_20928,essential,key_19665
esco,key_20928,essential,key_20204
esco,key_20928,optional,key_19734
esco,key_20928,optional,key_19872
esco,key_20928,optional,key_20154
esco,key_20929,essential,key_19920
esco,key_20930,essential,key_19742
esco,key_20930,optional,key_19578
esco,key_20930,optional,key_19946
esco,key_20931,essential,key_19920
esco,key_20932,essential,key_19458
esco,key_20932,essential,key_20351
esco,key_20932,optional,key_20279
esco,key_20933,optional,key_20205
esco,key_20934,essential,key_20101
esco,key_20934,essential,key_20111
esco,key_20935,optional,key_19589
esco,key_20935,optional,key_19844
esco,key_20936,essential,key_20228
esco,key_20937,essential,key_19590
esco,key_20937,essential,key_19636
esco,key_20937,essential,key_20002
esco,key_20938,optional,key_19438
esco,key_20939,essential,key_19642
esco,key_20939,essential,key_20355
esco,key_20940,essential,key_19750
esco,key_20940,essential,key_19834
esco,key_20940,optional,key_19797
esco,key_20940,optional,key_19907
esco,key_20940,optional,key_20154
esco,key_20941,optional,key_19590
esco,key_20942,optional,key_20309
esco,key_20942,optional,key_20395
esco,key_20943,essential,key_20331
esco,key_20943,essential,key_20376
esco,key_20943,optional,key_19703
esco,key_20944,essential,key_20088
esco,key_20944,optional,key_20220
esco,key_20944,optional,key_20421
esco,key_20945,optional,key_20085
esco,key_20946,essential,key_19732
esco,key_20946,essential,key_20378
esco,key_20947,optional,key_20016
esco,key_20947,optional,key_19504
esco,key_20948,optional,key_19590
esco,key_20949,optional,key_19681
esco,key_20949,optional,key_19646
esco,key_20949,optional,key_19860
esco,key_20951,optional,key_19600
esco,key_20951,optional,key_19701
esco,key_20951,optional,key_19435
esco,key_20951,optional,key_19985
esco,key_20952,essential,key_19590
esco,key_20952,essential,key_19636
esco,key_20952,essential,key_20002
esco,key_20953,essential,key_19794
esco,key_20953,essential,key_19873
esco,key_20953,optional,key_20154
esco,key_20954,essential,key_19599
esco,key_20954,essential,key_20224
esco,key_20954,optional,key_19433
esco,key_20954,optional,key_20162
esco,key_20955,essential,key_19652
esco,key_20955,essential,key_19758
esco,key_20955,essential,key_19933
esco,key_20955,essential,key_20232
esco,key_20956,essential,key_20377
esco,key_20956,optional,key_20049
esco,key_20956,optional,key_19536
esco,key_20957,optional,key_19836
esco,key_20959,essential,key_20204
esco,key_20959,optional,key_20147
esco,key_20959,optional,key_20257
esco,key_20960,optional,key_20057
esco,key_20961,optional,key_19590
esco,key_20961,optional,key_20217
esco,key_20961,optional,key_20361
esco,key_20962,essential,key_20273
esco,key_20962,optional,key_19720
esco,key_20962,optional,key_19590
esco,key_20963,essential,key_20386
esco,key_20963,essential,key_20409
esco,key_20963,optional,key_19983
esco,key_20963,optional,key_19942
esco,key_20963,optional,key_20234
esco,key_20964,essential,key_19784
esco,key_20964,essential,key_19942
esco,key_20964,essential,key_20386
esco,key_20964,optional,key_19886
esco,key_20964,optional,key_19778
esco,key_20965,optional,key_20056
esco,key_20967,optional,key_20018
esco,key_20967,optional,key_20154
esco,key_20969,essential,key_19458
esco,key_20969,essential,key_20002
esco,key_20969,essential,key_20154
esco,key_20970,essential,key_19654
esco,key_20970,optional,key_19429
esco,key_20970,optional,key_19452
esco,key_20970,optional,key_19571
esco,key_20970,optional,key_19653
esco,key_20970,optional,key_19973
esco,key_20970,optional,key_20102
esco,key_20970,optional,key_20106
esco,key_20970,optional,key_20168
esco,key_20970,optional,key_20218
esco,key_20970,optional,key_20217
esco,key_20971,essential,key_19459
esco,key_20971,essential,key_19492
esco,key_20971,essential,key_19690
esco,key_20971,essential,key_19920
esco,key_20971,optional,key_19894
esco,key_20972,essential,key_20022
esco,key_20972,essential,key_20386
esco,key_20973,essential,key_19784
esco,key_20973,essential,key_19942
esco,key_20973,essential,key_20386
esco,key_20973,optional,key_19886
esco,key_20973,optional,key_19778
esco,key_20974,essential,key_20034
esco,key_20974,optional,key_20267
esco,key_20974,optional,key_19860
esco,key_20974,optional,key_20172
esco,key_20974,optional,key_20216
esco,key_20975,optional,key_20217
esco,key_20976,essential,key_19566
esco,key_20976,essential,key_19878
esco,key_20977,essential,key_19832
esco,key_20977,essential,key_20154
esco,key_20977,optional,key_20137
esco,key_20978,optional,key_19590
esco,key_20979,essential,key_19830
esco,key_20980,optional,key_20088
esco,key_20981,optional,key_19546
esco,key_20981,optional,key_20085
esco,key_20983,essential,key_20417
esco,key_20983,essential,key_19590
esco,key_20983,optional,key_19860
esco,key_20984,essential,key_19827
esco,key_20984,essential,key_20196
esco,key_20984,essential,key_19860
esco,key_20984,optional,key_19764
esco,key_20984,optional,key_19431
esco,key_20984,optional,key_19985
esco,key_20986,essential,key_20055
esco,key_20987,essential,key_19458
esco,key_20987,essential,key_19483
esco,key_20987,essential,key_20088
esco,key_20987,essential,key_20207
esco,key_20987,optional,key_19902
esco,key_20988,essential,key_19458
esco,key_20988,essential,key_20154
esco,key_20988,essential,key_20179
esco,key_20989,essential,key_20016
esco,key_20990,essential,key_19576
esco,key_20991,optional,key_19664
esco,key_20992,essential,key_20117
esco,key_20992,essential,key_20301
esco,key_20992,essential,key_20324
esco,key_20992,essential,key_20070
esco,key_20993,essential,key_20355
esco,key_20994,essential,key_19784
esco,key_20994,essential,key_19942
esco,key_20994,essential,key_20386
esco,key_20995,essential,key_19556
esco,key_20995,essential,key_19597
esco,key_20995,essential,key_19665
esco,key_20995,optional,key_19734
esco,key_20995,optional,key_19872
esco,key_20995,optional,key_19928
esco,key_20996,essential,key_20400
esco,key_20997,essential,key_19434
esco,key_20997,essential,key_19592
esco,key_20997,essential,key_19725
esco,key_20997,optional,key_19661
esco,key_20997,optional,key_19830
esco,key_20997,optional,key_20000
esco,key_20998,optional,key_19997
esco,key_20999,essential,key_19505
esco,key_20999,essential,key_19613
esco,key_20999,essential,key_19614
esco,key_20999,essential,key_20045
esco,key_20999,essential,key_20338
esco,key_20999,essential,key_19427
esco,key_20999,essential,key_19633
esco,key_20999,essential,key_19916
esco,key_20999,essential,key_20024
esco,key_20999,optional,key_19590
esco,key_21000,essential,key_20056
esco,key_21000,essential,key_19458
esco,key_21000,essential,key_19730
esco,key_21000,essential,key_20096
esco,key_21002,essential,key_19959
esco,key_21003,essential,key_19744
esco,key_21003,essential,key_19825
esco,key_21003,essential,key_20228
esco,key_21003,optional,key_20050
esco,key_21004,essential,key_19515
esco,key_21004,essential,key_19654
esco,key_21004,essential,key_19996
esco,key_21004,optional,key_19429
esco,key_21004,optional,key_19475
esco,key_21004,optional,key_19571
esco,key_21004,optional,key_19653
esco,key_21004,optional,key_20102
esco,key_21004,optional,key_20106
esco,key_21004,optional,key_20121
esco,key_21004,optional,key_20168
esco,key_21004,optional,key_20174
esco,key_21005,essential,key_19459
esco,key_21005,essential,key_19690
esco,key_21005,essential,key_19920
esco,key_21006,essential,key_20355
esco,key_21007,essential,key_20155
esco,key_21007,essential,key_19646
esco,key_21008,essential,key_19590
esco,key_21009,optional,key_19936
esco,key_21009,optional,key_20283
esco,key_21010,essential,key_19590
esco,key_21011,essential,key_19858
esco,key_21011,essential,key_19590
esco,key_21011,essential,key_19955
esco,key_21011,essential,key_19965
esco,key_21011,essential,key_20101
esco,key_21011,essential,key_20273
esco,key_21012,essential,key_20279
esco,key_21012,optional,key_20163
esco,key_21013,essential,key_19608
esco,key_21013,optional,key_19799
esco,key_21014,essential,key_19531
esco,key_21014,essential,key_20035
esco,key_21014,optional,key_20002
esco,key_21015,optional,key_19510
esco,key_21015,optional,key_19860
esco,key_21016,optional,key_20082
esco,key_21017,essential,key_19830
esco,key_21017,essential,key_20314
esco,key_21017,optional,key_20259
esco,key_21017,optional,key_19732
esco,key_21017,optional,key_19947
esco,key_21017,optional,key_20378
esco,key_21018,essential,key_20049
esco,key_21018,essential,key_19536
esco,key_21018,essential,key_19878
esco,key_21018,essential,key_20154
esco,key_21018,optional,key_19458
esco,key_21019,essential,key_19960
esco,key_21019,essential,key_20386
esco,key_21019,optional,key_19451
esco,key_21019,optional,key_19865
esco,key_21019,optional,key_19942
esco,key_21020,essential,key_19614
esco,key_21020,essential,key_20297
esco,key_21020,optional,key_20045
esco,key_21021,optional,key_19531
esco,key_21021,optional,key_19853
esco,key_21022,essential,key_20388
esco,key_21022,optional,key_19516
esco,key_21022,optional,key_19590
esco,key_21024,essential,key_19937
esco,key_21024,essential,key_19462
esco,key_21024,essential,key_19483
esco,key_21024,essential,key_20171
esco,key_21024,essential,key_20331
esco,key_21024,optional,key_19614
esco,key_21024,optional,key_19805
esco,key_21024,optional,key_19848
esco,key_21025,essential,key_19590
esco,key_21026,essential,key_19807
esco,key_21026,essential,key_19870
esco,key_21026,optional,key_19505
esco,key_21026,optional,key_19646
esco,key_21026,optional,key_20335
esco,key_21027,essential,key_20386
esco,key_21027,optional,key_19451
esco,key_21027,optional,key_19865
esco,key_21027,optional,key_19942
esco,key_21028,essential,key_20327
esco,key_21028,optional,key_20085
esco,key_21029,essential,key_19590
esco,key_21029,essential,key_20365
esco,key_21029,optional,key_19516
esco,key_21030,optional,key_20385
esco,key_21031,optional,key_19711
esco,key_21032,essential,key_20359
esco,key_21032,optional,key_20060
esco,key_21033,essential,key_19590
esco,key_21033,essential,key_20028
esco,key_21033,essential,key_20135
esco,key_21033,essential,key_20152
esco,key_21034,essential,key_19860
esco,key_21034,essential,key_20228
esco,key_21035,optional,key_19833
esco,key_21035,optional,key_19960
esco,key_21035,optional,key_20049
esco,key_21035,optional,key_20133
esco,key_21035,optional,key_20377
esco,key_21035,optional,key_19449
esco,key_21035,optional,key_19458
esco,key_21035,optional,key_19535
esco,key_21035,optional,key_19536
esco,key_21035,optional,key_19596
esco,key_21035,optional,key_19644
esco,key_21035,optional,key_19660
esco,key_21035,optional,key_19688
esco,key_21035,optional,key_19778
esco,key_21035,optional,key_19857
esco,key_21035,optional,key_19878
esco,key_21035,optional,key_19962
esco,key_21035,optional,key_19974
esco,key_21035,optional,key_20078
esco,key_21035,optional,key_20090
esco,key_21035,optional,key_20154
esco,key_21035,optional,key_20224
esco,key_21035,optional,key_20293
esco,key_21035,optional,key_20407
esco,key_21037,essential,key_19545
esco,key_21038,essential,key_19516
esco,key_21038,essential,key_19590
esco,key_21038,essential,key_20273
esco,key_21038,essential,key_20365
esco,key_21039,essential,key_19853
esco,key_21039,optional,key_19531
esco,key_21040,optional,key_19777
esco,key_21041,essential,key_19556
esco,key_21041,optional,key_19651
esco,key_21041,optional,key_19665
esco,key_21041,optional,key_19872
esco,key_21042,essential,key_20034
esco,key_21042,optional,key_20045
esco,key_21042,optional,key_20172
esco,key_21042,optional,key_20216
esco,key_21043,optional,key_19649
esco,key_21045,essential,key_19642
esco,key_21045,essential,key_19590
esco,key_21045,essential,key_19907
esco,key_21045,essential,key_20217
esco,key_21045,essential,key_20222
esco,key_21046,essential,key_19661
esco,key_21046,essential,key_20274
esco,key_21046,essential,key_19592
esco,key_21046,essential,key_19977
esco,key_21046,essential,key_20065
esco,key_21046,essential,key_20243
esco,key_21047,essential,key_19642
esco,key_21047,essential,key_19771
esco,key_21047,essential,key_19590
esco,key_21047,essential,key_19907
esco,key_21047,essential,key_20217
esco,key_21047,essential,key_20222
esco,key_21048,essential,key_19860
esco,key_21049,essential,key_19729
esco,key_21049,essential,key_20279
esco,key_21049,optional,key_19946
esco,key_21050,essential,key_19499
esco,key_21051,essential,key_20359
esco,key_21051,essential,key_20018
esco,key_21051,optional,key_19465
esco,key_21051,optional,key_19590
esco,key_21051,optional,key_19910
esco,key_21052,essential,key_19843
esco,key_21052,essential,key_19959
esco,key_21052,optional,key_20355
esco,key_21053,essential,key_20154
esco,key_21053,optional,key_19734
esco,key_21054,essential,key_19449
esco,key_21054,essential,key_19536
esco,key_21054,optional,key_20293
esco,key_21056,essential,key_19853
esco,key_21056,optional,key_19599
esco,key_21056,optional,key_20142
esco,key_21057,essential,key_19481
esco,key_21057,essential,key_19959
esco,key_21057,optional,key_19471
esco,key_21057,optional,key_19590
esco,key_21057,optional,key_20179
esco,key_21058,essential,key_20201
esco,key_21058,essential,key_20160
esco,key_21059,essential,key_19630
esco,key_21059,essential,key_20053
esco,key_21059,optional,key_20001
esco,key_21059,optional,key_19489
esco,key_21060,essential,key_19642
esco,key_21060,essential,key_19771
esco,key_21060,essential,key_19590
esco,key_21060,essential,key_19907
esco,key_21060,essential,key_20217
esco,key_21060,essential,key_20222
esco,key_21061,essential,key_19614
esco,key_21061,essential,key_19461
esco,key_21061,essential,key_19633
esco,key_21061,essential,key_19916
esco,key_21061,essential,key_20024
esco,key_21061,optional,key_20247
esco,key_21062,essential,key_19458
esco,key_21062,essential,key_19516
esco,key_21062,essential,key_19590
esco,key_21062,essential,key_20179
esco,key_21062,optional,key_20154
esco,key_21063,essential,key_20186
esco,key_21063,optional,key_19973
esco,key_21063,optional,key_20179
esco,key_21064,essential,key_19470
esco,key_21064,essential,key_19482
esco,key_21064,essential,key_19637
esco,key_21064,optional,key_19891
esco,key_21065,optional,key_20185
esco,key_21066,essential,key_19741
esco,key_21066,optional,key_19758
esco,key_21066,optional,key_20349
esco,key_21067,essential,key_19824
esco,key_21070,essential,key_19468
esco,key_21070,essential,key_19784
esco,key_21070,essential,key_19942
esco,key_21070,essential,key_20386
esco,key_21071,essential,key_19943
esco,key_21071,essential,key_19646
esco,key_21071,essential,key_19961
esco,key_21071,essential,key_20344
esco,key_21071,optional,key_20102
esco,key_21071,optional,key_20393
esco,key_21072,optional,key_20002
esco,key_21073,optional,key_20228
esco,key_21074,essential,key_19575
esco,key_21075,optional,key_20085
esco,key_21076,essential,key_20408
esco,key_21076,essential,key_19647
esco,key_21076,essential,key_19747
esco,key_21076,essential,key_19815
esco,key_21076,essential,key_20088
esco,key_21076,optional,key_20148
esco,key_21077,essential,key_19959
esco,key_21077,optional,key_20224
esco,key_21077,optional,key_20375
esco,key_21078,essential,key_20087
esco,key_21079,optional,key_20056
esco,key_21080,optional,key_20119
esco,key_21080,optional,key_19499
esco,key_21080,optional,key_20214
esco,key_21081,essential,key_20225
esco,key_21081,optional,key_19599
esco,key_21082,essential,key_19600
esco,key_21082,essential,key_19943
esco,key_21082,optional,key_19429
esco,key_21082,optional,key_19571
esco,key_21082,optional,key_19653
esco,key_21082,optional,key_19973
esco,key_21082,optional,key_20102
esco,key_21082,optional,key_20106
esco,key_21082,optional,key_20168
esco,key_21082,optional,key_19586
esco,key_21082,optional,key_20159
esco,key_21083,essential,key_19712
esco,key_21084,optional,key_19681
esco,key_21085,essential,key_19714
esco,key_21085,essential,key_20034
esco,key_21085,essential,key_20388
esco,key_21085,optional,key_19516
esco,key_21085,optional,key_19590
esco,key_21085,optional,key_19860
esco,key_21086,essential,key_20417
esco,key_21086,essential,key_19860
esco,key_21086,essential,key_20034
esco,key_21086,essential,key_20038
esco,key_21087,essential,key_19960
esco,key_21088,essential,key_20261
esco,key_21088,optional,key_19960
esco,key_21088,optional,key_19860
esco,key_21089,essential,key_19545
esco,key_21089,essential,key_19873
esco,key_21089,essential,key_19865
esco,key_21089,essential,key_20125
esco,key_21089,essential,key_20169
esco,key_21089,optional,key_19451
esco,key_21089,optional,key_19646
esco,key_21089,optional,key_20154
esco,key_21090,essential,key_20355
esco,key_21091,essential,key_20386
esco,key_21091,essential,key_20409
esco,key_21091,optional,key_20183
esco,key_21091,optional,key_19942
esco,key_21091,optional,key_20234
esco,key_21092,essential,key_19531
esco,key_21092,essential,key_20071
esco,key_21092,optional,key_20157
esco,key_21092,optional,key_20032
esco,key_21092,optional,key_20135
esco,key_21093,essential,key_19553
esco,key_21093,essential,key_19717
esco,key_21095,essential,key_20220
esco,key_21095,essential,key_20353
esco,key_21095,optional,key_19939
esco,key_21096,essential,key_20049
esco,key_21096,optional,key_19536
esco,key_21097,optional,key_19546
esco,key_21098,essential,key_19626
esco,key_21098,essential,key_19633
esco,key_21098,essential,key_19916
esco,key_21098,essential,key_20024
esco,key_21098,essential,key_20291
esco,key_21099,optional,key_19499
esco,key_21100,optional,key_19813
esco,key_21100,optional,key_20319
esco,key_21101,essential,key_19512
esco,key_21101,essential,key_19803
esco,key_21102,essential,key_19815
esco,key_21103,essential,key_19720
esco,key_21104,optional,key_19510
esco,key_21104,optional,key_19714
esco,key_21104,optional,key_20231
esco,key_21105,essential,key_20009
esco,key_21105,essential,key_20185
esco,key_21106,optional,key_19531
esco,key_21106,optional,key_19853
esco,key_21107,essential,key_19886
esco,key_21110,optional,key_20179
esco,key_21111,essential,key_20355
esco,key_21111,optional,key_19516
esco,key_21112,essential,key_20154
esco,key_21112,optional,key_20002
esco,key_21113,optional,key_19983
esco,key_21113,optional,key_20089
esco,key_21114,essential,key_20386
esco,key_21114,essential,key_20409
esco,key_21114,optional,key_20068
esco,key_21114,optional,key_20220
esco,key_21115,essential,key_20408
esco,key_21115,essential,key_19815
esco,key_21115,essential,key_20088
esco,key_21115,optional,key_20220
esco,key_21116,essential,key_19590
esco,key_21116,optional,key_19860
esco,key_21117,essential,key_19590
esco,key_21117,essential,key_19636
esco,key_21117,essential,key_20002
esco,key_21118,essential,key_19492
esco,key_21118,essential,key_19690
esco,key_21118,essential,key_19920
esco,key_21119,essential,key_19590
esco,key_21119,optional,key_19880
esco,key_21120,essential,key_19590
esco,key_21120,essential,key_20382
esco,key_21120,optional,key_19974
esco,key_21121,essential,key_19458
esco,key_21121,essential,key_20154
esco,key_21121,optional,key_20002
esco,key_21122,essential,key_20021
esco,key_21122,essential,key_20359
esco,key_21122,optional,key_20022
esco,key_21122,optional,key_19465
esco,key_21122,optional,key_19477
esco,key_21122,optional,key_19558
esco,key_21122,optional,key_20237
esco,key_21122,optional,key_20319
esco,key_21123,essential,key_19599
esco,key_21123,essential,key_19433
esco,key_21123,optional,key_19853
esco,key_21123,optional,key_20162
esco,key_21125,essential,key_19545
esco,key_21125,essential,key_20354
esco,key_21125,optional,key_19429
esco,key_21125,optional,key_19571
esco,key_21125,optional,key_19653
esco,key_21125,optional,key_20102
esco,key_21125,optional,key_20106
esco,key_21125,optional,key_20168
esco,key_21126,essential,key_20049
esco,key_21126,essential,key_20251
esco,key_21126,optional,key_19449
esco,key_21127,essential,key_20284
esco,key_21128,essential,key_19458
esco,key_21128,essential,key_20002
esco,key_21128,essential,key_20154
esco,key_21128,optional,key_19590
esco,key_21129,essential,key_19590
esco,key_21129,optional,key_20377
esco,key_21129,optional,key_19974
esco,key_21130,essential,key_20311
esco,key_21131,essential,key_19636
esco,key_21131,essential,key_20273
esco,key_21131,essential,key_20397
esco,key_21131,optional,key_19907
esco,key_21132,essential,key_20056
esco,key_21132,essential,key_19458
esco,key_21132,essential,key_19539
esco,key_21132,essential,key_19730
esco,key_21132,essential,key_20096
esco,key_21132,essential,key_20257
esco,key_21133,optional,key_20260
esco,key_21133,optional,key_20284
esco,key_21134,essential,key_19642
esco,key_21134,essential,key_19771
esco,key_21134,essential,key_19590
esco,key_21134,essential,key_19907
esco,key_21134,essential,key_20217
esco,key_21134,essential,key_20222
esco,key_21135,essential,key_19893
esco,key_21135,essential,key_20130
esco,key_21136,essential,key_20157
esco,key_21136,essential,key_20386
esco,key_21136,optional,key_19913
esco,key_21137,essential,key_20228
esco,key_21138,essential,key_19974
esco,key_21139,essential,key_19832
esco,key_21139,essential,key_20154
esco,key_21139,essential,key_20217
esco,key_21139,optional,key_20205
esco,key_21140,essential,key_20056
esco,key_21140,essential,key_19458
esco,key_21140,essential,key_19730
esco,key_21140,essential,key_20096
esco,key_21141,essential,key_20022
esco,key_21141,essential,key_20331
esco,key_21142,essential,key_19590
esco,key_21142,essential,key_20355
esco,key_21142,optional,key_19771
esco,key_21142,optional,key_20217
esco,key_21143,essential,key_19490
esco,key_21143,optional,key_20285
esco,key_21144,essential,key_20153
esco,key_21144,essential,key_19424
esco,key_21144,essential,key_19933
esco,key_21145,essential,key_20228
esco,key_21145,optional,key_19707
esco,key_21146,essential,key_19545
esco,key_21146,essential,key_20359
esco,key_21147,essential,key_20082
esco,key_21149,essential,key_20157
esco,key_21149,essential,key_20154
esco,key_21150,essential,key_20355
esco,key_21150,optional,key_20259
esco,key_21151,essential,key_19662
esco,key_21152,essential,key_19642
esco,key_21152,essential,key_19590
esco,key_21152,essential,key_19907
esco,key_21152,essential,key_20217
esco,key_21152,essential,key_20222
esco,key_21153,essential,key_20153
esco,key_21153,essential,key_19424
esco,key_21153,essential,key_19451
esco,key_21153,essential,key_19865
esco,key_21153,essential,key_19933
esco,key_21154,essential,key_19690
esco,key_21155,optional,key_19814
esco,key_21156,essential,key_19827
esco,key_21156,essential,key_19964
esco,key_21156,optional,key_19967
esco,key_21156,optional,key_20080
esco,key_21157,essential,key_19646
esco,key_21157,essential,key_19843
esco,key_21157,essential,key_19996
esco,key_21157,optional,key_20121
esco,key_21157,optional,key_19515
esco,key_21157,optional,key_20344
esco,key_21158,essential,key_20153
esco,key_21158,essential,key_19424
esco,key_21158,essential,key_19933
esco,key_21158,optional,key_19948
esco,key_21159,optional,key_19438
esco,key_21160,optional,key_19947
esco,key_21161,essential,key_19552
esco,key_21161,essential,key_20205
esco,key_21162,essential,key_20391
esco,key_21162,optional,key_19885
esco,key_21163,essential,key_20049
esco,key_21163,optional,key_19536
esco,key_21164,essential,key_19758
esco,key_21164,essential,key_20386
esco,key_21164,essential,key_20409
esco,key_21164,optional,key_19741
esco,key_21164,optional,key_19942
esco,key_21165,essential,key_19911
esco,key_21165,essential,key_20261
esco,key_21165,optional,key_20419
esco,key_21166,essential,key_19550
esco,key_21166,optional,key_19947
esco,key_21167,essential,key_19860
esco,key_21168,optional,key_20091
esco,key_21169,essential,key_20407
esco,key_21169,optional,key_19809
esco,key_21169,optional,key_19959
esco,key_21169,optional,key_19974
esco,key_21169,optional,key_20101
esco,key_21169,optional,key_20280
esco,key_21170,optional,key_19664
esco,key_21171,essential,key_20366
esco,key_21171,optional,key_20002
esco,key_21172,essential,key_19542
esco,key_21172,essential,key_20386
esco,key_21172,optional,key_19556
esco,key_21172,optional,key_19451
esco,key_21172,optional,key_19865
esco,key_21172,optional,key_19872
esco,key_21172,optional,key_19942
esco,key_21173,essential,key_20088
esco,key_21174,optional,key_19616
esco,key_21175,essential,key_20279
esco,key_21175,optional,key_19473
esco,key_21176,essential,key_20002
esco,key_21176,essential,key_20154
esco,key_21176,optional,key_19590
esco,key_21178,essential,key_20036
esco,key_21178,essential,key_19724
esco,key_21178,essential,key_19860
esco,key_21178,essential,key_20018
esco,key_21179,optional,key_19599
esco,key_21179,optional,key_20034
esco,key_21179,optional,key_20346
esco,key_21180,optional,key_20282
esco,key_21180,optional,key_19784
esco,key_21180,optional,key_19942
esco,key_21180,optional,key_20386
esco,key_21181,essential,key_19600
esco,key_21181,essential,key_19956
esco,key_21181,optional,key_19943
esco,key_21181,optional,key_20226
esco,key_21181,optional,key_19590
esco,key_21182,essential,key_19642
esco,key_21182,essential,key_19771
esco,key_21182,essential,key_19590
esco,key_21182,essential,key_19907
esco,key_21182,essential,key_20217
esco,key_21182,essential,key_20222
esco,key_21183,essential,key_20208
esco,key_21183,essential,key_19633
esco,key_21183,essential,key_19754
esco,key_21183,essential,key_19916
esco,key_21183,essential,key_20024
esco,key_21183,essential,key_20286
esco,key_21184,essential,key_20386
esco,key_21184,optional,key_19503
esco,key_21184,optional,key_19451
esco,key_21184,optional,key_19865
esco,key_21184,optional,key_19942
esco,key_21185,essential,key_19815
esco,key_21185,optional,key_20154
esco,key_21186,essential,key_19920
esco,key_21186,optional,key_19458
esco,key_21186,optional,key_19492
esco,key_21186,optional,key_20207
esco,key_21187,essential,key_19959
esco,key_21188,essential,key_19830
esco,key_21189,optional,key_19590
esco,key_21189,optional,key_20273
esco,key_21190,optional,key_20034
esco,key_21191,essential,key_20386
esco,key_21191,essential,key_20409
esco,key_21191,optional,key_19960
esco,key_21192,essential,key_19451
esco,key_21192,essential,key_19865
esco,key_21192,essential,key_20111
esco,key_21192,optional,key_19827
esco,key_21192,optional,key_19540
esco,key_21193,essential,key_20249
esco,key_21193,essential,key_19605
esco,key_21193,essential,key_19627
esco,key_21193,essential,key_19968
esco,key_21193,optional,key_20214
esco,key_21193,optional,key_20331
esco,key_21194,essential,key_19830
esco,key_21194,optional,key_19844
esco,key_21194,optional,key_20372
esco,key_21195,optional,key_20133
esco,key_21195,optional,key_20293
esco,key_21196,optional,key_19590
esco,key_21196,optional,key_19888
esco,key_21198,optional,key_19860
esco,key_21198,optional,key_20331
esco,key_21199,optional,key_19555
esco,key_21199,optional,key_20197
esco,key_21200,essential,key_20155
esco,key_21200,essential,key_19506
esco,key_21200,essential,key_19666
esco,key_21200,essential,key_19843
esco,key_21200,optional,key_19429
esco,key_21200,optional,key_19571
esco,key_21200,optional,key_19653
esco,key_21200,optional,key_20102
esco,key_21200,optional,key_20106
esco,key_21200,optional,key_20168
esco,key_21200,optional,key_20262
esco,key_21200,optional,key_19590
esco,key_21200,optional,key_19646
esco,key_21200,optional,key_20179
esco,key_21201,essential,key_19438
esco,key_21201,essential,key_20386
esco,key_21202,essential,key_20177
esco,key_21203,essential,key_20355
esco,key_21204,essential,key_19535
esco,key_21205,essential,key_19642
esco,key_21205,essential,key_19771
esco,key_21205,essential,key_19590
esco,key_21205,essential,key_19907
esco,key_21205,essential,key_20217
esco,key_21205,essential,key_20222
esco,key_21206,essential,key_20154
esco,key_21206,optional,key_19608
esco,key_21207,essential,key_20227
esco,key_21207,essential,key_19485
esco,key_21207,essential,key_19660
esco,key_21207,essential,key_19860
esco,key_21207,essential,key_19895
esco,key_21208,essential,key_19517
esco,key_21208,optional,key_19499
esco,key_21210,optional,key_19425
esco,key_21211,essential,key_19652
esco,key_21211,essential,key_19933
esco,key_21211,essential,key_20232
esco,key_21211,optional,key_20349
esco,key_21212,essential,key_19427
esco,key_21212,essential,key_19451
esco,key_21212,essential,key_19865
esco,key_21212,essential,key_20034
esco,key_21212,optional,key_19439
esco,key_21212,optional,key_20216
esco,key_21213,essential,key_19860
esco,key_21213,essential,key_20072
esco,key_21213,essential,key_20369
esco,key_21214,essential,key_20079
esco,key_21214,optional,key_19797
esco,key_21214,optional,key_20273
esco,key_21215,essential,key_20295
esco,key_21215,optional,key_19590
esco,key_21215,optional,key_19710
esco,key_21216,essential,key_20056
esco,key_21216,essential,key_19458
esco,key_21216,essential,key_19730
esco,key_21216,essential,key_20096
esco,key_21217,essential,key_20314
esco,key_21218,essential,key_20217
esco,key_21218,optional,key_19590
esco,key_21218,optional,key_20225
esco,key_21219,optional,key_20370
