OCCUPATIONTYPE,OCCUPATIONID,RELATIONTYPE,SKILLID
esco,key_22002,essential,key_20409
esco,key_22002,optional,key_19960
esco,key_22002,optional,key_19942
esco,key_22002,optional,key_20234
esco,key_22003,essential,key_19439
esco,key_22003,essential,key_19860
esco,key_22003,optional,key_19960
esco,key_22003,optional,key_20185
esco,key_22004,essential,key_19516
esco,key_22004,essential,key_19590
esco,key_22004,essential,key_20273
esco,key_22004,essential,key_20365
esco,key_22005,essential,key_20271
esco,key_22005,essential,key_20386
esco,key_22005,essential,key_20409
esco,key_22005,optional,key_19942
esco,key_22005,optional,key_20234
esco,key_22006,essential,key_20056
esco,key_22006,essential,key_19458
esco,key_22006,essential,key_19730
esco,key_22006,essential,key_20096
esco,key_22007,essential,key_19600
esco,key_22007,essential,key_20384
esco,key_22007,essential,key_19515
esco,key_22007,optional,key_20159
esco,key_22008,essential,key_19646
esco,key_22008,optional,key_19516
esco,key_22009,optional,key_19831
esco,key_22010,essential,key_19600
esco,key_22010,essential,key_19943
esco,key_22010,essential,key_19654
esco,key_22010,essential,key_19991
esco,key_22010,essential,key_20159
esco,key_22010,optional,key_19429
esco,key_22010,optional,key_19571
esco,key_22010,optional,key_19653
esco,key_22010,optional,key_20102
esco,key_22010,optional,key_20106
esco,key_22010,optional,key_20168
esco,key_22010,optional,key_19520
esco,key_22011,essential,key_19652
esco,key_22011,essential,key_19933
esco,key_22011,essential,key_19948
esco,key_22011,essential,key_20232
esco,key_22012,essential,key_19431
esco,key_22013,essential,key_19980
esco,key_22013,essential,key_20155
esco,key_22013,essential,key_19646
esco,key_22013,essential,key_19666
esco,key_22013,optional,key_19429
esco,key_22013,optional,key_19571
esco,key_22013,optional,key_19653
esco,key_22013,optional,key_20102
esco,key_22013,optional,key_20106
esco,key_22013,optional,key_20168
esco,key_22013,optional,key_20268
esco,key_22013,optional,key_19809
esco,key_22013,optional,key_20130
esco,key_22014,essential,key_20088
esco,key_22014,optional,key_20408
esco,key_22016,essential,key_19516
esco,key_22016,optional,key_19860
esco,key_22017,essential,key_20008
esco,key_22017,essential,key_19444
esco,key_22017,essential,key_19832
esco,key_22017,essential,key_20154
esco,key_22017,essential,key_20389
esco,key_22018,essential,key_20386
esco,key_22018,optional,key_19614
esco,key_22018,optional,key_20008
esco,key_22018,optional,key_20157
esco,key_22018,optional,key_19633
esco,key_22018,optional,key_20409
esco,key_22020,essential,key_19473
esco,key_22020,essential,key_20279
esco,key_22020,optional,key_19871
esco,key_22021,essential,key_19917
esco,key_22021,essential,key_20081
esco,key_22021,optional,key_20262
esco,key_22021,optional,key_20084
esco,key_22021,optional,key_20273
esco,key_22022,optional,key_19581
esco,key_22022,optional,key_19745
esco,key_22023,essential,key_20036
esco,key_22023,essential,key_19440
esco,key_22023,essential,key_19724
esco,key_22023,essential,key_19860
esco,key_22023,optional,key_19646
esco,key_22024,essential,key_19858
esco,key_22024,essential,key_20118
esco,key_22024,optional,key_19830
esco,key_22024,optional,key_19955
esco,key_22025,essential,key_19499
esco,key_22025,essential,key_20394
esco,key_22026,essential,key_19775
esco,key_22026,optional,key_19830
esco,key_22026,optional,key_20207
esco,key_22026,optional,key_20217
esco,key_22027,essential,key_20359
esco,key_22027,essential,key_20417
esco,key_22028,essential,key_20056
esco,key_22028,essential,key_19458
esco,key_22028,essential,key_19730
esco,key_22028,essential,key_20096
esco,key_22029,essential,key_19614
esco,key_22029,essential,key_19633
esco,key_22029,essential,key_20386
esco,key_22029,optional,key_20297
esco,key_22029,optional,key_19916
esco,key_22029,optional,key_20291
esco,key_22030,essential,key_19614
esco,key_22030,optional,key_19461
esco,key_22031,essential,key_19590
esco,key_22031,optional,key_19984
esco,key_22031,optional,key_20030
esco,key_22032,essential,key_20025
esco,key_22032,optional,key_20085
esco,key_22033,essential,key_19451
esco,key_22033,essential,key_19865
esco,key_22033,optional,key_19673
esco,key_22033,optional,key_20034
esco,key_22033,optional,key_20216
esco,key_22034,essential,key_19455
esco,key_22034,optional,key_19664
esco,key_22035,essential,key_19600
esco,key_22035,essential,key_19943
esco,key_22035,essential,key_19974
esco,key_22035,optional,key_19429
esco,key_22035,optional,key_19452
esco,key_22035,optional,key_19571
esco,key_22035,optional,key_19653
esco,key_22035,optional,key_19973
esco,key_22035,optional,key_20102
esco,key_22035,optional,key_20106
esco,key_22035,optional,key_20168
esco,key_22035,optional,key_19843
esco,key_22036,optional,key_19888
esco,key_22037,essential,key_19545
esco,key_22037,optional,key_20154
esco,key_22037,optional,key_20321
esco,key_22038,essential,key_20386
esco,key_22038,optional,key_19568
esco,key_22039,optional,key_20101
esco,key_22040,optional,key_20249
esco,key_22040,optional,key_20259
esco,key_22041,optional,key_19886
esco,key_22041,optional,key_20355
esco,key_22042,essential,key_19935
esco,key_22043,essential,key_19425
esco,key_22043,optional,key_20008
esco,key_22044,essential,key_19642
esco,key_22044,essential,key_19590
esco,key_22044,essential,key_19907
esco,key_22044,essential,key_20217
esco,key_22044,essential,key_20222
esco,key_22045,essential,key_20282
esco,key_22045,essential,key_19856
esco,key_22045,essential,key_19887
esco,key_22045,essential,key_19933
esco,key_22046,essential,key_19747
esco,key_22046,essential,key_19815
esco,key_22046,essential,key_20279
esco,key_22046,optional,key_20408
esco,key_22046,optional,key_20088
esco,key_22046,optional,key_20220
esco,key_22048,essential,key_20359
esco,key_22048,essential,key_19425
esco,key_22048,essential,key_19590
esco,key_22048,optional,key_19465
esco,key_22048,optional,key_19910
esco,key_22049,optional,key_19531
esco,key_22050,essential,key_20045
esco,key_22050,essential,key_19439
esco,key_22050,essential,key_19977
esco,key_22050,essential,key_20034
esco,key_22052,essential,key_20189
esco,key_22052,optional,key_20174
esco,key_22052,optional,key_20355
esco,key_22054,essential,key_20034
esco,key_22054,optional,key_20388
esco,key_22055,essential,key_19556
esco,key_22055,essential,key_20204
esco,key_22055,optional,key_19734
esco,key_22055,optional,key_20154
esco,key_22056,essential,key_19616
esco,key_22056,optional,key_20195
esco,key_22057,essential,key_19700
esco,key_22057,essential,key_20408
esco,key_22057,essential,key_19447
esco,key_22057,essential,key_19747
esco,key_22057,essential,key_19815
esco,key_22057,optional,key_20088
esco,key_22058,essential,key_19642
esco,key_22058,essential,key_19590
esco,key_22058,essential,key_20217
esco,key_22059,essential,key_19875
esco,key_22059,essential,key_20107
esco,key_22059,optional,key_19486
esco,key_22059,optional,key_19687
esco,key_22059,optional,key_20005
esco,key_22060,optional,key_19833
esco,key_22061,essential,key_19476
esco,key_22061,essential,key_19812
esco,key_22062,essential,key_20345
esco,key_22062,essential,key_20386
esco,key_22063,essential,key_20153
esco,key_22063,essential,key_19424
esco,key_22063,essential,key_19933
esco,key_22063,essential,key_20181
esco,key_22064,essential,key_20180
esco,key_22064,optional,key_19960
esco,key_22064,optional,key_19791
esco,key_22065,essential,key_19681
esco,key_22065,essential,key_19920
esco,key_22066,essential,key_19920
esco,key_22066,optional,key_19681
esco,key_22067,essential,key_20045
esco,key_22067,optional,key_19891
esco,key_22068,optional,key_20016
esco,key_22069,essential,key_20261
esco,key_22069,optional,key_19454
esco,key_22069,optional,key_19703
esco,key_22070,essential,key_20287
esco,key_22070,essential,key_19654
esco,key_22070,optional,key_19429
esco,key_22070,optional,key_19475
esco,key_22070,optional,key_19571
esco,key_22070,optional,key_19653
esco,key_22070,optional,key_20102
esco,key_22070,optional,key_20106
esco,key_22070,optional,key_20121
esco,key_22070,optional,key_20168
esco,key_22070,optional,key_20332
esco,key_22070,optional,key_19646
esco,key_22070,optional,key_19991
esco,key_22070,optional,key_20393
esco,key_22072,essential,key_19564
esco,key_22072,essential,key_19451
esco,key_22072,essential,key_19673
esco,key_22072,essential,key_19865
esco,key_22072,essential,key_20034
esco,key_22072,optional,key_19905
esco,key_22073,essential,key_20314
esco,key_22074,essential,key_19531
esco,key_22074,essential,key_20345
esco,key_22075,optional,key_19429
esco,key_22075,optional,key_19545
esco,key_22075,optional,key_19571
esco,key_22075,optional,key_19653
esco,key_22075,optional,key_20102
esco,key_22075,optional,key_20106
esco,key_22075,optional,key_20168
esco,key_22075,optional,key_20203
esco,key_22075,optional,key_20354
esco,key_22075,optional,key_19646
esco,key_22075,optional,key_19655
esco,key_22075,optional,key_19736
esco,key_22075,optional,key_20032
esco,key_22075,optional,key_20100
esco,key_22075,optional,key_20125
esco,key_22075,optional,key_20139
esco,key_22075,optional,key_20154
esco,key_22075,optional,key_20169
esco,key_22075,optional,key_20188
esco,key_22075,optional,key_20410
esco,key_22076,essential,key_20231
esco,key_22076,optional,key_19860
esco,key_22076,optional,key_20228
esco,key_22077,optional,key_19871
esco,key_22078,essential,key_20056
esco,key_22078,essential,key_19458
esco,key_22078,essential,key_19730
esco,key_22078,essential,key_20096
esco,key_22079,essential,key_19590
esco,key_22079,essential,key_19636
esco,key_22079,essential,key_20002
esco,key_22080,essential,key_19514
esco,key_22080,essential,key_20067
esco,key_22080,essential,key_20150
esco,key_22080,optional,key_19886
esco,key_22080,optional,key_19546
esco,key_22081,essential,key_19499
esco,key_22081,optional,key_19703
esco,key_22081,optional,key_20376
esco,key_22082,essential,key_20034
esco,key_22082,optional,key_19847
esco,key_22083,essential,key_19459
esco,key_22083,optional,key_19920
esco,key_22084,essential,key_20408
esco,key_22084,essential,key_19742
esco,key_22084,optional,key_20279
esco,key_22085,essential,key_19614
esco,key_22085,essential,key_19633
esco,key_22085,essential,key_20291
esco,key_22085,optional,key_20396
esco,key_22086,essential,key_19799
esco,key_22086,essential,key_19878
esco,key_22086,optional,key_19489
esco,key_22086,optional,key_20402
esco,key_22087,essential,key_19546
esco,key_22087,optional,key_20150
esco,key_22089,essential,key_20023
esco,key_22089,optional,key_19652
esco,key_22089,optional,key_20217
esco,key_22090,essential,key_19568
esco,key_22090,essential,key_19959
esco,key_22090,essential,key_20154
esco,key_22090,essential,key_20180
esco,key_22090,optional,key_19531
esco,key_22090,optional,key_20205
esco,key_22092,essential,key_19935
esco,key_22092,optional,key_19481
esco,key_22092,optional,key_20131
esco,key_22093,essential,key_20201
esco,key_22093,essential,key_20160
esco,key_22094,optional,key_19714
esco,key_22095,optional,key_19827
esco,key_22095,optional,key_19926
esco,key_22095,optional,key_20014
esco,key_22096,optional,key_19516
esco,key_22096,optional,key_19546
esco,key_22096,optional,key_20085
esco,key_22097,essential,key_20386
esco,key_22097,optional,key_19942
esco,key_22098,optional,key_19701
esco,key_22098,optional,key_19435
esco,key_22098,optional,key_19985
esco,key_22099,essential,key_20228
esco,key_22100,essential,key_19659
esco,key_22101,essential,key_20228
esco,key_22101,optional,key_19511
esco,key_22101,optional,key_20256
esco,key_22102,essential,key_19858
esco,key_22102,essential,key_19509
esco,key_22102,essential,key_19800
esco,key_22102,essential,key_20118
esco,key_22103,essential,key_19642
esco,key_22103,essential,key_19590
esco,key_22103,essential,key_20217
esco,key_22104,essential,key_20195
esco,key_22104,optional,key_19616
esco,key_22104,optional,key_19813
esco,key_22104,optional,key_19816
esco,key_22104,optional,key_20231
esco,key_22105,essential,key_19642
esco,key_22105,essential,key_19590
esco,key_22105,essential,key_19907
esco,key_22105,essential,key_20217
esco,key_22105,essential,key_20222
esco,key_22106,essential,key_20026
esco,key_22106,essential,key_20281
esco,key_22106,optional,key_19797
esco,key_22106,optional,key_20101
esco,key_22107,essential,key_20417
esco,key_22107,essential,key_19860
esco,key_22107,optional,key_20018
esco,key_22107,optional,key_20228
esco,key_22109,essential,key_20085
esco,key_22110,essential,key_20157
esco,key_22110,essential,key_20386
esco,key_22110,essential,key_20409
esco,key_22110,optional,key_19942
esco,key_22110,optional,key_20234
esco,key_22111,essential,key_19860
esco,key_22111,optional,key_20314
esco,key_22112,essential,key_20056
esco,key_22112,essential,key_19458
esco,key_22112,essential,key_19959
esco,key_22113,essential,key_19451
esco,key_22113,essential,key_19561
esco,key_22113,essential,key_19865
esco,key_22113,optional,key_19827
esco,key_22113,optional,key_19960
esco,key_22113,optional,key_19860
esco,key_22113,optional,key_20146
esco,key_22113,optional,key_20217
esco,key_22114,essential,key_20259
esco,key_22114,essential,key_19575
esco,key_22114,essential,key_20392
esco,key_22114,optional,key_19664
esco,key_22115,essential,key_19720
esco,key_22115,essential,key_19590
esco,key_22115,essential,key_20273
esco,key_22115,optional,key_20372
esco,key_22116,essential,key_20049
esco,key_22116,optional,key_19536
esco,key_22117,essential,key_19951
esco,key_22117,essential,key_20157
esco,key_22117,essential,key_19531
esco,key_22118,essential,key_20403
esco,key_22118,optional,key_19563
esco,key_22118,optional,key_19687
esco,key_22118,optional,key_20107
esco,key_22119,essential,key_19614
esco,key_22119,essential,key_19702
esco,key_22119,essential,key_20282
esco,key_22119,essential,key_19633
esco,key_22119,essential,key_19648
esco,key_22119,essential,key_19739
esco,key_22119,essential,key_19916
esco,key_22119,essential,key_20024
esco,key_22119,optional,key_19960
esco,key_22120,essential,key_20034
esco,key_22120,optional,key_19506
esco,key_22121,essential,key_20220
esco,key_22121,optional,key_19891
esco,key_22122,optional,key_19860
esco,key_22123,optional,key_20022
esco,key_22123,optional,key_20195
esco,key_22124,essential,key_20386
esco,key_22124,optional,key_19451
esco,key_22124,optional,key_19865
esco,key_22124,optional,key_19942
esco,key_22126,essential,key_19847
esco,key_22126,optional,key_20228
esco,key_22127,optional,key_20016
esco,key_22128,essential,key_19772
esco,key_22128,optional,key_19960
esco,key_22129,essential,key_20359
esco,key_22129,essential,key_19590
esco,key_22129,essential,key_19934
esco,key_22129,optional,key_19465
esco,key_22129,optional,key_19910
esco,key_22130,essential,key_20156
esco,key_22130,essential,key_20101
esco,key_22130,essential,key_20217
esco,key_22130,optional,key_19452
esco,key_22130,optional,key_19943
esco,key_22130,optional,key_19973
esco,key_22130,optional,key_19590
esco,key_22130,optional,key_19646
esco,key_22131,essential,key_19827
esco,key_22131,essential,key_19959
esco,key_22131,optional,key_19660
esco,key_22131,optional,key_20314
esco,key_22132,essential,key_19959
esco,key_22132,optional,key_20179
esco,key_22133,essential,key_19824
esco,key_22133,essential,key_20304
esco,key_22133,optional,key_19681
esco,key_22134,optional,key_19616
esco,key_22134,optional,key_20231
esco,key_22135,essential,key_20228
esco,key_22136,essential,key_19620
esco,key_22137,essential,key_20417
esco,key_22137,essential,key_19590
esco,key_22137,essential,key_19646
esco,key_22137,optional,key_19516
esco,key_22138,essential,key_19800
esco,key_22138,optional,key_19907
esco,key_22139,essential,key_19817
esco,key_22139,optional,key_19983
esco,key_22140,essential,key_19758
esco,key_22140,essential,key_20386
esco,key_22140,optional,key_19741
esco,key_22141,essential,key_19971
esco,key_22141,essential,key_20224
esco,key_22141,optional,key_20217
esco,key_22142,essential,key_20355
esco,key_22143,essential,key_19642
esco,key_22143,essential,key_19590
esco,key_22143,essential,key_20217
esco,key_22144,essential,key_20203
esco,key_22144,essential,key_19865
esco,key_22144,essential,key_20125
esco,key_22144,essential,key_20139
esco,key_22144,essential,key_20169
esco,key_22144,optional,key_19451
esco,key_22144,optional,key_19646
esco,key_22144,optional,key_20154
esco,key_22145,essential,key_19566
esco,key_22145,essential,key_19590
esco,key_22145,optional,key_19995
esco,key_22146,essential,key_19600
esco,key_22146,essential,key_19520
esco,key_22146,essential,key_19654
esco,key_22146,essential,key_19843
esco,key_22146,essential,key_19959
esco,key_22146,optional,key_19646
esco,key_22147,essential,key_19914
esco,key_22148,essential,key_19960
esco,key_22148,optional,key_19516
esco,key_22148,optional,key_20101
esco,key_22149,essential,key_19531
esco,key_22149,essential,key_20035
esco,key_22149,optional,key_19943
esco,key_22149,optional,key_20002
esco,key_22150,essential,key_19646
esco,key_22150,essential,key_20032
esco,key_22150,optional,key_20332
esco,key_22150,optional,key_19991
esco,key_22151,essential,key_20279
esco,key_22151,optional,key_19871
esco,key_22152,essential,key_19834
esco,key_22152,optional,key_19833
esco,key_22152,optional,key_19624
esco,key_22153,essential,key_20273
esco,key_22155,essential,key_20386
esco,key_22155,essential,key_20409
esco,key_22155,optional,key_19942
esco,key_22155,optional,key_20234
esco,key_22157,essential,key_19614
esco,key_22157,essential,key_19633
esco,key_22157,essential,key_19916
esco,key_22157,essential,key_20024
esco,key_22157,essential,key_20291
esco,key_22157,optional,key_20042
esco,key_22159,essential,key_19600
esco,key_22159,essential,key_20417
esco,key_22159,essential,key_20188
esco,key_22160,essential,key_19627
esco,key_22160,essential,key_20015
esco,key_22160,optional,key_19531
esco,key_22160,optional,key_19605
esco,key_22161,essential,key_19834
esco,key_22161,optional,key_19777
esco,key_22161,optional,key_20049
esco,key_22161,optional,key_20251
esco,key_22162,essential,key_19652
esco,key_22162,essential,key_19933
esco,key_22162,essential,key_20232
esco,key_22162,optional,key_19758
esco,key_22162,optional,key_19948
esco,key_22163,essential,key_19512
esco,key_22163,essential,key_19590
esco,key_22163,essential,key_19830
esco,key_22163,optional,key_19508
esco,key_22164,essential,key_19600
esco,key_22164,essential,key_19943
esco,key_22164,essential,key_19515
esco,key_22164,essential,key_19991
esco,key_22164,essential,key_19996
esco,key_22164,essential,key_20159
esco,key_22164,optional,key_19429
esco,key_22164,optional,key_19571
esco,key_22164,optional,key_19653
esco,key_22164,optional,key_19973
esco,key_22164,optional,key_20102
esco,key_22164,optional,key_20106
esco,key_22164,optional,key_20168
esco,key_22164,optional,key_19520
esco,key_22165,essential,key_20045
esco,key_22165,essential,key_19633
esco,key_22165,essential,key_19916
esco,key_22165,essential,key_20024
esco,key_22166,essential,key_19458
esco,key_22166,essential,key_20002
esco,key_22166,essential,key_20154
esco,key_22167,essential,key_20417
esco,key_22167,essential,key_19646
esco,key_22167,essential,key_19760
esco,key_22167,essential,key_20003
esco,key_22168,optional,key_19449
esco,key_22168,optional,key_19535
esco,key_22168,optional,key_20224
esco,key_22169,essential,key_20363
esco,key_22169,optional,key_19936
esco,key_22169,optional,key_20114
esco,key_22169,optional,key_20190
esco,key_22170,essential,key_20049
esco,key_22170,optional,key_19536
esco,key_22170,optional,key_20154
esco,key_22171,optional,key_19535
esco,key_22171,optional,key_19988
esco,key_22172,essential,key_19588
esco,key_22172,essential,key_19694
esco,key_22173,essential,key_20135
esco,key_22173,optional,key_20188
esco,key_22174,essential,key_20279
esco,key_22179,essential,key_20056
esco,key_22179,essential,key_19458
esco,key_22179,essential,key_19730
esco,key_22179,essential,key_20096
esco,key_22180,essential,key_20154
esco,key_22180,optional,key_19667
esco,key_22180,optional,key_20242
esco,key_22181,essential,key_20241
esco,key_22182,essential,key_19853
esco,key_22182,optional,key_19531
esco,key_22182,optional,key_20077
esco,key_22183,essential,key_19658
esco,key_22183,optional,key_19594
esco,key_22184,optional,key_19784
esco,key_22184,optional,key_20216
esco,key_22185,essential,key_20153
esco,key_22185,essential,key_19424
esco,key_22185,essential,key_19933
esco,key_22186,essential,key_20386
esco,key_22186,essential,key_20409
esco,key_22187,essential,key_20279
esco,key_22189,essential,key_20088
esco,key_22190,essential,key_19642
esco,key_22190,essential,key_19590
esco,key_22190,essential,key_19907
esco,key_22190,essential,key_20217
esco,key_22190,essential,key_20222
esco,key_22191,essential,key_20386
esco,key_22192,optional,key_20372
esco,key_22193,essential,key_19545
esco,key_22193,optional,key_19646
esco,key_22194,essential,key_19830
esco,key_22194,essential,key_20273
esco,key_22194,optional,key_19667
esco,key_22195,essential,key_20153
esco,key_22195,essential,key_20282
esco,key_22195,essential,key_19424
esco,key_22195,essential,key_19933
esco,key_22195,essential,key_20386
esco,key_22195,optional,key_19451
esco,key_22195,optional,key_19865
esco,key_22195,optional,key_19942
esco,key_22196,essential,key_19945
esco,key_22196,essential,key_20389
esco,key_22197,essential,key_19690
esco,key_22197,essential,key_19920
esco,key_22198,optional,key_19614
esco,key_22198,optional,key_19620
esco,key_22198,optional,key_19633
esco,key_22200,essential,key_20279
esco,key_22200,optional,key_19473
esco,key_22200,optional,key_19871
esco,key_22201,essential,key_20160
esco,key_22202,essential,key_20354
esco,key_22202,essential,key_19451
esco,key_22202,essential,key_19865
esco,key_22202,essential,key_20125
esco,key_22202,optional,key_19429
esco,key_22202,optional,key_19571
esco,key_22202,optional,key_19653
esco,key_22202,optional,key_20102
esco,key_22202,optional,key_20106
esco,key_22202,optional,key_20168
esco,key_22202,optional,key_19646
esco,key_22202,optional,key_20154
esco,key_22203,essential,key_20144
esco,key_22204,essential,key_19937
esco,key_22204,essential,key_19462
esco,key_22204,essential,key_19483
esco,key_22204,essential,key_19552
esco,key_22204,essential,key_19774
esco,key_22204,optional,key_20171
esco,key_22205,essential,key_20122
esco,key_22206,optional,key_20282
esco,key_22207,essential,key_19673
esco,key_22207,essential,key_20173
esco,key_22207,essential,key_20191
esco,key_22208,essential,key_20355
esco,key_22209,essential,key_19959
esco,key_22209,optional,key_19531
esco,key_22209,optional,key_19853
esco,key_22210,essential,key_20049
esco,key_22210,essential,key_20154
esco,key_22211,essential,key_20279
esco,key_22211,essential,key_20351
esco,key_22212,essential,key_19510
esco,key_22212,essential,key_19947
esco,key_22212,essential,key_20170
esco,key_22212,optional,key_20374
esco,key_22213,essential,key_19824
esco,key_22214,optional,key_20016
esco,key_22215,essential,key_20295
esco,key_22215,optional,key_19590
esco,key_22216,essential,key_20417
esco,key_22216,essential,key_19590
esco,key_22216,essential,key_19646
esco,key_22216,optional,key_19516
esco,key_22217,essential,key_19791
esco,key_22218,essential,key_19827
esco,key_22218,essential,key_19727
esco,key_22218,essential,key_19964
esco,key_22218,optional,key_19574
esco,key_22218,optional,key_19967
esco,key_22218,optional,key_20080
esco,key_22219,essential,key_20386
esco,key_22219,essential,key_20409
esco,key_22219,optional,key_19595
esco,key_22219,optional,key_20025
esco,key_22220,essential,key_19596
esco,key_22221,optional,key_20203
esco,key_22221,optional,key_19552
esco,key_22222,essential,key_20197
esco,key_22222,essential,key_20154
esco,key_22222,essential,key_20180
esco,key_22222,optional,key_19438
esco,key_22222,optional,key_20303
esco,key_22223,essential,key_19886
esco,key_22223,essential,key_19959
esco,key_22223,essential,key_20361
esco,key_22223,optional,key_20217
esco,key_22223,optional,key_20224
esco,key_22224,optional,key_19664
esco,key_22225,optional,key_20045
esco,key_22226,essential,key_20066
esco,key_22226,essential,key_20403
esco,key_22226,optional,key_19649
esco,key_22226,optional,key_19797
esco,key_22227,optional,key_20021
esco,key_22227,optional,key_20377
esco,key_22227,optional,key_19536
esco,key_22228,essential,key_19886
esco,key_22228,essential,key_19551
esco,key_22228,essential,key_19816
esco,key_22229,essential,key_20407
esco,key_22229,optional,key_19960
esco,key_22229,optional,key_20377
esco,key_22229,optional,key_19857
esco,key_22230,optional,key_20319
esco,key_22231,essential,key_19556
esco,key_22231,essential,key_19721
esco,key_22231,essential,key_20204
esco,key_22231,optional,key_19651
esco,key_22231,optional,key_19665
esco,key_22231,optional,key_19734
esco,key_22231,optional,key_20154
esco,key_22232,essential,key_20408
esco,key_22232,optional,key_19667
esco,key_22233,essential,key_20034
esco,key_22233,optional,key_20045
esco,key_22233,optional,key_20172
esco,key_22233,optional,key_20216
esco,key_22237,essential,key_20122
esco,key_22237,optional,key_19664
esco,key_22238,essential,key_19474
esco,key_22238,essential,key_19615
esco,key_22238,essential,key_19946
esco,key_22238,essential,key_20088
esco,key_22238,essential,key_20402
esco,key_22238,optional,key_19939
esco,key_22239,essential,key_19614
esco,key_22239,essential,key_20045
esco,key_22239,essential,key_20297
esco,key_22239,essential,key_19633
esco,key_22239,essential,key_19916
esco,key_22239,essential,key_20024
esco,key_22240,essential,key_20153
esco,key_22240,essential,key_19424
esco,key_22240,essential,key_19933
esco,key_22241,essential,key_19590
esco,key_22241,essential,key_20273
esco,key_22242,essential,key_19642
esco,key_22242,essential,key_19590
esco,key_22242,essential,key_20217
esco,key_22243,essential,key_20261
esco,key_22243,essential,key_20060
esco,key_22243,essential,key_20376
esco,key_22243,optional,key_20119
esco,key_22243,optional,key_20249
esco,key_22243,optional,key_19646
esco,key_22244,essential,key_20241
esco,key_22246,essential,key_20154
esco,key_22246,optional,key_19608
esco,key_22246,optional,key_19959
esco,key_22247,optional,key_19959
esco,key_22248,essential,key_20228
esco,key_22249,essential,key_19458
esco,key_22249,essential,key_20230
esco,key_22249,optional,key_20120
esco,key_22250,essential,key_19886
esco,key_22251,essential,key_20180
esco,key_22251,essential,key_20279
esco,key_22252,essential,key_20098
esco,key_22252,optional,key_20101
esco,key_22253,essential,key_19590
esco,key_22253,essential,key_19636
esco,key_22253,essential,key_20002
esco,key_22254,essential,key_19590
esco,key_22255,essential,key_20287
esco,key_22255,essential,key_19654
esco,key_22255,essential,key_19991
esco,key_22255,optional,key_19429
esco,key_22255,optional,key_19452
esco,key_22255,optional,key_19571
esco,key_22255,optional,key_19653
esco,key_22255,optional,key_19973
esco,key_22255,optional,key_20102
esco,key_22255,optional,key_20106
esco,key_22255,optional,key_20168
esco,key_22255,optional,key_19712
esco,key_22256,essential,key_19830
esco,key_22257,essential,key_19831
esco,key_22257,optional,key_19770
esco,key_22258,essential,key_20386
esco,key_22258,optional,key_19942
esco,key_22258,optional,key_20146
esco,key_22258,optional,key_20409
esco,key_22259,essential,key_19515
esco,key_22259,essential,key_19646
esco,key_22259,essential,key_19843
esco,key_22259,optional,key_19590
esco,key_22259,optional,key_19996
esco,key_22260,essential,key_19642
esco,key_22260,essential,key_19590
esco,key_22260,essential,key_20217
esco,key_22261,essential,key_19860
esco,key_22261,optional,key_19814
esco,key_22261,optional,key_20314
esco,key_22262,essential,key_20056
esco,key_22262,essential,key_19458
esco,key_22262,essential,key_19730
esco,key_22262,essential,key_19868
esco,key_22262,essential,key_20096
esco,key_22263,optional,key_19995
esco,key_22264,optional,key_19599
esco,key_22264,optional,key_19777
esco,key_22264,optional,key_19976
esco,key_22264,optional,key_20377
esco,key_22264,optional,key_19536
esco,key_22264,optional,key_19906
esco,key_22264,optional,key_20217
esco,key_22264,optional,key_20225
esco,key_22265,optional,key_19815
esco,key_22266,essential,key_20386
esco,key_22266,optional,key_19904
esco,key_22266,optional,key_19451
esco,key_22266,optional,key_19865
esco,key_22266,optional,key_19942
esco,key_22267,optional,key_20046
esco,key_22268,essential,key_19840
esco,key_22268,essential,key_20282
esco,key_22268,essential,key_19633
esco,key_22268,essential,key_19916
esco,key_22268,essential,key_19932
esco,key_22268,essential,key_20024
esco,key_22268,essential,key_20175
esco,key_22268,essential,key_20247
esco,key_22269,essential,key_19758
esco,key_22269,essential,key_19851
esco,key_22269,essential,key_20386
esco,key_22269,optional,key_19741
esco,key_22271,essential,key_19678
esco,key_22271,essential,key_20164
esco,key_22271,essential,key_19813
esco,key_22272,essential,key_19894
esco,key_22272,essential,key_19459
esco,key_22272,essential,key_19492
esco,key_22272,essential,key_19920
esco,key_22272,essential,key_20122
esco,key_22273,essential,key_20131
esco,key_22273,essential,key_20314
esco,key_22273,optional,key_20018
esco,key_22274,essential,key_19516
esco,key_22274,essential,key_19590
esco,key_22274,essential,key_20273
esco,key_22274,optional,key_20365
esco,key_22275,optional,key_20016
esco,key_22275,optional,key_19594
esco,key_22276,optional,key_19664
esco,key_22277,essential,key_19781
esco,key_22279,essential,key_20273
esco,key_22279,optional,key_19797
esco,key_22279,optional,key_19830
esco,key_22280,essential,key_20083
esco,key_22280,optional,key_20399
esco,key_22281,essential,key_19451
esco,key_22281,essential,key_19865
esco,key_22281,essential,key_20135
esco,key_22282,optional,key_19474
esco,key_22282,optional,key_19939
esco,key_22282,optional,key_20154
esco,key_22283,essential,key_19642
esco,key_22283,essential,key_19590
esco,key_22283,essential,key_19907
esco,key_22283,essential,key_20217
esco,key_22283,essential,key_20222
esco,key_22284,essential,key_19979
esco,key_22285,essential,key_19848
esco,key_22285,essential,key_20154
esco,key_22285,optional,key_19466
esco,key_22286,essential,key_20153
esco,key_22286,essential,key_19424
esco,key_22286,essential,key_19933
esco,key_22287,essential,key_19515
