"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE"
"escooccupation","key_22121","optional","key_19891","",""
"escooccupation","key_22122","optional","key_19860","",""
"escooccupation","key_22123","optional","key_20022","",""
"escooccupation","key_22123","optional","key_20195","",""
"escooccupation","key_22124","essential","key_20386","",""
"escooccupation","key_22124","optional","key_19451","",""
"escooccupation","key_22124","optional","key_19865","",""
"escooccupation","key_22124","optional","key_19942","",""
"escooccupation","key_22126","essential","key_19847","",""
"escooccupation","key_22126","optional","key_20228","",""
"escooccupation","key_22127","optional","key_20016","",""
"escooccupation","key_22128","essential","key_19772","",""
"escooccupation","key_22128","optional","key_19960","",""
"escooccupation","key_22129","essential","key_20359","",""
"escooccupation","key_22129","essential","key_19590","",""
"escooccupation","key_22129","essential","key_19934","",""
"escooccupation","key_22129","optional","key_19465","",""
"escooccupation","key_22129","optional","key_19910","",""
"escooccupation","key_22130","essential","key_20156","",""
"escooccupation","key_22130","essential","key_20101","",""
"escooccupation","key_22130","essential","key_20217","",""
"escooccupation","key_22130","optional","key_19452","",""
"escooccupation","key_22130","optional","key_19943","",""
"escooccupation","key_22130","optional","key_19973","",""
"escooccupation","key_22130","optional","key_19590","",""
"escooccupation","key_22130","optional","key_19646","",""
"escooccupation","key_22131","essential","key_19827","",""
"escooccupation","key_22131","essential","key_19959","",""
"escooccupation","key_22131","optional","key_19660","",""
"escooccupation","key_22131","optional","key_20314","",""
"escooccupation","key_22132","essential","key_19959","",""
"escooccupation","key_22132","optional","key_20179","",""
"escooccupation","key_22133","essential","key_19824","",""
"escooccupation","key_22133","essential","key_20304","",""
"escooccupation","key_22133","optional","key_19681","",""
"escooccupation","key_22134","optional","key_19616","",""
"escooccupation","key_22134","optional","key_20231","",""
"escooccupation","key_22135","essential","key_20228","",""
"escooccupation","key_22136","essential","key_19620","",""
"escooccupation","key_22137","essential","key_20417","",""
"escooccupation","key_22137","essential","key_19590","",""
"escooccupation","key_22137","essential","key_19646","",""
"escooccupation","key_22137","optional","key_19516","",""
"escooccupation","key_22138","essential","key_19800","",""
"escooccupation","key_22138","optional","key_19907","",""
"escooccupation","key_22139","essential","key_19817","",""
"escooccupation","key_22139","optional","key_19983","",""
"escooccupation","key_22140","essential","key_19758","",""
"escooccupation","key_22140","essential","key_20386","",""
"escooccupation","key_22140","optional","key_19741","",""
"escooccupation","key_22141","essential","key_19971","",""
"escooccupation","key_22141","essential","key_20224","",""
"escooccupation","key_22141","optional","key_20217","",""
"escooccupation","key_22142","essential","key_20355","",""
"escooccupation","key_22143","essential","key_19642","",""
"escooccupation","key_22143","essential","key_19590","",""
"escooccupation","key_22143","essential","key_20217","",""
"escooccupation","key_22144","essential","key_20203","",""
"escooccupation","key_22144","essential","key_19865","",""
"escooccupation","key_22144","essential","key_20125","",""
"escooccupation","key_22144","essential","key_20139","",""
"escooccupation","key_22144","essential","key_20169","",""
"escooccupation","key_22144","optional","key_19451","",""
"escooccupation","key_22144","optional","key_19646","",""
"escooccupation","key_22144","optional","key_20154","",""
"escooccupation","key_22145","essential","key_19566","",""
"escooccupation","key_22145","essential","key_19590","",""
"escooccupation","key_22145","optional","key_19995","",""
"escooccupation","key_22146","essential","key_19600","",""
"escooccupation","key_22146","essential","key_19520","",""
"escooccupation","key_22146","essential","key_19654","",""
"escooccupation","key_22146","essential","key_19843","",""
"escooccupation","key_22146","essential","key_19959","",""
"escooccupation","key_22146","optional","key_19646","",""
"escooccupation","key_22147","essential","key_19914","",""
"escooccupation","key_22148","essential","key_19960","",""
"escooccupation","key_22148","optional","key_19516","",""
"escooccupation","key_22148","optional","key_20101","",""
"escooccupation","key_22149","essential","key_19531","",""
"escooccupation","key_22149","essential","key_20035","",""
"escooccupation","key_22149","optional","key_19943","",""
"escooccupation","key_22149","optional","key_20002","",""
"escooccupation","key_22150","essential","key_19646","",""
"escooccupation","key_22150","essential","key_20032","",""
"escooccupation","key_22150","optional","key_20332","",""
"escooccupation","key_22150","optional","key_19991","",""
"escooccupation","key_22151","essential","key_20279","",""
"escooccupation","key_22151","optional","key_19871","",""
"escooccupation","key_22152","essential","key_19834","",""
"escooccupation","key_22152","optional","key_19833","",""
"escooccupation","key_22152","optional","key_19624","",""
"escooccupation","key_22153","essential","key_20273","",""
"escooccupation","key_22155","essential","key_20386","",""
"escooccupation","key_22155","essential","key_20409","",""
"escooccupation","key_22155","optional","key_19942","",""
"escooccupation","key_22155","optional","key_20234","",""
"escooccupation","key_22157","essential","key_19614","",""
"escooccupation","key_22157","essential","key_19633","",""
"escooccupation","key_22157","essential","key_19916","",""
"escooccupation","key_22157","essential","key_20024","",""
"escooccupation","key_22157","essential","key_20291","",""
"escooccupation","key_22157","optional","key_20042","",""
"escooccupation","key_22159","essential","key_19600","",""
"escooccupation","key_22159","essential","key_20417","",""
"escooccupation","key_22159","essential","key_20188","",""
"escooccupation","key_22160","essential","key_19627","",""
"escooccupation","key_22160","essential","key_20015","",""
"escooccupation","key_22160","optional","key_19531","",""
"escooccupation","key_22160","optional","key_19605","",""
"escooccupation","key_22161","essential","key_19834","",""
"escooccupation","key_22161","optional","key_19777","",""
"escooccupation","key_22161","optional","key_20049","",""
"escooccupation","key_22161","optional","key_20251","",""
"escooccupation","key_22162","essential","key_19652","",""
"escooccupation","key_22162","essential","key_19933","",""
"escooccupation","key_22162","essential","key_20232","",""
"escooccupation","key_22162","optional","key_19758","",""
"escooccupation","key_22162","optional","key_19948","",""
"escooccupation","key_22163","essential","key_19512","",""
"escooccupation","key_22163","essential","key_19590","",""
"escooccupation","key_22163","essential","key_19830","",""
"escooccupation","key_22163","optional","key_19508","",""
"escooccupation","key_22164","essential","key_19600","",""
"escooccupation","key_22164","essential","key_19943","",""
"escooccupation","key_22164","essential","key_19515","",""
"escooccupation","key_22164","essential","key_19991","",""
"escooccupation","key_22164","essential","key_19996","",""
"escooccupation","key_22164","essential","key_20159","",""
"escooccupation","key_22164","optional","key_19429","",""
"escooccupation","key_22164","optional","key_19571","",""
"escooccupation","key_22164","optional","key_19653","",""
"escooccupation","key_22164","optional","key_19973","",""
"escooccupation","key_22164","optional","key_20102","",""
"escooccupation","key_22164","optional","key_20106","",""
"escooccupation","key_22164","optional","key_20168","",""
"escooccupation","key_22164","optional","key_19520","",""
"escooccupation","key_22165","essential","key_20045","",""
"escooccupation","key_22165","essential","key_19633","",""
"escooccupation","key_22165","essential","key_19916","",""
"escooccupation","key_22165","essential","key_20024","",""
"escooccupation","key_22166","essential","key_19458","",""
"escooccupation","key_22166","essential","key_20002","",""
"escooccupation","key_22166","essential","key_20154","",""
"escooccupation","key_22167","essential","key_20417","",""
"escooccupation","key_22167","essential","key_19646","",""
"escooccupation","key_22167","essential","key_19760","",""
"escooccupation","key_22167","essential","key_20003","",""
"escooccupation","key_22168","optional","key_19449","",""
"escooccupation","key_22168","optional","key_19535","",""
"escooccupation","key_22168","optional","key_20224","",""
"escooccupation","key_22169","essential","key_20363","",""
"escooccupation","key_22169","optional","key_19936","",""
"escooccupation","key_22169","optional","key_20114","",""
"escooccupation","key_22169","optional","key_20190","",""
"escooccupation","key_22170","essential","key_20049","",""
"escooccupation","key_22170","optional","key_19536","",""
"escooccupation","key_22170","optional","key_20154","",""
"escooccupation","key_22171","optional","key_19535","",""
"escooccupation","key_22171","optional","key_19988","",""
"escooccupation","key_22172","essential","key_19588","",""
"escooccupation","key_22172","essential","key_19694","",""
"escooccupation","key_22173","essential","key_20135","",""
"escooccupation","key_22173","optional","key_20188","",""
"escooccupation","key_22174","essential","key_20279","",""
"escooccupation","key_22179","essential","key_20056","",""
"escooccupation","key_22179","essential","key_19458","",""
"escooccupation","key_22179","essential","key_19730","",""
"escooccupation","key_22179","essential","key_20096","",""
"escooccupation","key_22180","essential","key_20154","",""
"escooccupation","key_22180","optional","key_19667","",""
"escooccupation","key_22180","optional","key_20242","",""
"escooccupation","key_22181","essential","key_20241","",""
"escooccupation","key_22182","essential","key_19853","",""
"escooccupation","key_22182","optional","key_19531","",""
"escooccupation","key_22182","optional","key_20077","",""
"escooccupation","key_22183","essential","key_19658","",""
"escooccupation","key_22183","optional","key_19594","",""
"escooccupation","key_22184","optional","key_19784","",""
"escooccupation","key_22184","optional","key_20216","",""
"escooccupation","key_22185","essential","key_20153","",""
"escooccupation","key_22185","essential","key_19424","",""
"escooccupation","key_22185","essential","key_19933","",""
"escooccupation","key_22186","essential","key_20386","",""
"escooccupation","key_22186","essential","key_20409","",""
"escooccupation","key_22187","essential","key_20279","",""
"escooccupation","key_22189","essential","key_20088","",""
"escooccupation","key_22190","essential","key_19642","",""
"escooccupation","key_22190","essential","key_19590","",""
"escooccupation","key_22190","essential","key_19907","",""
"escooccupation","key_22190","essential","key_20217","",""
"escooccupation","key_22190","essential","key_20222","",""
"escooccupation","key_22191","essential","key_20386","",""
"escooccupation","key_22192","optional","key_20372","",""
"escooccupation","key_22193","essential","key_19545","",""
"escooccupation","key_22193","optional","key_19646","",""
"escooccupation","key_22194","essential","key_19830","",""
"escooccupation","key_22194","essential","key_20273","",""
"escooccupation","key_22194","optional","key_19667","",""
"escooccupation","key_22195","essential","key_20153","",""
"escooccupation","key_22195","essential","key_20282","",""
"escooccupation","key_22195","essential","key_19424","",""
"escooccupation","key_22195","essential","key_19933","",""
"escooccupation","key_22195","essential","key_20386","",""
"escooccupation","key_22195","optional","key_19451","",""
"escooccupation","key_22195","optional","key_19865","",""
"escooccupation","key_22195","optional","key_19942","",""
"escooccupation","key_22196","essential","key_19945","",""
"escooccupation","key_22196","essential","key_20389","",""
"escooccupation","key_22197","essential","key_19690","",""
"escooccupation","key_22197","essential","key_19920","",""
"escooccupation","key_22198","optional","key_19614","",""
"escooccupation","key_22198","optional","key_19620","",""
"escooccupation","key_22198","optional","key_19633","",""
"escooccupation","key_22200","essential","key_20279","",""
"escooccupation","key_22200","optional","key_19473","",""
"escooccupation","key_22200","optional","key_19871","",""
"escooccupation","key_22201","essential","key_20160","",""
"escooccupation","key_22202","essential","key_20354","",""
"escooccupation","key_22202","essential","key_19451","",""
"escooccupation","key_22202","essential","key_19865","",""
"escooccupation","key_22202","essential","key_20125","",""
"escooccupation","key_22202","optional","key_19429","",""
"escooccupation","key_22202","optional","key_19571","",""
"escooccupation","key_22202","optional","key_19653","",""
"escooccupation","key_22202","optional","key_20102","",""
"escooccupation","key_22202","optional","key_20106","",""
"escooccupation","key_22202","optional","key_20168","",""
"escooccupation","key_22202","optional","key_19646","",""
"escooccupation","key_22202","optional","key_20154","",""
"escooccupation","key_22203","essential","key_20144","",""
"escooccupation","key_22204","essential","key_19937","",""
"escooccupation","key_22204","essential","key_19462","",""
"escooccupation","key_22204","essential","key_19483","",""
"escooccupation","key_22204","essential","key_19552","",""
"escooccupation","key_22204","essential","key_19774","",""
"escooccupation","key_22204","optional","key_20171","",""
"escooccupation","key_22205","essential","key_20122","",""
"escooccupation","key_22206","optional","key_20282","",""
"escooccupation","key_22207","essential","key_19673","",""
"escooccupation","key_22207","essential","key_20173","",""
"escooccupation","key_22207","essential","key_20191","",""
"escooccupation","key_22208","essential","key_20355","",""
"escooccupation","key_22209","essential","key_19959","",""
"escooccupation","key_22209","optional","key_19531","",""
"escooccupation","key_22209","optional","key_19853","",""
"escooccupation","key_22210","essential","key_20049","",""
"escooccupation","key_22210","essential","key_20154","",""
"escooccupation","key_22211","essential","key_20279","",""
"escooccupation","key_22211","essential","key_20351","",""
"escooccupation","key_22212","essential","key_19510","",""
"escooccupation","key_22212","essential","key_19947","",""
"escooccupation","key_22212","essential","key_20170","",""
"escooccupation","key_22212","optional","key_20374","",""
"escooccupation","key_22213","essential","key_19824","",""
"escooccupation","key_22214","optional","key_20016","",""
"escooccupation","key_22215","essential","key_20295","",""
"escooccupation","key_22215","optional","key_19590","",""
"escooccupation","key_22216","essential","key_20417","",""
"escooccupation","key_22216","essential","key_19590","",""
"escooccupation","key_22216","essential","key_19646","",""
"escooccupation","key_22216","optional","key_19516","",""
"escooccupation","key_22217","essential","key_19791","",""
"escooccupation","key_22218","essential","key_19827","",""
"escooccupation","key_22218","essential","key_19727","",""
"escooccupation","key_22218","essential","key_19964","",""
"escooccupation","key_22218","optional","key_19574","",""
"escooccupation","key_22218","optional","key_19967","",""
"escooccupation","key_22218","optional","key_20080","",""
"escooccupation","key_22219","essential","key_20386","",""
"escooccupation","key_22219","essential","key_20409","",""
"escooccupation","key_22219","optional","key_19595","",""
"escooccupation","key_22219","optional","key_20025","",""
"escooccupation","key_22220","essential","key_19596","",""
"escooccupation","key_22221","optional","key_20203","",""
"escooccupation","key_22221","optional","key_19552","",""
"escooccupation","key_22222","essential","key_20197","",""
"escooccupation","key_22222","essential","key_20154","",""
"escooccupation","key_22222","essential","key_20180","",""
"escooccupation","key_22222","optional","key_19438","",""
"escooccupation","key_22222","optional","key_20303","",""
"escooccupation","key_22223","essential","key_19886","",""
"escooccupation","key_22223","essential","key_19959","",""
"escooccupation","key_22223","essential","key_20361","",""
"escooccupation","key_22223","optional","key_20217","",""
"escooccupation","key_22223","optional","key_20224","",""
"escooccupation","key_22224","optional","key_19664","",""
"escooccupation","key_22225","optional","key_20045","",""
"escooccupation","key_22226","essential","key_20066","",""
"escooccupation","key_22226","essential","key_20403","",""
"escooccupation","key_22226","optional","key_19649","",""
"escooccupation","key_22226","optional","key_19797","",""
"escooccupation","key_22227","optional","key_20021","",""
"escooccupation","key_22227","optional","key_20377","",""
"escooccupation","key_22227","optional","key_19536","",""
"escooccupation","key_22228","essential","key_19886","",""
"escooccupation","key_22228","essential","key_19551","",""
"escooccupation","key_22228","essential","key_19816","",""
"escooccupation","key_22229","essential","key_20407","",""
"escooccupation","key_22229","optional","key_19960","",""
"escooccupation","key_22229","optional","key_20377","",""
"escooccupation","key_22229","optional","key_19857","",""
"escooccupation","key_22230","optional","key_20319","",""
"escooccupation","key_22231","essential","key_19556","",""
"escooccupation","key_22231","essential","key_19721","",""
"escooccupation","key_22231","essential","key_20204","",""
"escooccupation","key_22231","optional","key_19651","",""
"escooccupation","key_22231","optional","key_19665","",""
"escooccupation","key_22231","optional","key_19734","",""
"escooccupation","key_22231","optional","key_20154","",""
"escooccupation","key_22232","essential","key_20408","",""
"escooccupation","key_22232","optional","key_19667","",""
"escooccupation","key_22233","essential","key_20034","",""
"escooccupation","key_22233","optional","key_20045","",""
"escooccupation","key_22233","optional","key_20172","",""
"escooccupation","key_22233","optional","key_20216","",""
"escooccupation","key_22237","essential","key_20122","",""
"escooccupation","key_22237","optional","key_19664","",""
"escooccupation","key_22238","essential","key_19474","",""
"escooccupation","key_22238","essential","key_19615","",""
"escooccupation","key_22238","essential","key_19946","",""
"escooccupation","key_22238","essential","key_20088","",""
"escooccupation","key_22238","essential","key_20402","",""
"escooccupation","key_22238","optional","key_19939","",""
"escooccupation","key_22239","essential","key_19614","",""
"escooccupation","key_22239","essential","key_20045","",""
"escooccupation","key_22239","essential","key_20297","",""
"escooccupation","key_22239","essential","key_19633","",""
"escooccupation","key_22239","essential","key_19916","",""
"escooccupation","key_22239","essential","key_20024","",""
"escooccupation","key_22240","essential","key_20153","",""
"escooccupation","key_22240","essential","key_19424","",""
"escooccupation","key_22240","essential","key_19933","",""
"escooccupation","key_22241","essential","key_19590","",""
"escooccupation","key_22241","essential","key_20273","",""
"escooccupation","key_22242","essential","key_19642","",""
"escooccupation","key_22242","essential","key_19590","",""
"escooccupation","key_22242","essential","key_20217","",""
"escooccupation","key_22243","essential","key_20261","",""
"escooccupation","key_22243","essential","key_20060","",""
"escooccupation","key_22243","essential","key_20376","",""
"escooccupation","key_22243","optional","key_20119","",""
"escooccupation","key_22243","optional","key_20249","",""
"escooccupation","key_22243","optional","key_19646","",""
"escooccupation","key_22244","essential","key_20241","",""
"escooccupation","key_22246","essential","key_20154","",""
"escooccupation","key_22246","optional","key_19608","",""
"escooccupation","key_22246","optional","key_19959","",""
"escooccupation","key_22247","optional","key_19959","",""
"escooccupation","key_22248","essential","key_20228","",""
"escooccupation","key_22249","essential","key_19458","",""
"escooccupation","key_22249","essential","key_20230","",""
"escooccupation","key_22249","optional","key_20120","",""
"escooccupation","key_22250","essential","key_19886","",""
"escooccupation","key_22251","essential","key_20180","",""
"escooccupation","key_22251","essential","key_20279","",""
"escooccupation","key_22252","essential","key_20098","",""
"escooccupation","key_22252","optional","key_20101","",""
"escooccupation","key_22253","essential","key_19590","",""
"escooccupation","key_22253","essential","key_19636","",""
"escooccupation","key_22253","essential","key_20002","",""
"escooccupation","key_22254","essential","key_19590","",""
"escooccupation","key_22255","essential","key_20287","",""
"escooccupation","key_22255","essential","key_19654","",""
"escooccupation","key_22255","essential","key_19991","",""
"escooccupation","key_22255","optional","key_19429","",""
"escooccupation","key_22255","optional","key_19452","",""
"escooccupation","key_22255","optional","key_19571","",""
"escooccupation","key_22255","optional","key_19653","",""
"escooccupation","key_22255","optional","key_19973","",""
"escooccupation","key_22255","optional","key_20102","",""
"escooccupation","key_22255","optional","key_20106","",""
"escooccupation","key_22255","optional","key_20168","",""
"escooccupation","key_22255","optional","key_19712","",""
"escooccupation","key_22256","essential","key_19830","",""
"escooccupation","key_22257","essential","key_19831","",""
"escooccupation","key_22257","optional","key_19770","",""
"escooccupation","key_22258","essential","key_20386","",""
"escooccupation","key_22258","optional","key_19942","",""
"escooccupation","key_22258","optional","key_20146","",""
"escooccupation","key_22258","optional","key_20409","",""
"escooccupation","key_22259","essential","key_19515","",""
"escooccupation","key_22259","essential","key_19646","",""
"escooccupation","key_22259","essential","key_19843","",""
"escooccupation","key_22259","optional","key_19590","",""
"escooccupation","key_22259","optional","key_19996","",""
"escooccupation","key_22260","essential","key_19642","",""
"escooccupation","key_22260","essential","key_19590","",""
"escooccupation","key_22260","essential","key_20217","",""
"escooccupation","key_22261","essential","key_19860","",""
"escooccupation","key_22261","optional","key_19814","",""
"escooccupation","key_22261","optional","key_20314","",""
"escooccupation","key_22262","essential","key_20056","",""
"escooccupation","key_22262","essential","key_19458","",""
"escooccupation","key_22262","essential","key_19730","",""
"escooccupation","key_22262","essential","key_19868","",""
"escooccupation","key_22262","essential","key_20096","",""
"escooccupation","key_22263","optional","key_19995","",""
"escooccupation","key_22264","optional","key_19599","",""
"escooccupation","key_22264","optional","key_19777","",""
"escooccupation","key_22264","optional","key_19976","",""
"escooccupation","key_22264","optional","key_20377","",""
"escooccupation","key_22264","optional","key_19536","",""
"escooccupation","key_22264","optional","key_19906","",""
"escooccupation","key_22264","optional","key_20217","",""
"escooccupation","key_22264","optional","key_20225","",""
"escooccupation","key_22265","optional","key_19815","",""
"escooccupation","key_22266","essential","key_20386","",""
"escooccupation","key_22266","optional","key_19904","",""
"escooccupation","key_22266","optional","key_19451","",""
"escooccupation","key_22266","optional","key_19865","",""
"escooccupation","key_22266","optional","key_19942","",""
"escooccupation","key_22267","optional","key_20046","",""
"escooccupation","key_22268","essential","key_19840","",""
"escooccupation","key_22268","essential","key_20282","",""
"escooccupation","key_22268","essential","key_19633","",""
"escooccupation","key_22268","essential","key_19916","",""
"escooccupation","key_22268","essential","key_19932","",""
"escooccupation","key_22268","essential","key_20024","",""
"escooccupation","key_22268","essential","key_20175","",""
"escooccupation","key_22268","essential","key_20247","",""
"escooccupation","key_22269","essential","key_19758","",""
"escooccupation","key_22269","essential","key_19851","",""
"escooccupation","key_22269","essential","key_20386","",""
"escooccupation","key_22269","optional","key_19741","",""
"escooccupation","key_22271","essential","key_19678","",""
"escooccupation","key_22271","essential","key_20164","",""
"escooccupation","key_22271","essential","key_19813","",""
"escooccupation","key_22272","essential","key_19894","",""
"escooccupation","key_22272","essential","key_19459","",""
"escooccupation","key_22272","essential","key_19492","",""
"escooccupation","key_22272","essential","key_19920","",""
"escooccupation","key_22272","essential","key_20122","",""
"escooccupation","key_22273","essential","key_20131","",""
"escooccupation","key_22273","essential","key_20314","",""
"escooccupation","key_22273","optional","key_20018","",""
"escooccupation","key_22274","essential","key_19516","",""
"escooccupation","key_22274","essential","key_19590","",""
"escooccupation","key_22274","essential","key_20273","",""
"escooccupation","key_22274","optional","key_20365","",""
"escooccupation","key_22275","optional","key_20016","",""
"escooccupation","key_22275","optional","key_19594","",""
"escooccupation","key_22276","optional","key_19664","",""
"escooccupation","key_22277","essential","key_19781","",""
"escooccupation","key_22279","essential","key_20273","",""
"escooccupation","key_22279","optional","key_19797","",""
"escooccupation","key_22279","optional","key_19830","",""
"escooccupation","key_22280","essential","key_20083","",""
"escooccupation","key_22280","optional","key_20399","",""
"escooccupation","key_22281","essential","key_19451","",""
"escooccupation","key_22281","essential","key_19865","",""
"escooccupation","key_22281","essential","key_20135","",""
"escooccupation","key_22282","optional","key_19474","",""
"escooccupation","key_22282","optional","key_19939","",""
"escooccupation","key_22282","optional","key_20154","",""
"escooccupation","key_22283","essential","key_19642","",""
"escooccupation","key_22283","essential","key_19590","",""
"escooccupation","key_22283","essential","key_19907","",""
"escooccupation","key_22283","essential","key_20217","",""
"escooccupation","key_22283","essential","key_20222","",""
"escooccupation","key_22284","essential","key_19979","",""
"escooccupation","key_22285","essential","key_19848","",""
"escooccupation","key_22285","essential","key_20154","",""
"escooccupation","key_22285","optional","key_19466","",""
"escooccupation","key_22286","essential","key_20153","",""
"escooccupation","key_22286","essential","key_19424","",""
"escooccupation","key_22286","essential","key_19933","",""
"escooccupation","key_22287","essential","key_19515","",""
"escooccupation","key_22287","essential","key_19996","",""
"escooccupation","key_22287","optional","key_19429","",""
"escooccupation","key_22287","optional","key_19571","",""
"escooccupation","key_22287","optional","key_19653","",""
"escooccupation","key_22287","optional","key_20102","",""
"escooccupation","key_22287","optional","key_20106","",""
"escooccupation","key_22287","optional","key_20168","",""
"escooccupation","key_22287","optional","key_19590","",""
"escooccupation","key_22289","essential","key_19458","",""
"escooccupation","key_22289","essential","key_19590","",""
"escooccupation","key_22289","essential","key_20154","",""
"escooccupation","key_22289","optional","key_20179","",""
"escooccupation","key_22290","essential","key_19590","",""
"escooccupation","key_22290","essential","key_20310","",""
"escooccupation","key_22290","optional","key_19778","",""
"escooccupation","key_22290","optional","key_19974","",""
"escooccupation","key_22292","essential","key_20355","",""
"escooccupation","key_22293","essential","key_20386","",""
"escooccupation","key_22293","optional","key_19555","",""
"escooccupation","key_22293","optional","key_20045","",""
"escooccupation","key_22293","optional","key_19451","",""
"escooccupation","key_22293","optional","key_19865","",""
"escooccupation","key_22293","optional","key_19942","",""
"escooccupation","key_22294","essential","key_19658","",""
"escooccupation","key_22294","essential","key_20231","",""
"escooccupation","key_22295","essential","key_19526","",""
"escooccupation","key_22295","essential","key_19532","",""
"escooccupation","key_22295","optional","key_20312","",""
"escooccupation","key_22296","essential","key_19960","",""
"escooccupation","key_22296","essential","key_19451","",""
"escooccupation","key_22296","essential","key_19865","",""
"escooccupation","key_22296","optional","key_20216","",""
"escooccupation","key_22297","optional","key_19646","",""
"escooccupation","key_22298","essential","key_19531","",""
"escooccupation","key_22298","essential","key_19590","",""
"escooccupation","key_22298","essential","key_19691","",""
"escooccupation","key_22298","essential","key_20033","",""
"escooccupation","key_22298","essential","key_20241","",""
"escooccupation","key_22298","essential","key_20380","",""
"escooccupation","key_22298","optional","key_20273","",""
"escooccupation","key_22300","essential","key_20359","",""
"escooccupation","key_22300","optional","key_19590","",""
"escooccupation","key_22300","optional","key_19646","",""
"escooccupation","key_22300","optional","key_19860","",""
"escooccupation","key_22300","optional","key_20034","",""
"escooccupation","key_22301","essential","key_20391","",""
"escooccupation","key_22301","optional","key_20319","",""
"escooccupation","key_22302","essential","key_19642","",""
"escooccupation","key_22302","essential","key_19590","",""
"escooccupation","key_22302","essential","key_19907","",""
"escooccupation","key_22302","essential","key_20217","",""
"escooccupation","key_22302","essential","key_20222","",""
"escooccupation","key_22303","essential","key_19556","",""
"escooccupation","key_22303","essential","key_20204","",""
"escooccupation","key_22303","optional","key_19651","",""
"escooccupation","key_22303","optional","key_19665","",""
"escooccupation","key_22303","optional","key_19734","",""
"escooccupation","key_22303","optional","key_19872","",""
"escooccupation","key_22304","essential","key_19960","",""
"escooccupation","key_22304","essential","key_19860","",""
"escooccupation","key_22305","optional","key_20216","",""
"escooccupation","key_22306","essential","key_19778","",""
"escooccupation","key_22306","essential","key_19784","",""
"escooccupation","key_22306","essential","key_19942","",""
"escooccupation","key_22306","essential","key_20386","",""
"escooccupation","key_22307","essential","key_20154","",""
"escooccupation","key_22307","optional","key_19536","",""
"escooccupation","key_22308","essential","key_19951","",""
"escooccupation","key_22308","essential","key_20157","",""
"escooccupation","key_22308","essential","key_19531","",""
"escooccupation","key_22308","optional","key_19954","",""
"escooccupation","key_22308","optional","key_19959","",""
"escooccupation","key_22308","optional","key_20154","",""
"escooccupation","key_22308","optional","key_20273","",""
"escooccupation","key_22309","essential","key_20386","",""
"escooccupation","key_22309","essential","key_20409","",""
"escooccupation","key_22309","optional","key_20056","",""
"escooccupation","key_22310","essential","key_19983","",""
"escooccupation","key_22310","essential","key_19855","",""
"escooccupation","key_22310","essential","key_20386","",""
"escooccupation","key_22310","optional","key_19451","",""
"escooccupation","key_22310","optional","key_19865","",""
"escooccupation","key_22310","optional","key_19942","",""
"escooccupation","key_22311","essential","key_20359","",""
"escooccupation","key_22311","essential","key_19590","",""
"escooccupation","key_22311","essential","key_19934","",""
"escooccupation","key_22311","optional","key_19465","",""
"escooccupation","key_22311","optional","key_19910","",""
"escooccupation","key_22312","essential","key_20157","",""
"escooccupation","key_22312","essential","key_19603","",""
"escooccupation","key_22312","essential","key_20120","",""
"escooccupation","key_22312","essential","key_20154","",""
"escooccupation","key_22312","optional","key_20230","",""
"escooccupation","key_22313","essential","key_20153","",""
"escooccupation","key_22313","essential","key_19424","",""
"escooccupation","key_22313","essential","key_19933","",""
"escooccupation","key_22315","essential","key_20371","",""
"escooccupation","key_22315","optional","key_19771","",""
"escooccupation","key_22316","essential","key_19917","",""
"escooccupation","key_22316","essential","key_20399","",""
"escooccupation","key_22317","essential","key_20279","",""
"escooccupation","key_22318","optional","key_19546","",""
"escooccupation","key_22318","optional","key_19826","",""
"escooccupation","key_22318","optional","key_20085","",""
"escooccupation","key_22319","essential","key_19578","",""
"escooccupation","key_22319","essential","key_19946","",""
"escooccupation","key_22319","essential","key_20136","",""
"escooccupation","key_22320","essential","key_19947","",""
"escooccupation","key_22320","essential","key_20088","",""
"escooccupation","key_22320","optional","key_20408","",""
"escooccupation","key_22320","optional","key_19742","",""
"escooccupation","key_22321","essential","key_20180","",""
"escooccupation","key_22322","essential","key_19525","",""
"escooccupation","key_22322","essential","key_19564","",""
"escooccupation","key_22322","optional","key_19606","",""
"escooccupation","key_22322","optional","key_19654","",""
"escooccupation","key_22323","essential","key_19871","",""
"escooccupation","key_22323","essential","key_20154","",""
"escooccupation","key_22323","essential","key_20279","",""
"escooccupation","key_22323","essential","key_20322","",""
"escooccupation","key_22324","essential","key_20355","",""
"escooccupation","key_22326","essential","key_19865","",""
"escooccupation","key_22326","optional","key_19909","",""
"escooccupation","key_22326","optional","key_20045","",""
"escooccupation","key_22326","optional","key_20051","",""
"escooccupation","key_22326","optional","key_20253","",""
"escooccupation","key_22326","optional","key_20333","",""
"escooccupation","key_22326","optional","key_20338","",""
"escooccupation","key_22326","optional","key_19451","",""
"escooccupation","key_22326","optional","key_19767","",""
"escooccupation","key_22327","essential","key_19458","",""
"escooccupation","key_22327","essential","key_19988","",""
"escooccupation","key_22327","optional","key_20002","",""
"escooccupation","key_22329","optional","key_20345","",""
"escooccupation","key_22330","essential","key_19926","",""
"escooccupation","key_22330","optional","key_20014","",""
"escooccupation","key_22331","essential","key_19652","",""
"escooccupation","key_22331","essential","key_19933","",""
