"UUIDHistory","NAME","LOCALE","DESCRIPTION","VERSION","RELEASED","RELEASENOTES"
"f203a8c2-1edc-4bec-916c-69f027aa871d
2e00af88-dc74-43e1-a0e0-caed41c95bce","ESCO v1.1.1","","This is the original ESCO v1.1.1(en) that be found at https://esco.ec.europa.eu/en","","",""
