"UUIDHISTORY","NAME","LOCALE","DESCRIPTION","VERSION","RELEASED","RELEASENOTES","CREATEDAT","UPDATEDAT"
"2b2ce2c5-8ad1-47cc-89fa-280dce8f5fd3
c2c4a7c2-e895-4e28-a369-90081859b499
7e245bcb-f564-4bba-9ba3-68184164d250
1ea8093e-819d-4321-bcf6-61d4f6093c82
4ed45ec6-6235-40a3-acec-f65cae78611a
2e00af88-dc74-43e1-a0e0-caed41c95bce","Tabiya Kenya","KE-en","This model builds on [Tabiya (ESCO v1.1.1) v2.0.1](urn:tabiya:model:c2c4a7c2-e895-4e28-a369-90081859b499), with several adjustments for the Kenya labour market.
","","false","","2026-03-27T06:17:12.997Z","2026-03-27T06:17:12.997Z"
