PARENTOBJECTTYPE,PARENTID,CHILDID,CHILDOBJECTTYPE
skillgroup,key_916,key_1203,skillgroup
skillgroup,key_857,key_1204,skillgroup
skillgroup,key_952,key_1205,skillgroup
skillgroup,key_919,key_1206,skillgroup
skillgroup,key_1036,key_1207,skillgroup
skillgroup,key_1140,key_1208,skillgroup
skillgroup,key_857,key_1209,skillgroup
skillgroup,key_1163,key_1210,skillgroup
skillgroup,key_841,key_1211,skillgroup
skillgroup,key_982,key_1212,skillgroup
skillgroup,key_1213,key_1214,skillgroup
skillgroup,key_977,key_1215,skillgroup
skillgroup,key_875,key_1216,skillgroup
skillgroup,key_1218,key_1217,skillgroup
skillgroup,key_846,key_1218,skillgroup
skillgroup,key_1238,key_1219,skillgroup
skillgroup,key_848,key_1220,skillgroup
skillgroup,key_1187,key_1221,skillgroup
skillgroup,key_994,key_1222,skillgroup
skillgroup,key_1163,key_1223,skillgroup
skillgroup,key_1053,key_1224,skillgroup
skillgroup,key_892,key_1225,skillgroup
skillgroup,key_892,key_1226,skillgroup
skillgroup,key_848,key_1227,skillgroup
skillgroup,key_907,key_1228,skillgroup
skillgroup,key_1038,key_1229,skillgroup
skillgroup,key_938,key_1230,skillgroup
skillgroup,key_1138,key_1231,skillgroup
skillgroup,key_1218,key_1232,skillgroup
skillgroup,key_982,key_1233,skillgroup
skillgroup,key_1140,key_1234,skillgroup
skillgroup,key_907,key_1235,skillgroup
skillgroup,key_1218,key_1236,skillgroup
skillgroup,key_962,key_1237,skillgroup
skillgroup,key_846,key_1238,skillgroup
skillgroup,key_1136,key_1239,skillgroup
skillgroup,key_938,key_1240,skillgroup
skillgroup,key_1061,key_1241,skillgroup
skillgroup,key_1116,key_1242,skillgroup
skillgroup,key_903,key_1243,skillgroup
skillgroup,key_1209,key_1244,skillgroup
skillgroup,key_842,key_1245,skillgroup
skillgroup,key_1209,key_1246,skillgroup
skillgroup,key_1091,key_1247,skillgroup
skillgroup,key_1170,key_1248,skillgroup
skillgroup,key_1007,key_1249,skillgroup
skillgroup,key_895,key_1250,skillgroup
skillgroup,key_1028,key_1251,skillgroup
skillgroup,key_879,key_1252,skillgroup
skillgroup,key_1000,key_1253,skillgroup
skillgroup,key_1140,key_1254,skillgroup
skillgroup,key_1223,key_1255,skillgroup
skillgroup,key_848,key_1256,skillgroup
skillgroup,key_979,key_1257,skillgroup
skillgroup,key_846,key_1258,skillgroup
skillgroup,key_1053,key_1259,skillgroup
skillgroup,key_1113,key_1260,skill
skillgroup,key_1063,key_1261,skill
skillgroup,key_1256,key_1262,skill
skillgroup,key_935,key_1263,skill
skillgroup,key_911,key_1264,skill
skillgroup,key_1162,key_1265,skill
skillgroup,key_975,key_1266,skill
skillgroup,key_738,key_1267,skill
skillgroup,key_1084,key_1268,skill
skillgroup,key_1013,key_1269,skill
skillgroup,key_1097,key_1270,skill
skillgroup,key_1156,key_1271,skill
skillgroup,key_1002,key_1272,skill
skillgroup,key_1154,key_1273,skill
skillgroup,key_1253,key_1274,skill
skillgroup,key_1215,key_1275,skill
skillgroup,key_793,key_1276,skill
skillgroup,key_1141,key_1277,skill
skillgroup,key_1134,key_1278,skill
skillgroup,key_944,key_1279,skill
skillgroup,key_1212,key_1281,skill
skillgroup,key_964,key_1282,skill
skillgroup,key_1235,key_1283,skill
skillgroup,key_694,key_1284,skill
skillgroup,key_1177,key_1285,skill
skillgroup,key_1217,key_1286,skill
skillgroup,key_1045,key_1287,skill
skillgroup,key_1017,key_1289,skill
skillgroup,key_738,key_1290,skill
skillgroup,key_796,key_1291,skill
skillgroup,key_757,key_1292,skill
skillgroup,key_912,key_1293,skill
