UUIDHistory,NAME,LOCALE,DESCRIPTION,VERSION,RELEASED,RELEASENOTES
"553fb7f6-2f47-44b9-98f9-17cb245eb780
2e00af88-dc74-43e1-a0e0-caed41c95bce",ESCO v1.1.1,,Il s'agit de l'ESCO v1.1.1 original disponible sur https://esco.ec.europa.eu/fr,,,
