originalSkillUri,originalSkillType,relationType,relatedSkillType,relatedSkillUri
http://data.europa.eu/esco/skill/44e3aac3-d9c4-4d3f-a765-7266fefee47a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/30c6b17a-b6d7-4e67-bd16-5ce87947f9f3
http://data.europa.eu/esco/skill/44e5dcba-0731-493b-848f-a7d2a256ba8e,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/be6eac29-bb46-492d-a511-2438fca420bd
http://data.europa.eu/esco/skill/44e5dcba-0731-493b-848f-a7d2a256ba8e,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/dcb01a4f-720a-480f-b61a-11a1286d56f3
http://data.europa.eu/esco/skill/44fb294c-440e-4c21-af34-9dec75cdf94b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/181621db-002a-4d8d-b9e8-21451e76115f
http://data.europa.eu/esco/skill/44fb294c-440e-4c21-af34-9dec75cdf94b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/81111f18-b0a1-40c8-9934-ad5ed44d5427
http://data.europa.eu/esco/skill/44fb294c-440e-4c21-af34-9dec75cdf94b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/daabdf95-b0ce-4947-889b-429b3be7bd02
http://data.europa.eu/esco/skill/44fea655-139f-445d-aae5-8474fc86307b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a815de2c-cefb-461f-9c55-05f21ae7da8f
http://data.europa.eu/esco/skill/44fea655-139f-445d-aae5-8474fc86307b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d874115e-2668-4619-a0a8-6022feb47aec
http://data.europa.eu/esco/skill/4515f6b6-76e7-4005-9fd8-6db8b84396b3,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3e5c6279-457f-429a-a53a-d27d4d38a10a
http://data.europa.eu/esco/skill/451c8010-7dbb-4f96-b4d4-0955766d9eff,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/74aa00bc-db99-4984-8817-7df2ca954ea1
http://data.europa.eu/esco/skill/45205440-fa65-44e0-a719-e89278dd723a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/63095511-1841-4483-8224-f31a30bcdb85
http://data.europa.eu/esco/skill/45205440-fa65-44e0-a719-e89278dd723a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d
http://data.europa.eu/esco/skill/45205440-fa65-44e0-a719-e89278dd723a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d857c918-6907-4047-bbde-9a217b4474a3
http://data.europa.eu/esco/skill/452c4c68-50d7-42ed-8c4e-b437446637d0,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/bf12b461-1c53-4d81-a395-8ba77f7483c4
http://data.europa.eu/esco/skill/45304537-c7d5-447e-b670-1a68945e3eb2,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/74ad37e3-325b-4ccd-ab2a-04f7696750e8
http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f3c3e51d-f4dc-49a8-8725-2a2d3160446e
http://data.europa.eu/esco/skill/45530616-8275-4a9a-9bf1-3e0df737d199,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c14fb0f4-4672-4363-8a4c-a04a0e2552c9
http://data.europa.eu/esco/skill/455a7133-cf0f-4c74-a91f-fd35c0d25b79,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d88cb3f1-8e02-4618-bf32-4b0488066934
http://data.europa.eu/esco/skill/45692043-db59-4e26-a965-8f2f6189a52b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/63e6742e-5ee7-4008-a17d-0b2079e7fae0
http://data.europa.eu/esco/skill/459dcf33-d897-4aaa-a65d-16286e125c99,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/29d4aaba-99f9-4733-bd74-ad558f2ae3a7
http://data.europa.eu/esco/skill/459dcf33-d897-4aaa-a65d-16286e125c99,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/b40296ac-7c83-468a-b23d-6daccea78806
http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/0b4d52be-fb79-4a6c-8177-799f1214aae5
http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/71a495fe-fd76-4a70-8d77-2ef99c5ce30d
http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/8c3ac8d1-5349-45bb-9006-e073ee3b5d16
http://data.europa.eu/esco/skill/459f76d9-8534-4880-aa23-209179ea5080,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/fcc64184-33d5-4e4a-8d28-0993d5685c39
http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/04455dce-a796-4a1f-bd07-ad42bdbda180
http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea
http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/93f1caa3-df33-4de7-98da-40f5fc30fd52
http://data.europa.eu/esco/skill/45a41064-50af-42d6-875e-e0e43c04dbf1,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/6c2dab43-b56a-4879-ae5f-75ae50e193c3
http://data.europa.eu/esco/skill/45da162b-c721-4282-983a-9c29293a96fc,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d5e53e8c-ea8f-47fb-a715-6edcf3842ca6
http://data.europa.eu/esco/skill/45f0bf36-2410-4041-8b43-9d3b079afe33,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/73c22209-d78f-4847-b213-e48409d704a9
http://data.europa.eu/esco/skill/45fce913-bbf7-4796-a190-4f9f4ac439a4,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/b6e84c79-b9a3-415a-a1af-6149b3fba650
http://data.europa.eu/esco/skill/460135e3-9cf4-4ebd-95f7-01e9f3fb713e,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51
http://data.europa.eu/esco/skill/460e8818-6b57-4187-b60e-1605a7bb5a85,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/63c58fd8-e920-4f37-a6ab-32f86a4aef7a
http://data.europa.eu/esco/skill/460e8818-6b57-4187-b60e-1605a7bb5a85,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f46fb515-8de7-499b-a4d9-74ad7c19906c
http://data.europa.eu/esco/skill/461ff70c-d675-4cae-aa10-24efbbc3a1ce,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/07862bb1-835a-4f14-9245-17717dc550a8
http://data.europa.eu/esco/skill/461ff70c-d675-4cae-aa10-24efbbc3a1ce,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299
http://data.europa.eu/esco/skill/46257638-c7e5-4257-8a96-1df07ec0d51b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a815de2c-cefb-461f-9c55-05f21ae7da8f
http://data.europa.eu/esco/skill/46257638-c7e5-4257-8a96-1df07ec0d51b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/bc28e22e-f1e1-4f60-a9a4-df26c38338dc
http://data.europa.eu/esco/skill/462cff4e-7c7d-4552-b395-4d3dc71edf00,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/13945aaa-3a43-4846-9380-ff076319b1a4
http://data.europa.eu/esco/skill/462cff4e-7c7d-4552-b395-4d3dc71edf00,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/cea50b44-932c-49ac-8511-5efdd8bb38ca
http://data.europa.eu/esco/skill/462cff4e-7c7d-4552-b395-4d3dc71edf00,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/e3b4b533-cc4d-4c70-adb6-128120f40c88
http://data.europa.eu/esco/skill/4646bd22-2067-42d0-a02e-e20ef771b4da,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/2336b108-a59b-4ff0-84c4-d838b4d297bd
http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff
http://data.europa.eu/esco/skill/468e27bb-d5fa-4062-9d22-97e0d7546717,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f8f89b7f-901c-462e-bc6d-f7d2ba68f92e
http://data.europa.eu/esco/skill/46990b9b-746e-481d-a66a-0cac3f07dfac,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666
http://data.europa.eu/esco/skill/46a0e499-b4b2-4d27-8211-fa3a32bfd2f6,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/69c0689f-09dc-45a8-bc8e-4952b19f7df2
http://data.europa.eu/esco/skill/46b391a6-bbd9-4e80-afb0-ad205101af59,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/1236128d-9bb4-4d94-bc1e-40fd14824280
http://data.europa.eu/esco/skill/46c05003-0e8c-46f2-a156-8dd5846fa722,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/cd0b0699-ad62-45f0-b921-deafec22034f
http://data.europa.eu/esco/skill/46cb7282-7fb0-4d3c-b6b8-bfe81fab077e,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/8770350e-746f-4adb-9556-18ca68104be6
http://data.europa.eu/esco/skill/46fbc5cb-e6df-4355-8483-a4ccb819f753,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/38dbdfc4-427e-4fc8-b394-b00ec29dbe3a
http://data.europa.eu/esco/skill/46fbc5cb-e6df-4355-8483-a4ccb819f753,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3ab7c355-94f2-4b07-ab1b-4dcb29745b0e
http://data.europa.eu/esco/skill/46fbc5cb-e6df-4355-8483-a4ccb819f753,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a2f40faa-f101-414c-9258-1b91fb564f10
http://data.europa.eu/esco/skill/46fbc5cb-e6df-4355-8483-a4ccb819f753,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f8bd915e-8424-469f-bab8-e64fc2e4c2dd
http://data.europa.eu/esco/skill/4705b043-8891-4811-872b-359f759c11ee,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a0427808-b57d-41fe-b71c-ee0b620579f6
http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a
http://data.europa.eu/esco/skill/472b8271-2e08-447b-9d00-5db8f236e4a1,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d27b95e8-93c1-4e59-a51c-fafd3126be83
http://data.europa.eu/esco/skill/473a8b64-a05c-4d49-962d-b9d9219950bc,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/cf579543-272b-43c8-b942-555836ae4241
http://data.europa.eu/esco/skill/4746fab4-2cd0-4809-830e-f15aaf163120,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a16e3fc6-c77d-46e3-aa18-c691fed47fd1
http://data.europa.eu/esco/skill/4746fab4-2cd0-4809-830e-f15aaf163120,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c77ac399-de03-4136-9531-023c453006be
http://data.europa.eu/esco/skill/474a346e-fe75-4bbb-ae59-4c64936a68ad,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ee762b34-5a0e-4dc6-b386-5930bb3e3c25
http://data.europa.eu/esco/skill/4767ddd3-7eae-4071-894a-888896bd0992,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/cf2005ee-c788-4283-81d9-b443dfdf2c2e
http://data.europa.eu/esco/skill/477034ef-132e-467a-94af-30d017fefd26,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/fc72d86f-7e69-4bf8-b407-23303a798a0b
http://data.europa.eu/esco/skill/47732e3a-7aff-4323-9a16-e5d2b7cc8643,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d6380f06-1802-4ab0-b076-21894b35f84b
http://data.europa.eu/esco/skill/47830d3d-5172-47f4-82e9-5c3bcc2b0492,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/676fdcdf-c4ae-4bdd-af92-444392b06a31
http://data.europa.eu/esco/skill/47830d3d-5172-47f4-82e9-5c3bcc2b0492,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/94d63e16-396a-4af8-a001-9fa39f7813cb
http://data.europa.eu/esco/skill/47830d3d-5172-47f4-82e9-5c3bcc2b0492,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c51c5fec-84f4-42bd-a5c7-a77766dfe6d4
http://data.europa.eu/esco/skill/47830d3d-5172-47f4-82e9-5c3bcc2b0492,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/cfc925c6-2c75-4571-a4bc-fdd21c0bc5e7
http://data.europa.eu/esco/skill/47830d3d-5172-47f4-82e9-5c3bcc2b0492,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ee01c662-e667-41ed-a082-a7a56b514eaa
http://data.europa.eu/esco/skill/478e5c9d-c6c2-45a7-90b4-97ec2c736ac0,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a117f32c-662b-4dd9-b739-1230dd04cb60
http://data.europa.eu/esco/skill/478e8a68-eda7-4c1a-9fc3-32ef14c7d40a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/27e8f919-3ae1-42fc-b1e0-7d8f9ed972a7
http://data.europa.eu/esco/skill/478e8a68-eda7-4c1a-9fc3-32ef14c7d40a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3e56a2b6-6316-4de9-9a56-e5f87359ca72
http://data.europa.eu/esco/skill/478e8a68-eda7-4c1a-9fc3-32ef14c7d40a,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f35fa66a-32bd-4be2-be62-786ba5ade441
http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/932e60c4-118a-4280-8e49-38a16a0c73d0
http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f
http://data.europa.eu/esco/skill/47ba3c04-2039-42d1-be10-d6325fdfafad,skill/competence,optional,skill/competence,http://data.europa.eu/esco/skill/e6997730-8587-498c-bf38-0f25905cda39
http://data.europa.eu/esco/skill/47bff4b6-0152-46e0-b20a-48cc78e4ba46,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3f4e4eab-a8e0-4aed-b8bb-79afe7c890e3
http://data.europa.eu/esco/skill/47bff4b6-0152-46e0-b20a-48cc78e4ba46,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/41235c52-558f-4f94-9f14-dc69154e5081
http://data.europa.eu/esco/skill/47bff4b6-0152-46e0-b20a-48cc78e4ba46,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/b1c7c4c6-f3cb-4fb2-958c-236385b2782a
http://data.europa.eu/esco/skill/47bff4b6-0152-46e0-b20a-48cc78e4ba46,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/fa46ff13-5ad7-4a11-85d6-4b0614e411de
http://data.europa.eu/esco/skill/47c4d64e-f1f0-4e38-aed5-962bd8008f5b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c7993a51-7fd5-46e4-83c7-51f107588af2
http://data.europa.eu/esco/skill/47d46a55-cfe2-4f6c-b1b2-c9a462b798c4,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/dbf4392b-820c-447a-93a1-29d38dcdd441
http://data.europa.eu/esco/skill/47e706a7-81dc-4dc4-9438-22d475b962f8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299
http://data.europa.eu/esco/skill/47e706a7-81dc-4dc4-9438-22d475b962f8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ea3f280c-ec1c-41dd-910a-1ae3c3d0eeb6
http://data.europa.eu/esco/skill/48061897-4cde-41b6-abee-1ec9fe421b55,skill/competence,essential,skill/competence,http://data.europa.eu/esco/skill/f5a2523e-8b1f-4541-b9e8-cd27e2d9cd7b
http://data.europa.eu/esco/skill/48061897-4cde-41b6-abee-1ec9fe421b55,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/81c19090-1585-42e9-9b8a-ac17bad0319e
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/e6b8f934-7f35-4dc6-9a64-f6c43acdc00b
http://data.europa.eu/esco/skill/4854595e-b2bb-4013-89ca-45d790d00ce6,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/1536a96f-9dab-4386-85e7-29f2a2edef9e
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3b4cd1d5-7651-4fe7-a202-8ec672f1b4c7
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/71581d4b-65e2-4d60-af92-50f07ae39e9c
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/98d7a8fd-62a7-45eb-acfb-84531967bc5d
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c955d9ba-45c5-421e-bc11-c05d67c56202
http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a,knowledge,essential,knowledge,http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8
http://data.europa.eu/esco/skill/486e0580-470f-42a2-bd6d-ec940c239a9b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/71a495fe-fd76-4a70-8d77-2ef99c5ce30d
http://data.europa.eu/esco/skill/4873958e-12a4-4f3b-ab06-fb00652601c4,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/2aff15fb-1c24-42b5-89ca-17696df25370
http://data.europa.eu/esco/skill/4873958e-12a4-4f3b-ab06-fb00652601c4,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/7e9b4242-2be7-4b9e-8ca0-46d5cedd3cb9
http://data.europa.eu/esco/skill/4873958e-12a4-4f3b-ab06-fb00652601c4,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/fb8464e3-949e-4cc0-b50b-be7cf9c3e250
http://data.europa.eu/esco/skill/487fd260-be20-4980-a8e4-b819f0b549f1,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4
http://data.europa.eu/esco/skill/488d5779-aaed-4a94-b56c-bacc4becd6cb,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/07862bb1-835a-4f14-9245-17717dc550a8
http://data.europa.eu/esco/skill/488d5779-aaed-4a94-b56c-bacc4becd6cb,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/b8931778-5f34-41a3-8200-b52357f70e74
http://data.europa.eu/esco/skill/48aae178-15ab-4440-8491-63f5f865aa03,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/00eefa32-9f77-4500-abe9-20afc7924a9d
http://data.europa.eu/esco/skill/48aae178-15ab-4440-8491-63f5f865aa03,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/05caf274-8edf-42d9-8de3-c350f6e3c703
http://data.europa.eu/esco/skill/48b138fd-65d9-46f3-b724-ad1bfce379d8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a9bf3699-e0ac-498e-9e9c-7e5a04def6a3
http://data.europa.eu/esco/skill/48ca61e4-9b68-445a-87a0-270472a8fd1d,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/1a4490c8-e98b-49f0-bdc8-78484a978dc0
http://data.europa.eu/esco/skill/48d73e89-b231-4bb4-9f3c-5c900a1e37a1,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/519e801b-3cc4-44d4-bcf1-32fdb9a77e51
http://data.europa.eu/esco/skill/48edcf6a-b225-477e-9cfe-6dc3c4f486a8,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0
http://data.europa.eu/esco/skill/48f9797c-a39e-4a27-a9d1-f4c32cf9c9bf,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/13d96098-2ff0-46b8-b326-b7c0e18cc1f1
http://data.europa.eu/esco/skill/48f9797c-a39e-4a27-a9d1-f4c32cf9c9bf,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/37fd96cf-404a-4fa3-a443-2b5d6858c010
http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636
http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/e591f458-93c4-4cc7-a441-2340545c33f3
http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/377861af-f966-4c87-a2db-7e99904312b9
http://data.europa.eu/esco/skill/49321bf1-b20e-4aa1-a721-67b0ddfcea73,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/1a4490c8-e98b-49f0-bdc8-78484a978dc0
http://data.europa.eu/esco/skill/49321bf1-b20e-4aa1-a721-67b0ddfcea73,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f88d8667-d476-43bb-980f-2dbd01ae00cf
http://data.europa.eu/esco/skill/4938b245-1312-4e8f-adc9-a3ae031e4d70,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f36dff27-a70e-4c23-b2de-e2dffe84adbf
http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/add39442-b8ca-4412-8156-391db53b0c5d
http://data.europa.eu/esco/skill/49708c50-fa54-4384-be24-4ac1ff8dbf64,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/13f56e40-eb4c-41d4-82e4-850f6f356581
http://data.europa.eu/esco/skill/497ac2d8-6a9c-45d1-8149-e7aa2d9e2cff,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f143bbc9-cc9d-4629-87d5-4d747838ddb3
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/d5fd84ba-8200-4b29-8802-857017575b18
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3e71ddfd-fff4-4c8d-a510-a46f4e2edb6b
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/4ddd2c3e-db95-4299-bbc6-f206820ef4c2
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/df958b10-9e1c-4a80-9170-5572a5366e84
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ef539e4d-8907-4a88-b2f7-8f8fa95e3117
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/f4946c16-1dc0-4c56-9bd3-8b9e68a49277
http://data.europa.eu/esco/skill/499abfed-8404-4adc-9c84-922f6d4b9065,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/21001631-9b3b-43d8-8a43-3bd54af4a310
http://data.europa.eu/esco/skill/499abfed-8404-4adc-9c84-922f6d4b9065,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/dcce4783-eab6-4f77-880d-eac877364aae
http://data.europa.eu/esco/skill/499b42b1-6118-41bd-bd1b-13a61844b120,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df
http://data.europa.eu/esco/skill/499b42b1-6118-41bd-bd1b-13a61844b120,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/dbf4392b-820c-447a-93a1-29d38dcdd441
http://data.europa.eu/esco/skill/49af4ea6-4556-47a0-8114-c933951340b5,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/b5b00d74-1425-4dd5-b2d3-f45fb8ef1410
http://data.europa.eu/esco/skill/49ba1b34-ae1a-4a6d-8d66-8f1f029d361d,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/5b671d86-f1fa-4468-947c-374dc6cdf6b8
http://data.europa.eu/esco/skill/49cb8983-5bf8-4022-a1fa-a2e9350bd701,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/bf5b4ec8-330c-4d51-bbbb-fc7ac6b4b2a5
http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/4f6e68b2-85c8-446e-a96d-b306ec7e0091
http://data.europa.eu/esco/skill/49e750a6-e752-4947-9bda-3b3947d670c2,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/469a0364-5a68-46db-882a-4e30ee97aae6
http://data.europa.eu/esco/skill/49f90f22-80b4-438a-a673-7abbbe7c5447,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/48e10631-64c1-4831-8518-a6a992ae0a13
http://data.europa.eu/esco/skill/4a174d2b-c2ab-48f9-b955-aed3a38fc80d,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/fdca2645-4d0d-4537-95d0-00ed70b48988
http://data.europa.eu/esco/skill/4a44a44d-4a9f-4045-ac40-800aa78a6065,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/a1df411f-0ef7-40f4-a53f-453c55b77b9c
http://data.europa.eu/esco/skill/4a5185a7-8e04-4dfa-96bf-f8e7db07bb5d,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/7b969ac9-f085-4afb-a480-c5210fb4da7d
http://data.europa.eu/esco/skill/4aa86bfb-3781-42e3-abb5-0990ac5c7096,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/359b5031-74da-418f-bd97-6f4e66eb9851
http://data.europa.eu/esco/skill/4aa86bfb-3781-42e3-abb5-0990ac5c7096,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/dcce4783-eab6-4f77-880d-eac877364aae
http://data.europa.eu/esco/skill/4aa86bfb-3781-42e3-abb5-0990ac5c7096,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/ea3f280c-ec1c-41dd-910a-1ae3c3d0eeb6
http://data.europa.eu/esco/skill/4ab4aca0-96dd-42bb-bf01-c3e0647fa852,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/fb7b6c08-4952-4017-9f67-d23445d5882d
http://data.europa.eu/esco/skill/4ab4e298-4e35-4e2e-938c-da2c1e11864c,knowledge,optional,knowledge,http://data.europa.eu/esco/skill/3c209873-c757-47bb-91b5-9b6dc05df116
