"ID","ORIGINURI","UUIDHISTORY","CODE","SCOPENOTE","PREFERREDLABEL","ALTLABELS","DESCRIPTION"
"687671b2ebd2bf665349a3b0","http://data.europa.eu/esco/isced-f/00","2a87ceb7-d5d0-4ce8-aba8-6bc8ebf7f926
97d8a56d-e5c2-4145-9e6a-f392a6a1dda4
40759be8-5e4a-4713-8a56-3a0252a82548
69946bbe-9552-4d3f-b58e-b0a61645accc
d4d4e095-b603-4be6-b3b8-4f1330a3f19e","","","generic programmes and qualifications","generic programmes and qualifications","Generic programmes and qualifications are those providing fundamental and personal skills education which cover a broad range of subjects and do not emphasise or specialise in a particular broad or narrow field.
This broad field should not be used as a residual category. Programmes and qualifications with a specific subject emphasis should be classified in broad fields 01 to 10. In particular, education at the tertiary level should only by way of exception be classified here."
"687671b2ebd2bf665349a3b1","http://data.europa.eu/esco/isced-f/000","d992c0b3-1b74-4036-a6cb-52d9a4893494
8cfe9362-2526-43cd-8d3c-6a49f20b2524
225a71b5-9f30-452d-bec6-954218359a9b
c21f3d18-31a1-42e5-af42-f55b5c9b0ad2
ed5520dc-1721-49e4-a8de-fbae36ba7e5e","","","generic programmes and qualifications not further defined","generic programmes and qualifications not further defined",""
"687671b2ebd2bf665349a3b2","http://data.europa.eu/esco/isced-f/0000","636671b8-5a1c-4708-aed1-d9d073824113
b35af741-5f81-41c0-bb6e-5ef72146e7cc
d1301f8d-f05d-4278-8d5f-f8f089f07a3c
5378d440-ca0f-4e4e-b9d4-70efe7c92b15
d679e2f9-ebc4-4c2b-800f-1732ea94c74b","","","generic programmes and qualifications not further defined","generic programmes and qualifications not further defined",""
"687671b2ebd2bf665349a3b3","http://data.europa.eu/esco/isced-f/001","b7dbbd19-daf0-4903-acab-52de671a5de3
15ae29d5-5478-41d6-b9d3-f1b0835f695b
ae494516-47aa-4e55-a01d-d2ce9d903618
32488c4e-39a5-4dc4-95b4-e7a6733e288b
705aa849-cf24-4219-84c6-3f7a90a8c58c","","","basic programmes and qualifications","basic programmes and qualifications",""
"687671b2ebd2bf665349a3b4","http://data.europa.eu/esco/isced-f/0011","df40690c-021d-4836-8e46-13d4f7e1ad3a
21751aeb-29c2-49c9-9784-36fb8b4b00a1
acb4a378-2d92-43f7-b1f2-2fc30256df2f
3cbac60e-3521-4876-aad0-a576af0222c1
b4b07d7c-6ef2-4aae-ae12-f52636da59af","","","basic programmes and qualifications","basic programmes and qualifications","Basic programmes and qualifications are designed to provide participants with fundamental skills in reading, writing and arithmetic along with an elementary understanding of other subjects such as history, geography, natural science, social science, art and music, and in some cases religious instruction. These programmes and qualifications are normally offered at primary and lower secondary levels. Broad, non-specialised programmes at upper secondary level are also classified here even if there is some concentration on, for example, humanities, social science, natural science etc. Vocational programmes and qualifications are included here only by way of exception.
Programmes and qualifications with the following main subject content are classified here:
Basic programmes and qualifications
Broad, generic (non-specialised) programmes and qualifications
General programmes and qualifications with no specific subject emphasis
Programmes and qualifications at primary level

=== Inclusions
Basic programmes and qualifications at upper secondary level (in some countries at lower secondary level) with some emphasis on e.g. humanities, social sciences or natural sciences but still covering other fields of knowledge are included in this detailed field. In some countries such programmes or qualifications are offered on a modular basis and should also be classified here.

=== Exclusions
Programmes that are considered as general in the programme orientation sense (non-vocational) but have a clear emphasis on a detailed, narrow or broad field are excluded from this detailed field and included in one of the broad fields 01-10, depending on the subject covered."
"687671b2ebd2bf665349a3b5","http://data.europa.eu/esco/isced-f/002","a8bdc655-aedb-44a3-8d4b-10d6b950dd94
dcb1ad4b-3ecf-4a1a-8afe-ce5e841028b4
8d527863-992f-431e-8d99-fece30606a73
46a562de-d7bd-4171-8920-0dfe0d9d5bd2
181996d3-f1b8-4c64-81f5-d4029ec35594","","","literacy and numeracy","literacy and numeracy",""
"687671b2ebd2bf665349a3b6","http://data.europa.eu/esco/isced-f/0021","1224fb88-8498-4246-b410-b4bd1a05c192
9db46c4c-03d9-4985-baa8-6a54d3abd0a4
047a9797-e22b-40f0-bd09-9aea7410d372
47699e79-d78d-4f36-8312-8f2dbfd82348
e9d59046-6dc8-4e8e-ba10-46c81807d262","","","literacy and numeracy","literacy and numeracy","Literacy and numeracy are programmes or qualifications arranged mainly for adults, designed to teach fundamental skills in reading, writing and arithmetic. The typical age range of participants can be used to distinguish between detailed field 0011 'Basic programmes and qualifications' and this detailed field.
Programmes and qualifications with the following main content are classified here:
Basic remedial programmes for youth or adults
Literacy
Numeracy"
"687671b2ebd2bf665349a3b7","http://data.europa.eu/esco/isced-f/003","72e96afd-75ff-4781-b46b-6b03f4e715cf
d358bd37-2314-4f0d-ae3c-773c29012ed6
c0830ade-1fac-4108-9e13-a507b967149b
1f75e70d-f92a-403f-a383-88659194852b
386fe5b7-05dc-4bc7-9cc6-f325db7747fd","","","personal skills and development","personal skills and development",""
"687671b2ebd2bf665349a3b8","http://data.europa.eu/esco/isced-f/0031","4b1c110e-459a-4777-a12f-d9a729a56981
40c0c2a3-5e88-4ca1-9c14-9829ab6fd39f
5279aaa9-7064-4557-980f-ce62ba8ea2c2
8af0d02b-18c5-4706-b9af-c1e586e7a308
3643ac30-9091-4606-9623-73c024ed3c8c","","","personal skills and development","personal skills and development","Personal skills are defined by reference to the effects on the individual's capacity (mental, social etc.). This detailed field covers personal skills programmes not included in 0011 'Basic programmes and qualifications' or 0021 'Literacy and numeracy', giving key competencies and transferable skills.
Programmes and qualifications with the following main content are classified here:
Argumentation and presentation
Assertiveness training
Communication skills
Co-operation
Development of behavioural capacities
Development of mental skills
Job-seeking programmes
Parenting courses
Public speaking
Self-esteem skills
Social competence
Time management

=== Inclusions
Education and training in leadership in the context of personal development is included here.
Education and training related to the work place or to work assignments is included in this detailed field if it has more to do with personal development than work development. Personal skills courses can be taught at the workplace, but still be classified here based on their content.
Programmes for people with special needs on how to cope with their daily life are included here

=== Exclusions
Study of leadership in the context of management is excluded from this group and included in detailed field 0413 'Management and administration'."
"687671b2ebd2bf665349a3b9","http://data.europa.eu/esco/isced-f/009","ac40d5ff-0e1b-4160-b9d1-4a9bd49a0799
c8b12388-48cb-4fe5-b8c8-633d2fe4db0e
10357626-9bac-40d0-a9d0-56be7c5e134a
d04da3da-45af-4c8c-8b68-68bd2cfa07e5
0c0e05e2-1de6-436d-9e94-2eb8a96b2102","","","generic programmes and qualifications not elsewhere classified","generic programmes and qualifications not elsewhere classified",""
"687671b2ebd2bf665349a3ba","http://data.europa.eu/esco/isced-f/0099","e98eaa87-064b-4636-a4e3-2398d4a892bc
686eb20e-ff4c-4d6b-8b37-a61acf75fe35
40afd0ea-ebc2-47ff-9f9d-80a48f581da6
b7242a70-a7c5-4974-8664-b764246f3750
53058baa-8baf-4604-a7d1-1e5b5f13ca15","","","generic programmes and qualifications not elsewhere classified","generic programmes and qualifications not elsewhere classified",""
"687671b2ebd2bf665349a3bb","http://data.europa.eu/esco/isced-f/01","f5366ade-4556-46e7-b114-42caa09b9f9f
42d5473d-bc3f-4020-aa2a-38f5f5603c91
c85c1d95-ee21-44e5-b2fc-67e0c2a571fe
7a338b9a-f296-4641-8057-babc83430b13
a29c613c-58c4-43a3-ac90-ca75578f4c28","","","education","education",""
"687671b2ebd2bf665349a3bc","http://data.europa.eu/esco/isced-f/011","a370d449-2f34-4c10-a89a-73a39f3b1f30
b4a56ab6-1476-4149-9888-2b9683d20b9a
f7be4f71-c88d-49b5-b5dc-198a729fc782
b3e1b406-bd4e-4377-b312-95c845e2f4b8
59fa4acd-d66c-4e00-9a29-c484322e3092","","","education","education",""
"687671b2ebd2bf665349a3bd","http://data.europa.eu/esco/isced-f/0110","0a4261b0-f22f-4e6c-90bf-c05a4ccf6d32
236de10e-1cea-4c1a-b5c2-5eee248101b2
dab913d9-88ed-45a8-a3ff-a4af3c56f4c7
e85eb357-5546-45b5-a197-44bb39f10a47
748364a7-39b0-450f-afc0-4904b36246e8","","","education not further defined","education not further defined",""
"687671b2ebd2bf665349a3be","http://data.europa.eu/esco/isced-f/0111","c5e76ca0-0d95-49de-b897-82f78c564af7
0f05e98c-3faa-4f3a-9a6d-cabc76e92cec
a52b539e-d9ab-40f9-a7f5-da3eff39c77d
68f829e2-2a5e-4eed-a26a-3141cb8330b4
5a770859-6f7b-40dd-b5a8-2b87320cdc0b","","","education science","education science","Education science is the study of the learning process and the theories, methods and techniques of imparting knowledge to others.
Programmes and qualifications with the following main content are classified here:
Curriculum studies
Didactics
Educational assessment, testing and measurement
Educational evaluation and research
Paedagogical sciences

=== Exclusions
Teacher training programmes which combine education science with the practice of teaching are excluded from this detailed field and included in one of the detailed fields for teacher training (0112-0114)."
"687671b2ebd2bf665349a3bf","http://data.europa.eu/esco/isced-f/0112","b6e2af7a-0e3b-41b4-bbc3-6567c610a0e7
f01637a6-aa41-4987-bd3a-ee6e5ea2484a
ee2afb7d-1cdf-495f-8c92-3b92095770b7
e90a231d-c518-4c66-bbab-d12cf006d12c
97f5a5d4-ba04-4fce-9a21-f4d5295782a8","","","training for pre-school teachers","training for pre-school teachers","Training for pre-school teachers is the study of the theories, methods and practice of teaching very young children up to 7 years of age within formal school settings at pre-primary or early childhood educational development levels.
Programmes and qualifications with the following main content are classified here:
Early childhood teaching (within formal school settings)
Pre-primary teacher training

=== Exclusions
Training in caring for children outside formal school settings is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'."
"687671b2ebd2bf665349a3c0","http://data.europa.eu/esco/isced-f/0113","c84d4292-5d6a-4173-886d-9e23f023be36
097a7f68-d5d0-4902-8f89-fd47c4c2b15c
e2d3fe83-64a8-4f14-a748-8cc850ecc2d0
a7e3fa24-b61b-41c3-a863-a554c235b32e
b6a11a69-41de-4b3d-b2c2-0991c19ef4a2","","","teacher training without subject specialisation","teacher training without subject specialisation","Training for teachers without subject specialisation is the study of the theories, methods and practice of providing children between approximately 5 and 15 years of age with the fundamental skills in reading, writing and mathematics along with an elementary understanding of other subjects such as history, geography, social science etc. and laying the foundation for lifelong learning. Subject specialisation is stressed less than in detailed field 0114 'Teacher training with subject specialisation'. The study of teaching children with special needs is included in this detailed field, likewise the study of teaching adults fundamental reading and writing skills and teaching immigrants these types of skills in their home or first language.
Programmes and qualifications with the following main content are classified here:
Class teacher training
Indigenous teacher training
Primary teaching
Teacher training for children with special needs

=== Inclusions
The study of teaching adults basic literacy and numeracy skills is included here. Teacher's aide (teaching assistant) is also included here.

=== Exclusions
Teacher training with subject specialisation even if intended for the teaching of children in primary or lower secondary education is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'."
"687671b2ebd2bf665349a3c1","http://data.europa.eu/esco/isced-f/0114","465c8ab2-87e5-4cf9-84f2-9b66dae02d7e
c5f998be-bcfb-43aa-8fac-304f21368113
66fb578f-665f-4dae-9bfc-dc80f40bece5
2ddd0a00-3105-4a9b-8574-c72d3fb1fc04
df961861-53a1-4e89-b57d-b80ddc5fd5fe","","","teacher training with subject specialisation","teacher training with subject specialisation","Teacher training with subject specialisation is the study of the theories, methods and practice of teaching a specific subject, mostly at secondary or higher levels of education. Programmes and qualifications included in this detailed field often comprise both studies as well as the subject/subjects that are going to be taught.
Programmes and qualifications with the following main content are classified here:
Teacher training - arts and crafts
Teacher training - commercial subjects
Teacher training - music
Teacher training - nursing
Teacher training - physical training
Teacher training - second languages
Teacher training - specific theoretical subjects, e.g. English, mathematics, history
Teacher training - technical subjects
Teacher training - vocational subjects
Training of driving instructors
Training of trainers

=== Inclusions
Teacher training courses for university teachers, instructors of work place and working life skills and in practical and artistic subjects are included here.

=== Exclusions
Training of sports trainers is excluded from this detailed field and included in detailed field 1014 'Sports'."
"687671b2ebd2bf665349a3c2","http://data.europa.eu/esco/isced-f/0119","1edd5fa3-8f11-4d1f-a1c4-64abcae6efef
cbb8f96b-d036-4afb-b26e-6fdafe0acbd7
d0e1891a-8fed-4d9c-8a96-9ea3896a7df6
4d63c0ea-4fd1-4f0e-915c-538828d92b92
61ec0849-50b6-4301-bdb4-c8b1603a6b57","","","education not elsewhere classified","education not elsewhere classified",""
"687671b2ebd2bf665349a3c3","http://data.europa.eu/esco/isced-f/018","38465cd6-cc91-412e-a4ec-437c972bfadc
b9bfbe39-36a9-43f9-a7c6-053e6e52670f
ed537d2a-b707-4743-996a-35ad2a5393e6
18af4a71-e352-48ea-a836-201828ff9368
cd989d12-934f-453c-8118-94ebe065c990","","","inter-disciplinary programmes and qualifications involving education","inter-disciplinary programmes and qualifications involving education",""
"687671b2ebd2bf665349a3c4","http://data.europa.eu/esco/isced-f/0188","ec25da95-5cd5-415c-974a-46803915459d
4eaa6a4a-61bd-4975-9ab3-61327adbaffb
7e2aeb14-3aea-41e8-9e30-8ccd184059ed
34d5ac1f-f5e2-4c5a-870b-c80153e5c4e3
4d5023ba-5dcf-483a-a82e-28c8df0d0b13","","","inter-disciplinary programmes and qualifications involving education","inter-disciplinary programmes and qualifications involving education","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to education are classified here."
"687671b2ebd2bf665349a3c5","http://data.europa.eu/esco/isced-f/02","11527709-7a8d-415c-b04b-c4bc3eaa3398
fc651bd4-41d2-4030-b581-4b7626897716
c7d73a87-9059-4143-9cae-c168b03b8426
9f9c416c-8627-4a1b-a175-b3e669ba3a49
44c9e9f6-d706-4680-8cb1-97ba8da82f15","","","arts and humanities","arts and humanities",""
"687671b2ebd2bf665349a3c6","http://data.europa.eu/esco/isced-f/020","962b418e-41ec-43bd-84e7-e0992e67cf45
da980447-393a-4874-8ed0-191a15a1bd1e
1ce3f93c-d3fb-42bb-bb0b-29d1322dd1c4
4055bbca-16a4-4626-b344-d7f4d11d6dfb
909df210-f5d6-4449-9b42-3b7b2da20b17","","","arts and humanities not further defined","arts and humanities not further defined",""
"687671b2ebd2bf665349a3c7","http://data.europa.eu/esco/isced-f/0200","a8b57516-94ef-45ff-81b6-aa939438f0ac
5c2a9cfe-b0df-410d-bd5c-d18ad323af6c
26c4d426-442e-4289-ae59-96805ead50f2
78c8979a-21f6-4c31-90b7-d755b1ce37a1
19cc51e9-7f57-40b9-8db4-c4c5bb151e4c","","","arts and humanities not further defined","arts and humanities not further defined",""
"687671b2ebd2bf665349a3c8","http://data.europa.eu/esco/isced-f/021","f12b8ef3-b056-46a5-92eb-33fd4ec7a7be
d81422aa-bc91-46c0-a3ac-c0544a470a3b
8089131d-7ad7-45dd-be7e-294da5429b2c
90e9d6c9-0726-4d0c-afa2-9325cba602c8
b4cd9f5d-fff2-4e6f-94cc-ce476445a2d4","","","arts","arts",""
"687671b2ebd2bf665349a3c9","http://data.europa.eu/esco/isced-f/0210","cbd448cf-4323-4d28-b9b2-1e2ba153cae6
4e93bef0-fcd9-447d-811b-5d11136f5198
0d16ea75-c7a9-444c-8a78-cb5aeabf07b7
a57768ae-7d56-4ba7-b3ab-fcc76a1d3ef4
ce8e393b-d0f5-4f83-9d1d-9b46d522e952","","","arts not further defined","arts not further defined",""
"687671b2ebd2bf665349a3ca","http://data.europa.eu/esco/isced-f/0211","47faf65e-5292-444b-a511-cdb5ddd183c2
d399a2a2-73d7-42cf-ae80-68c0f9f1185d
e3182686-4549-4289-9055-62834ad6e2b3
2c1909fd-241c-4e1b-b2de-57f9dcff97c1
69552437-2356-4fd8-bda0-3897961493a3","","","audio-visual techniques and media production","audio-visual techniques and media production","Audio-visual techniques and media production is the study of techniques and skills to produce books or newspapers, radio or TV production, film or video production, recorded music production and graphic reproduction. It includes programmes and qualifications in methods of colour reproduction, photography and computer graphics. Study of combining pictures, words and decorations in the production of books, magazines, posters, adverts etc. is also included.
Programmes and qualifications with the following main content are classified here:
Animation
Bookbinding
Camera operating
Compositing (printing)
Computer game production
Computer type-setting
Film and video production
Graphic design
Graphic reproduction
Illustration
Interactive media design
Media techniques
Multimedia production
Photography
Pre-press operations
Print finishing and binding
Printing
Publishing design, lay-out
Radio and TV production
Recorded music production
Sound techniques
Type-setting

=== Inclusions
Desktop publishing and lay-out are included here.

=== Exclusions
Programmes and qualifications in the use of specific software applications for desktop publishing and website development are excluded from this detailed field and included in detailed field 0611 'Computer use'.
Study of journalism (wording and content of messages) is excluded from this detailed field and included in detailed field 0321 'Journalism and reporting'."
"687671b2ebd2bf665349a3cb","http://data.europa.eu/esco/isced-f/0212","f68b5240-37e5-460e-ad1f-8fcaaa01a823
9b09d538-11f4-4f37-81c0-4cdf420837de
8e961363-d0f5-4fe4-b22b-e81379b77bb2
d8b98d1f-e839-4cf9-8eae-1818cc4e6a03
0bb7fb7f-2d37-440f-a0ea-e1ac88e0c356","","","fashion, interior and industrial design","fashion, interior and industrial design","Fashion, interior and industrial design is the study of creatively combining line, form and fabric in designing and constructing e.g. fashion garments, industrial products and interiors.
Programmes and qualifications with the following main content are classified here:
Costume design
Design of industrial products
Fashion design
Interior architecture
Interior design
Stage designing
Window dressing

=== Exclusions
Study of Building design is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Study of Industrial design is excluded from this detailed field if emphasis is given to technical subjects and not to artistic design, and included in the appropriate detailed field under 071 'Engineering and engineering trades'.
Publishing design and graphic design are excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'."
"687671b2ebd2bf665349a3cc","http://data.europa.eu/esco/isced-f/0213","7cecd113-faa0-4fed-a07f-92ab49725685
b9740bd4-da38-4f9f-8b11-9b6fed645bd2
a47719aa-c3f0-4006-9938-bf1b13043381
6010787f-b619-4d96-9252-aaa3f6eece6c
dcbc52f8-c7fd-4838-9d51-894175f3c18e","","","fine arts","fine arts","Fine arts is the study of visual forms of creative expression, dealing with theory, history, techniques, performance and production in fine arts.
Programmes and qualifications with the following main content are classified here:
Art theory
Calligraphy
Etching
Fine art printmaking
History of art
Painting
Philosophy of art
Sculpture

=== Exclusions
Training in ceramics, pottery etc is excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
Study of architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Teacher training in arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'."
"687671b2ebd2bf665349a3cd","http://data.europa.eu/esco/isced-f/0214","2bbbd844-e18d-45de-b64f-1957479da461
e52c8f02-68f1-49a5-a403-25796df278a4
14ec8239-9a7c-444a-83f4-956af472a26b
c8d1274e-a70d-4b43-bf23-74aa5a787dd8
9ba01d3b-55da-4221-a457-70e88f4074cc","","","handicrafts","handicrafts","Handicrafts is the study of techniques and skills in a chosen craft, such as jewellery, pottery, weaving, woodcarving etc.
Programmes and qualifications with the following main content are classified here:
Ceramics
Crafts, folk arts and artisan
Decorative metal crafts
Indigenous crafts
Embroidery
Floristry (flower arranging)
Glass arts and craft
Goldsmithing
Jewellery
Making of musical instruments (not industrial)
Musical instruments (repairing and tuning)
Silversmithing
Stone carving (craft)
Weaving (craft)
Woodcarving

=== Exclusions
Study of industrial (large scaled mechanised) production of pottery, woven materials, embroidery etc. is excluded from this field and included in one of the detailed fields under broad field 07 'Engineering, manufacturing and construction'."
"687671b2ebd2bf665349a3ce","http://data.europa.eu/esco/isced-f/0215","397a0c8b-57af-481e-a043-9875b8536508
a33f427a-9ae0-4c7f-8352-5fba629f6981
ed29cf8a-9cca-4cbf-b5a7-f22bbd18d52a
300c4b7c-227a-4a22-80f7-d723aad2a1c9
02de8bef-52d3-4184-878c-84846273e6f1","","","music and performing arts","music and performing arts","Music and performing arts is the study of the principles and techniques associated with performance involving music, speech, movement, mime, characterisation, improvisation and stage craft.
Programmes and qualifications with the following main content are classified here:
Acting and directing
Ballet
Choreography
Circus
Composition (music)
Conducting (music)
Creative and performance art
Dance
Drama
History of film and theatre
History of music
Music
Music conducting
Musicology
Theatre/Theatre sciences

=== Inclusions
Study of music and performing arts history and theory is included here.

=== Exclusions
Teacher training in music and other performing arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.
022 Humanities (except languages)"
"687671b2ebd2bf665349a3cf","http://data.europa.eu/esco/isced-f/0219","18ff98d8-8f0f-4145-9875-b40b0c18680b
f5a9f13f-a16e-4604-86e4-f19d9e7d83b2
d171199d-23e3-4676-af2b-ff4ca27d15a0
cacd565d-73e9-4f86-87f1-fbf4a0a1e856
f528f6e6-a500-4e5d-a701-0d64fd157e04","","","arts not elsewhere classified","arts not elsewhere classified",""
"687671b2ebd2bf665349a3d0","http://data.europa.eu/esco/isced-f/022","117e7b9b-7b7a-414f-b6c6-68d3e81ab783
27673e3a-3467-4cc7-90da-dd4a10356258
616c09a3-37ee-4ee1-a86d-d05c787ec940
34b71411-2c3b-48ec-9260-ef73e30b04a6
69cad414-b2fe-40d5-a94b-059f973ef658","","","humanities (except languages)","humanities (except languages)",""
"687671b2ebd2bf665349a3d1","http://data.europa.eu/esco/isced-f/0220","b0c74536-93f3-47ec-a273-a3eca4f89601
9d2948a4-175e-479a-ac17-1e20c0ed9359
7ba6d6c2-132b-4327-9952-bcc102bce16b
1d30d0d9-65d3-4696-b6e3-03732dffe18b
cfe8577d-89df-4897-b47d-0f32de638aea","","","humanities (except languages) not further defined","humanities (except languages) not further defined",""
"687671b2ebd2bf665349a3d2","http://data.europa.eu/esco/isced-f/0221","24e0fbfa-a7bc-4d6d-b2aa-cf2a243b5043
b8b3267b-7eff-40c7-8c8a-e2ed129f109b
1af0dcad-8eb2-410d-bf8a-c1f8a209020f
a8cc05ff-109e-4ba0-b290-a8db7e0aab2a
e8a01f5a-923a-4d7e-ba6e-c66a7d90a16f","","","religion and theology","religion and theology","Religion and theology is the study of religious beliefs, concepts, symbols, expressions and texts of spirituality.
Programmes and qualifications with the following main content are classified here:
Religious history
Study of sacred books
Study of different religions
Theology

=== Inclusions
Included in this detailed field are programmes for children and young people, usually given in religious schools or seminars, in monasteries etc., aiming to develop an interest in the tenets of their religion and sufficient familiarity with its philosophy to assist in the propagation of their faith.

=== Exclusions
Basic programmes given in religious schools, seminars etc. containing religious instruction but not emphasising it or leading to a religious vocation, are excluded from this detailed field and included in 0011 'Basic programmes and qualifications'. Islamic sharia programmes and qualifications are excluded from this detailed field and included in detailed field 0421 'Law'."
"687671b2ebd2bf665349a3d3","http://data.europa.eu/esco/isced-f/0222","3bf9fe76-7b4a-4134-b27b-2ec32150283e
782e2cda-60bc-4cf0-9f8a-bbfe33cf2270
66aa5c4f-6774-4182-a044-d514273fb4da
bd669e7c-707c-468e-acf4-3689a4fe197c
61831eef-b8fd-4342-878d-5ba0abab4f03","","","history and archaeology","history and archaeology","History is the study of past events, especially the political, social and economic development of a country, a continent or the world. History of medicine is classified here, likewise the study of history of science and ideas. Archaeology is the study of ancient civilisations by scientific analysis of what is found in the ground.
Programmes and qualifications with the following main content are classified here:
Archaeology
Cultural history
Folklore studies
History
History of literature
History of medicine
History of science and ideas
History of technology

=== Inclusions
Restoration and preservation of artistic heritage are included here.

=== Exclusions
Study of literature combined with study of a specific language is excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.
Study of classical languages (Latin etc.) is excluded from this detailed field and included in detailed field 0231 'Language acquisition'.
Study of History of art is excluded from this detailed field and included in detailed field 0213 'Fine arts'.
Study of Music and performing arts history is excluded from this detailed field and included in detailed field 0215 'Music and performing arts'.
Study of Economic history/history of economics is excluded from this detailed field and included in detailed field 0311 'Economics'."
"687671b2ebd2bf665349a3d4","http://data.europa.eu/esco/isced-f/0223","5b4edae1-705b-4f8d-a834-713c95afff56
ff5754f7-e674-4c72-9598-2f709c0af1fb
22c70c18-22c5-4205-be97-f3655312ab25
360885a4-15ce-4f2f-8383-2f6025373240
97e701b3-e8b4-4329-9ac2-ed00a1b32c45","","","philosophy and ethics","philosophy and ethics","Philosophy and ethics is the study of philosophy, ethics and related subjects dealing with the conception of life.
Programmes and qualifications with the following main content are classified here:
Ethics
Logic
Morals
Philosophy

=== Exclusions
Study of religion is excluded from this detailed field and included in detailed field 0221 'Religion'.
Study of Philosophy of arts is excluded from this detailed field and is included in detailed field 0213 'Fine arts'"
"687671b2ebd2bf665349a3d5","http://data.europa.eu/esco/isced-f/0228","c7b5ea32-7762-4d7c-9154-0bfda4234a0b
55adbc06-dd7d-4ba2-826d-1af98d670371
f5f0c018-ee43-490f-aa10-5ebab27b9cc3
9bf6c652-f2e7-4e94-9c9f-77cc53329263
bedb5a1f-6531-4003-bfe4-fb9cac20f1cf","","","inter-disciplinary programmes and qualifications involving humanities","inter-disciplinary programmes and qualifications involving humanities",""
"687671b2ebd2bf665349a3d6","http://data.europa.eu/esco/isced-f/0229","810e8e2b-db23-422c-aa29-ab33cc8d41da
86158c1e-a9d9-40f4-b71c-9830fa14fb67
417e1089-abfd-408b-9480-933d28cb1be6
a6f35b76-17a8-49cc-a441-690a8f998933
c126f890-d177-4f4c-a455-48af5a80235a","","","humanities (except languages) not elsewhere classified","humanities (except languages) not elsewhere classified",""
"687671b2ebd2bf665349a3d7","http://data.europa.eu/esco/isced-f/023","ac6bfdd8-23bd-45bb-9751-76c4204d9443
452b7f94-f6b4-48e2-a5e4-22e474adf486
020eb401-5e6e-4767-ac92-46dc596efb14
ab3a77e6-6a60-47a8-8903-89ecb73acb5f
6a9e256b-ba9d-4305-8c07-f35662c55529","","","languages","languages",""
"687671b2ebd2bf665349a3d8","http://data.europa.eu/esco/isced-f/0230","5e69e25a-e7b1-4480-bfeb-ac194b5df974
7006d01a-8d81-4877-a3bb-9ab04856199a
156cfb69-7141-44e8-bcb5-5110ac1f1f11
81fd1a42-8705-4ca3-9aa6-1bd7636308bc
148fb66b-3a5a-40a0-b16b-950abcec010b","","","languages not further defined","languages not further defined",""
"687671b2ebd2bf665349a3d9","http://data.europa.eu/esco/isced-f/0231","14af6942-68ff-4539-873c-1c16aced9581
9e238065-ef0e-4ea3-8d62-9c80692a467b
08ba64f3-e851-496a-9690-061ec20caf2e
9cf11efe-71af-4f15-b006-0a6069f3b6cc
e9f612b0-a097-44d4-a585-c681df726179","","","language acquisition","language acquisition","Language acquisition is the study of the structure and composition of languages taught as second or foreign languages (i.e. that are intended for non-native or non-fluent speakers of the language). It includes the study of related cultures, literature, linguistics and phonetics if related to the specific language being acquired and forms part of the same programme or qualification. Classical or dead languages are included here as it is assumed there are no native speakers of the language and hence the manner of teaching and the content of the curriculum are more similar to the teaching of foreign languages.
Programmes and qualifications with the following main content are classified here:
Classical languages
Exogenous languages
Foreign languages
Interpretation
Phonetics
Second languages, for example English as a second language
Sign language
Sign language interpreting
Translation

=== Inclusions:
Language and linguistics studies are included here if the linguistics are related to a specific language or languages being acquired and forming part of the same programme or qualification. Translation and interpretation are included here.

=== Exclusions:
The study of the mother tongue or first language (i.e. that are intended for native, fluent or competent speakers of the language), even if this language is not a national language of the country of study (e.g. programmes for immigrants learning their mother tongue) are excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'."
