"ID","ORIGINURI","UUIDHISTORY","CODE","SCOPENOTE","PREFERREDLABEL","ALTLABELS","DESCRIPTION"
"687671b2ebd2bf665349a408","http://data.europa.eu/esco/isced-f/0500","a5c6daed-28fb-43e3-81f4-ac3b3d531719
8b38b94c-61cc-4976-9bc5-a50c75076570
73a7d519-d671-416e-a5c4-78272f0615af
b3380ddd-69b8-4644-9173-e2027b820332
20722480-7509-494b-bfdc-ffaebf7f90d1","","","natural sciences, mathematics and statistics not further defined","natural sciences, mathematics and statistics not further defined",""
"687671b2ebd2bf665349a409","http://data.europa.eu/esco/isced-f/051","5a01c9a7-5b10-4cc8-8b9d-b7f581d12541
d0dd1c96-9a5f-4de7-bd31-396f922341a6
f82cfe6a-a703-4467-906f-a4aa824b71e4
67fbf9b7-c957-453e-ae14-2b68926d6580
e94ccc00-b9a8-4b6f-a551-e21fb3063a65","","","biological and related sciences","biological and related sciences",""
"687671b2ebd2bf665349a40a","http://data.europa.eu/esco/isced-f/0510","6c410d0f-e1a7-4d4c-bed7-514718ace50c
95041f20-a066-4ae9-88ab-71545e614a7b
bc10897e-e283-428e-a4ea-b4f1848fdc12
80719232-c826-4034-a7fb-e6ed88d56ac0
12bfb6b0-e7ca-452f-89f1-f2c236663508","","","biological and related sciences not further defined","biological and related sciences not further defined",""
"687671b2ebd2bf665349a40b","http://data.europa.eu/esco/isced-f/0511","df5f6ee9-5303-4b6a-949a-af8f4a21d109
897b9267-a7f0-406c-a6e1-a6d3c1903ef2
6c89e10b-51df-411c-92ed-9e35321a1739
251860fd-0316-4958-b79e-1fc370c6994c
6cdd9458-34ee-495d-87f3-0c2d5421a287","","","biology","biology","Biology is the study of the structure, function, reproduction, growth, evolution and behaviour of all living organisms.
Programmes and qualifications with the following main content are classified here:
Biology
Botany
Cell biology
Entomology
Genetics
Mycology
Zoology

=== Exclusions
Study of environmental sciences, which is the study of the relation between living organisms and the environment, is excluded from this detailed field and included in detailed field 0521 'Environmental sciences'. Study of chemical processes in living organisms (biochemistry, toxicology, pharmacology etc.) is excluded from this detailed field and included in detailed field 0512 'Biochemistry'."
"687671b2ebd2bf665349a40c","http://data.europa.eu/esco/isced-f/0512","408c6b52-02e9-4842-8547-4a40307db74a
53f55492-c253-437f-a63c-1a3b1b686a94
2f0235a9-5166-4ab4-9434-54598f1987b9
6c7541d0-5b6e-40dc-a750-90da28462013
80404726-0bb0-4f57-92f1-5cc98b3a6589","","","biochemistry","biochemistry","Biochemistry, sometimes called Biological chemistry, is the study of the chemistry of living organisms, including but not limited to, living matter.
Programmes and qualifications with the following main content are classified here:
Biological chemistry
Cell technology
Forensic sciences
Genetic code (DNA, RNA) studies
Genetic engineering
Pharmacology
Tissue culture technology
Toxicology
Virology

=== Inclusions
Biotechnology is included here."
"687671b2ebd2bf665349a40d","http://data.europa.eu/esco/isced-f/0519","868d9c45-6cb6-48a0-ada1-a84518bb283e
4f43f563-b371-44f1-a889-05d08d3ffe94
f34eab07-dd4b-4d39-850c-618db5859769
8e2b1c4f-d3a4-4444-9b21-a32d169ed68b
d85a28a8-0a9f-4c70-8223-6a5fbac3f465","","","biological and related sciences not elsewhere classified","biological and related sciences not elsewhere classified",""
"687671b2ebd2bf665349a40e","http://data.europa.eu/esco/isced-f/052","c8ac14c9-a897-489a-99fc-b2d22101d411
bd7fc717-2b56-4230-8194-13bbc78cad4f
5586bde9-2de5-4e72-bd02-9422390983e1
585d965e-1940-476a-accb-206d26497607
e4c58f81-6115-4012-8f7b-3a563e119a17","","","environment","environment",""
"687671b2ebd2bf665349a40f","http://data.europa.eu/esco/isced-f/0520","f96110d4-9a61-4842-9649-95e1d60820d7
7f5b70bf-ae7f-49b4-b95c-5050bb35e6bf
2e4eb618-6953-495f-8d9e-fb8696352143
ea3c7390-891b-4aa9-a26a-a8b31c2ac5cd
eedd2a93-6510-40bd-b452-4b621e181d13","","","environment not further defined","environment not further defined",""
"687671b2ebd2bf665349a410","http://data.europa.eu/esco/isced-f/0521","7fb94054-952f-4117-8823-55c5b4ff2dcc
35914b0a-dfbd-421c-991c-5c82dd11e6e6
2333d352-f425-4638-a809-4442b03d2a9b
6cb9b8c3-1051-41fa-b17e-b9d8ad293bc5
d882845c-0c95-4b42-a984-459080ac8a3f","","","environmental sciences","environmental sciences","Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'."
"687671b2ebd2bf665349a411","http://data.europa.eu/esco/isced-f/0522","e2860201-0112-4d89-806f-5b9d7e4de2ed
8f731e8d-c518-4650-85de-61dc03f32aab
b4d3703b-34ee-4930-8147-030c10a35a4c
885a2a17-bac7-4317-954a-eb1b1889ff68
3a898cb1-2fd1-49c1-a2c7-789d0644c3f6","","","natural environments and wildlife","natural environments and wildlife","Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'."
"687671b2ebd2bf665349a412","http://data.europa.eu/esco/isced-f/0529","7174699d-faec-4c4e-abf6-910efa25e480
d14b578e-40f0-4864-bae9-c757a2374786
da83b0b4-a955-498c-83bf-672f5f56f071
fb3dd3b4-2a52-4650-afde-0f98668ac39b
89395142-4302-471b-bd65-d3c7fd5fd14e","","","environment not elsewhere classified","environment not elsewhere classified",""
"687671b2ebd2bf665349a413","http://data.europa.eu/esco/isced-f/053","76b3a04b-8c09-4b2b-90ff-6ef3e22fa8fd
2e12884b-530d-4629-94d5-25a1f00c6fc8
8380b220-7192-4671-b44e-73b4b8d7035e
5ccc5f79-df66-47b6-8216-f16ea3daac2d
246e004b-9d4d-47fc-b411-557173ebe667","","","physical sciences","physical sciences",""
"687671b2ebd2bf665349a414","http://data.europa.eu/esco/isced-f/0530","23b2a6da-0ea2-40d8-885e-d1641a80f840
9f4db9fd-6b54-46d6-abf5-e88875e7718f
da5ae50e-29a2-400a-a37d-f4ce5f000179
c6faa25d-2170-45e5-8042-793f8a50fb3a
369a1591-8a5c-4311-a171-6df241244962","","","physical sciences not further defined","physical sciences not further defined",""
"687671b2ebd2bf665349a415","http://data.europa.eu/esco/isced-f/0531","02015bcd-0889-4493-b74c-4469f953ec94
9b17840d-52ef-4f47-be45-de262e59a32d
3cb2f470-f99b-4d07-80c2-604fd101844c
d5280941-feb8-4119-99d5-a28d1338846d
b97515be-771f-4e84-888f-ed49056a9ff8","","","chemistry","chemistry","Chemistry is the study of substances and their elements and how they react when combined.
Programmes and qualifications with the following main content are classified here:
Inorganic chemistry
Organic chemistry
Physical chemistry

=== Exclusions
Biochemistry is excluded from this detailed field and included in detailed field 0512 'Biochemistry'."
"687671b2ebd2bf665349a416","http://data.europa.eu/esco/isced-f/0532","c04d0611-aebc-4cd4-b074-9ea254ea5867
4b4dc71a-a352-402b-a95d-67027ebfde80
163e284d-42d9-42a7-a2f9-27f90adaba52
608a4232-9284-4bdd-9d4f-740df51a8132
9b0acaa7-9d91-4397-8a78-cd6d992b46fa","","","earth sciences","earth sciences","Earth sciences is the study of the composition and structure of earth including the hydrosphere and the atmosphere.
Programmes and qualifications with the following main content are classified here:
Climate research
Earth science
Geodesy
Geography (physical)
Geology
Geomatics
Geospatial technology
Meteorology
Oceanography
Seismology

=== Exclusions
Social geography is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'. Soil science is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'."
"687671b2ebd2bf665349a417","http://data.europa.eu/esco/isced-f/0533","0b55d15a-807c-4c7f-84e6-899bcb589e25
e7c0fc30-7e9b-4211-a3fc-a8bf3a314ff6
6d07ab6b-bd89-47d2-aa36-45b86eabbbcf
ffff8783-38ce-412e-9a51-92817a8c0d64
cac819b2-9740-4d9c-936b-3ee91865d55f","","","physics","physics","Physics is the study of properties and interactions of matter and energy. It includes the study of astronomy and space science.
Programmes and qualifications with the following main content are classified here:
Astronomy
Astrophysics
Chemical physics
Medical physics
Optics
Physics
Space science

=== Exclusions
Opticians' practice is excluded from this detailed field and included in detailed field 0914 'Medical diagnostic and treatment technology'."
"687671b2ebd2bf665349a418","http://data.europa.eu/esco/isced-f/0539","79603c9a-fd6a-47b3-85e1-0aa926d0e22c
c3492c8e-55d6-4f1f-83e4-43d3382783c3
9214d744-dac3-4565-86f5-0ed747cd9362
27aeeaed-85b3-471e-b28f-a428599db06e
a6cec12e-80aa-4838-be0c-9cd66d5d9765","","","physical sciences not elsewhere classified","physical sciences not elsewhere classified",""
"687671b2ebd2bf665349a419","http://data.europa.eu/esco/isced-f/054","596faa95-9ab1-4e29-8e34-354440a78462
4fe27894-ded1-4e5a-8dc2-093f2143f7ce
10cded7e-b859-41b6-844a-c3fcf7da3c5c
1165b31f-9c8e-4a76-8980-ad4a91f2f2c1
cecdc481-3867-4040-9eb1-deced186c95c","","","mathematics and statistics","mathematics and statistics",""
"687671b2ebd2bf665349a41a","http://data.europa.eu/esco/isced-f/0540","c134c21f-3034-4f32-9031-10ab041ff35e
06031614-7dcb-4c8e-8ce8-66f1417ae2b7
0670261c-b602-45e7-9b98-f7f28af2366e
7c91c176-49a5-4205-bf44-8dd3feb15422
5b710d4f-76db-4930-b453-906b31f12895","","","mathematics and statistics not further defined","mathematics and statistics not further defined",""
"687671b2ebd2bf665349a41b","http://data.europa.eu/esco/isced-f/0541","fb570794-218f-474c-8b04-05629a5c6953
656107c4-5894-42c1-b149-0ba6276ee0ed
526fac23-5014-4029-9f90-1a1f46a5cfac
d0694b4e-631b-49a3-bfee-752d3d05f148
e2ad182a-2b32-4478-ace7-142d4afebf1c","","","mathematics","mathematics","Mathematics is the study of abstract deductive systems. It includes algebra, arithmetic, geometry, real and complex analysis and pure and applied mathematics.
Programmes and qualifications with the following main content are classified here:
Algebra
Geometry
Mathematics
Numerical analysis
Operational research"
"687671b2ebd2bf665349a41c","http://data.europa.eu/esco/isced-f/0542","ffa0923b-d5ee-4818-878e-e17f24530b35
cdff35a1-3643-431a-9fac-eadb02ba2d88
6f56245b-2199-4360-9335-d7e924b92d07
90557a13-b042-4480-b849-4fca0168fbbd
f6eaa181-94de-48ea-a20c-909cf62413d4","","","statistics","statistics","Statistics is the study of collecting, describing, arranging and analysing numerical data. The study of probability theory and actuarial science is included.
Programmes and qualifications with the following main content are classified here:
Actuarial science
Probability theory
Statistics, applied
Survey design
Survey sampling

=== Inclusions
Study of mathematical (theoretical) statistics is included here.

=== Exclusions
Demography/population studies is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'."
"687671b2ebd2bf665349a41d","http://data.europa.eu/esco/isced-f/058","87b95ed8-7ea7-4c7a-9f22-a2fe80cae3b2
0251b653-10ed-43a9-88c4-26a4355a157d
a4469580-03e9-4890-82c5-e224766cc0ab
4f5c7965-9c6d-4fe0-a1d7-f9ae7e6e617c
5c75dc91-9ee6-4e48-8e2d-b9258cafd5fd","","","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",""
"687671b2ebd2bf665349a41e","http://data.europa.eu/esco/isced-f/0588","60279ec4-d6c9-4894-8e3e-8a82c451b122
9a4ab8ec-6fe4-4ee6-b3a0-b357636a302b
0010c0d8-967e-4915-86c8-e0e2ad493c0f
d9427572-f805-45d9-93f7-bceb59719d07
1945181d-533b-4e06-8d5e-1008ecb3642e","","","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics","inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to natural sciences, mathematics and statistics are classified here."
"687671b2ebd2bf665349a41f","http://data.europa.eu/esco/isced-f/059","695bdb60-be69-4b66-9b9c-9926069fb5a4
2d656e8d-0e2f-4ccf-9ad5-7fda2385500b
27a21a7a-ac5d-407e-9f9a-6d6dac83e9e1
4cbaaafb-a6d9-45c1-9d98-28784f34d5bb
fff987be-3368-4bee-8558-b3953e6f757f","","","natural sciences, mathematics and statistics not elsewhere classified","natural sciences, mathematics and statistics not elsewhere classified",""
"687671b2ebd2bf665349a420","http://data.europa.eu/esco/isced-f/0599","491a4d68-5090-44f6-bb5b-6f0b22d22e60
187fb1ae-1418-4749-be1f-878b91fc5873
b5d469b7-7e5f-4f7b-9603-c498d5a02f27
7a9ed1a0-73d5-4857-9a0b-5ede425dfd8b
5878e841-86d4-4abb-a775-f4a4f3f5dcf5","","","natural sciences, mathematics and statistics not elsewhere classified","natural sciences, mathematics and statistics not elsewhere classified",""
"687671b2ebd2bf665349a421","http://data.europa.eu/esco/isced-f/06","85ca8b7d-a1c2-4c71-8216-e41f27eba9a1
913b5e6f-c956-4e39-a750-3890c8b24b98
a8933e84-0774-4db7-858f-bea441183f7e
9b02ec9d-670f-413d-ba78-169ed021a508
f2752dea-32f9-42b8-b74c-7e4793df980a","","","information and communication technologies (icts)","information and communication technologies (icts)",""
"687671b2ebd2bf665349a422","http://data.europa.eu/esco/isced-f/061","cb637f9a-17a8-40ea-a682-4a09f89b3b6a
6047e652-480a-4a98-b6e2-1bf5366095dc
77e805fc-1a48-4c8f-900f-f01c4b594adf
051b8da1-b035-4304-8aa3-7632e46c3e65
7a4e1425-a8c8-48e4-a374-6a133599804b","","","information and communication technologies (icts)","information and communication technologies (icts)",""
"687671b2ebd2bf665349a423","http://data.europa.eu/esco/isced-f/0610","ac6bdbf2-46a6-42db-ad1b-a532930e6140
549fe22a-a05e-4954-ade2-6c5ce807b0cc
a7ac0e6c-4b15-43bd-b670-945ff973e51a
6b5b4ae2-6f93-42c2-9cf7-a79ab06ddc4c
3d4d178e-83b1-44b4-a05d-c20053f58f01","","","information and communication technologies (icts) not further defined","information and communication technologies (icts) not further defined",""
"687671b2ebd2bf665349a424","http://data.europa.eu/esco/isced-f/0611","087a4f6a-95e2-456b-be49-34d5dc89f53c
1a643aad-2f09-4565-8ac4-0cebb0431442
61fa13cf-f4a7-4c65-aff5-6888ebd98d86
26e8ae13-87b0-46a5-a8af-aefd37b769a7
30108c3d-63f2-41f2-95ca-6a4d93232c05","","","computer use","computer use","Computer use is the study of using computers and computer software and applications for different purposes. These programmes are generally of short duration.
Programmes and qualifications with the following main content are classified here:
Computer use
Use of software for calculating (spread sheets)
Use of software for data processing
Use of software for desk top publishing
Use of software for word processing
Use of Internet"
"687671b3ebd2bf665349a425","http://data.europa.eu/esco/isced-f/0612","c0bab7a2-d3e4-4dd8-a7cb-02f9a05eb8bb
2af7ebbb-8839-4f7f-854a-7600cdcaa968
33a76e97-49e6-4684-a1ff-5ba049ce4bf4
9c14c287-5778-4c79-975c-15a3907971f6
97dd58e5-c52c-44b0-9376-896f63122d21","","","database and network design and administration","database and network design and administration","Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design"
"687671b3ebd2bf665349a426","http://data.europa.eu/esco/isced-f/0613","f60ff9e9-0d96-49fa-9623-b15c24b3a43d
f3573e54-9d00-4292-bb01-4ce4dae50420
bf892351-e656-4aa7-a469-df3da7e72554
e85d974e-b7f8-45e1-ae87-dd31cff9ca2b
fd10b084-4b7d-4529-94dc-fce358e7bef0","","","software and applications development and analysis","software and applications development and analysis","Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'."
"687671b3ebd2bf665349a427","http://data.europa.eu/esco/isced-f/0619","a46dfcfb-3100-4c71-a7d7-32c93f34b6f6
21600114-8940-4626-82dc-4da2dab08a67
68eb8a6c-9773-49a5-877f-ec88049cda46
027630ee-386c-492a-a78e-834e5674a59c
17b89905-aff7-47f9-9fdd-bed018cb35b5","","","information and communication technologies not elsewhere classified","information and communication technologies not elsewhere classified","Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence"
"687671b3ebd2bf665349a428","http://data.europa.eu/esco/isced-f/068","fa8c58db-f6f4-4374-9ce0-9b45a3ed98be
f37f7e7d-63fe-4f65-a6b7-a0945560cc89
0dc219a9-79d9-444d-8eb7-2cd52fb8587c
f67b09b8-1691-4a54-9748-53a6a71455c0
480a9a4c-2374-46a0-9be3-1a9a337dd2e1","","","inter-disciplinary programmes and qualifications involving information and communication technologies (icts)","inter-disciplinary programmes and qualifications involving information and communication technologies (icts)",""
"687671b3ebd2bf665349a429","http://data.europa.eu/esco/isced-f/0688","b2fdee71-62a6-4c67-a347-646215f60a77
50eab3d6-aefd-4fc5-ba94-ceb080bb01fe
855af932-2ada-469d-a8cc-320c1df83ab4
72a9729f-0e88-44a1-a737-761882088661
2299b474-b9c7-4e29-b97e-1aa58871570a","","","inter-disciplinary programmes and qualifications involving information and communication technologies (icts)","inter-disciplinary programmes and qualifications involving information and communication technologies (icts)","Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here."
"687671b3ebd2bf665349a42a","http://data.europa.eu/esco/isced-f/07","513826d7-761f-4613-b71c-37022294e490
34dc5cee-606a-4638-af3c-5436a0c09c7f
09444771-416c-47a0-8a0d-174e2af8d9b1
f18d09bc-c05c-4071-86ce-8e2bc272b20b
131d8ad4-5701-4ad2-bfea-c6921d6ca2e2","","","engineering, manufacturing and construction","engineering, manufacturing and construction",""
"687671b3ebd2bf665349a42b","http://data.europa.eu/esco/isced-f/070","14399d0d-01e8-4096-bc66-dc035935df81
c95020d2-3916-40e3-9dbd-6d8ace67f4e2
46005c6f-7ba9-492b-8757-6b69fac36aec
ea46f9fd-b852-4081-9686-0d30cefeb37c
cd822121-7a17-4136-8aaf-57f7c5944563","","","engineering, manufacturing and construction not further defined","engineering, manufacturing and construction not further defined",""
"687671b3ebd2bf665349a42c","http://data.europa.eu/esco/isced-f/0700","aa51d96f-dd0d-4ee9-9f14-a9151cc40584
4c4ed88b-384e-4668-9e5a-96c6d52cd1cf
75541ee8-7b03-45a2-bc94-74bd7df5af7d
a9a85c65-7e5f-4a63-a378-6d6ee4f5873e
6e348883-b160-4bd1-8fc3-ad5ffadf4edb","","","engineering, manufacturing and construction not further defined","engineering, manufacturing and construction not further defined",""
"687671b3ebd2bf665349a42d","http://data.europa.eu/esco/isced-f/071","cc342213-d3b1-4b57-b21d-c0bd2803b91c
f361d94f-4bc3-4b8b-aa5b-8de54e91c5bf
6879fadd-1221-4063-b56e-5f79570cd15f
161f2e71-f7f8-4a16-8f8c-a567a6c6daee
ead1005c-d151-4d36-b9ec-78bc02625727","","","engineering and engineering trades","engineering and engineering trades",""
"687671b3ebd2bf665349a42e","http://data.europa.eu/esco/isced-f/0710","786eb95f-c096-44c3-a6b2-b92db60f2b35
268f54ee-4d5b-4e1f-af15-17a5b9559674
d06514ab-8582-4628-8dcd-10a8eb62ecbf
87e02a3d-d507-438d-b713-e18331fdbf2a
3e4e0394-9e36-4f63-8ff5-fc10f91e1303","","","engineering and engineering trades not further defined","engineering and engineering trades not further defined",""
"687671b3ebd2bf665349a42f","http://data.europa.eu/esco/isced-f/0711","9f27767e-e122-4aaf-9b9b-16eb6000cb3e
1cb80c2e-ceb0-4a43-93fd-ec34d7a4e672
da2f8910-d216-4dca-b0af-5432e9b86d49
88df78ba-85ed-4b65-a256-39a8c790415f
423357e1-2501-43f3-aa1b-a95b6a3d2101","","","chemical engineering and processes","chemical engineering and processes","Chemical engineering and processes is the study of planning, designing, and developing products and processes where chemical and physical changes occur. It includes designing chemical plants and control systems.
Programmes and qualifications with the following main content are classified here:
Chemical engineering
Chemical process engineering
Laboratory technology
Oil/gas/petrochemicals processing
Plant and machine operation (processing)
Process technology

=== Inclusions
Laboratory technology is included here if emphasis is not given to a specific application.

=== Exclusions
Laboratory technology is excluded from this detailed field if emphasis is given to a specific application (biological, medical, etc.) and is included under the appropriate detailed field (0914 etc.). Biotechnology is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
Programmes and qualifications with emphasis on the production of a specific material are excluded from this detailed field (e.g. studies with emphasis on paper processing should be included in detailed field 0722 'Materials (glass, paper, plastic, wood)'."
"687671b3ebd2bf665349a430","http://data.europa.eu/esco/isced-f/0712","50975ad3-b614-4d61-8aec-521c8694a5db
cb093b8a-7dc3-476a-8421-8c04decb7b24
10b1fc22-7f7d-46ba-bff4-1c2fe320b30f
cca64020-6beb-4591-953a-6d821e4dac33
4e623bff-a9c7-484b-be44-a6bcaba809cc","","","environmental protection technology","environmental protection technology","Environmental protection technology is the study of processes in order to minimise discharge and waste and avoid pollution. It includes programmes dealing with control of water, air, soil etc.
Programmes and qualifications with the following main content are classified here:
Air pollution control
Ecological technology
Energy efficiency
Environmental engineering
Industrial discharge control
Noise pollution control
Recycling
Water pollution control

=== Exclusions
Programmes and qualifications dealing with hygienic standards in food, water etc. are excluded from this detailed field and included in detailed field 1021 'Community sanitation'.
Construction related to waste and water management is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'."
"687671b3ebd2bf665349a431","http://data.europa.eu/esco/isced-f/0713","976cb070-d97e-4cf4-bfa5-e56471e191c5
c4082863-90b6-4bb0-b1f2-cd03df721322
c434f45f-fe2e-4a10-bfb4-b52fd111b9e0
49d23802-e3a4-486b-bf83-d18a477e4e04
ef87efb7-2f75-481c-a127-97be0fb0b545","","","electricity and energy","electricity and energy","Electricity and energy is the study of installing, maintaining, repairing and diagnosing faults in electrical wiring and related equipment in domestic, commercial and industrial establishments. Installation and maintenance of overhead and underground electrical power distribution networks is included. Energy is the study of energy generation.
Programmes and qualifications with the following main content are classified here:
Air-conditioning trades
Climate engineering
Electrical appliances repairing
Electrical engineering
Electrical fitting
Electrical power generation
Electrical trades
Energy studies
Gas distribution
Heating trades
Nuclear, hydraulic and thermal energy
Power line installation and maintenance
Power production
Refrigeration
Solar power
Wind turbines

=== Inclusions
The study of installing, diagnosing faults in and repairing heating, air-conditioning and refrigeration equipment is included here.

=== Exclusions
Study of vehicle electrical systems is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'."
"687671b3ebd2bf665349a432","http://data.europa.eu/esco/isced-f/0714","091f40b6-5e36-4113-9793-76e6600236d3
12cfcaf7-f1f8-4e46-a4b2-200402f47aba
f9ead7c3-1d9c-4da9-ab4f-750a7abd9c62
d17b8514-24af-4355-a344-de427a3d2423
9e6badb1-210f-48de-bd42-198ceb9b70ed","","","electronics and automation","electronics and automation","Electronics and automation is the study of planning, designing, developing maintaining and monitoring electronic equipment, machinery and systems. It includes designing computers and equipment for communication.
Programmes and qualifications with the following main content are classified here:
Broadcasting electronics
Communication systems
Communications equipment installation
Communications equipment maintenance
Computer engineering
Computer repairing
Control engineering
Data processing technology
Digital technology
Electronic engineering
Electronic equipment servicing
Network technology
Robotics
Telecommunications technology
Television and radio repairing

=== Exclusions
Computer science (Software and applications development) is excluded from this detailed field and included under 0613 'Software and applications development and analysis'."
"687671b3ebd2bf665349a433","http://data.europa.eu/esco/isced-f/0715","7939ba5d-cfd9-4848-b1a4-e40a690038e4
f200e41d-6cb7-42b3-a5c7-17895357df9d
39985dcd-b646-4e5a-906c-1dcb3f702f8d
ca3e59ad-8037-4f1b-aed1-1c71e1c804ec
25613eef-f8b1-48bc-a2bd-32c05c5d023a","","","mechanics and metal trades","mechanics and metal trades","Mechanics and metal trades is the study of planning, designing, developing, producing, maintaining and monitoring machines, mechanical plants and systems and metal products. It includes designing and maintaining machines which produce goods and services. The focus of study in this detailed field is machines, mechanical systems and metal products.
Programmes and qualifications with the following main content are classified here:
Gunsmithing
Hydraulics
Locksmithing and safe repairing
Mechanical engineering
Mechanical trades
Metal casting and patternmaking
Metal fitting, turning and machining
Metallurgical engineering
Precision mechanics
Sheet metal working
Steel production
Tool and die making
Welding

=== Exclusions
The study of motor vehicle mechanics and engineering is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'."
"687671b3ebd2bf665349a434","http://data.europa.eu/esco/isced-f/0716","9f6e61cd-a978-44f6-8012-6d2b6fc23c08
40642a4d-f38e-42d8-baf6-0bd4309a6854
1cebfc1e-d0b3-4f17-ad06-3b399524c91e
0c075a31-6e9e-4cc3-bf4b-6c3ac4ef2ea3
b0c46a1b-86bf-47b9-b3a5-7bfd5e4c6203","","","motor vehicles, ships and aircraft","motor vehicles, ships and aircraft","Motor vehicles, ships and aircraft is the study of designing, developing, producing, maintaining, diagnosing faults in, repairing and servicing motor vehicles, including earth moving equipment and agriculture machines, ships, trains and aircraft. Typical is the combination of studies in both metal structures and motors.
Programmes and qualifications with the following main content are classified here:
Aerospace engineering
Aircraft engineering
Aircraft maintenance
Automotive electrical systems
Automotive engineering
Avionics
Coachwork
Marine engineering
Motorcycle engineering
Panel beating
Shipbuilding
Train repair and maintenance
Vehicle building and repairing
Vehicle varnishing/spraying

=== Inclusions
Study of vehicle electrical systems is included here.

=== Exclusions
Study of producing and repairing non-motorised vehicles is excluded from this detailed field and included in 0715 'Mechanics and metal work' (e.g. bicycles) or 0722 'Materials (glass, paper, plastic, wood)' (e.g. non-motor boats)."
"687671b3ebd2bf665349a435","http://data.europa.eu/esco/isced-f/0719","b0c0ecd6-01ec-48b5-8186-eceac73b4ef3
8b7d3bd4-6068-49bc-82d9-c305162b1557
8f3fb167-a227-43c5-96dc-49cad7a1c631
1997a600-3dc1-4ccf-a47c-92648399c957
d157d726-72d2-4a75-b197-99ab1debe053","","","engineering and engineering trades not elsewhere classified","engineering and engineering trades not elsewhere classified","Engineering studies not covered by other detailed fields are classified here:
Nanotechnology"
"687671b3ebd2bf665349a436","http://data.europa.eu/esco/isced-f/072","715c0174-5c60-453d-a794-099ee0dab254
e8b54b7d-09d2-448b-a3a7-e6dfaad2f17b
ec687559-f9a6-4981-a6d8-ba7e56ab0f8a
e059c36a-c5ef-4a91-9464-0055231266a4
d7273304-c6fe-4ff7-85a5-ab98eca11b93","","","manufacturing and processing","manufacturing and processing",""
"687671b3ebd2bf665349a437","http://data.europa.eu/esco/isced-f/0720","f33b15b8-03bc-4a55-82ca-4ece19abbb52
38b5a3a6-1586-4147-801a-2a584476e0dd
fba832a9-66d7-4f1f-a8d5-1553ed0ba3f1
cb42a231-db72-4b2b-90dd-14e9cf62bf91
7e2a535b-6bc3-4d4e-bb8c-5ed8ffe7ec08","","","manufacturing and processing not further defined","manufacturing and processing not further defined",""
