OCCUPATIONOBJECTTYPE,REQUIRING,RELATIONTYPE,REQUIRED
ESCOOccupation,a30c2f6e-2575-4863-9d05-a62868db0711,optional,1f528cb5-e0e2-49b2-9d19-0b3ab8df2b5f
ESCOOccupation,a30c2f6e-2575-4863-9d05-a62868db0711,optional,547fa743-936f-4aa3-be85-3307fe13d0d3
ESCOOccupation,a30c2f6e-2575-4863-9d05-a62868db0711,optional,ead6d4dd-7477-4064-aaf7-84f16eda1750
ESCOOccupation,3c6dda3f-b030-40f9-93ad-d02b114d34dc,optional,6c8505e4-84e1-4e2e-9a52-2caeb8059861
ESCOOccupation,0f039684-076e-406d-9c6b-3b775ad9d5ee,optional,8104ea5e-6584-4ee3-ada7-1f9509d71e65
ESCOOccupation,36094b4b-086d-4546-b356-33b88b2de1ed,optional,37ca7fb6-e786-4c30-90e5-51159bedeeb1
ESCOOccupation,1c5793eb-ee23-4967-a90a-824a0699f230,optional,abc0078e-0014-4e0d-9cd1-e22a50c9ce2c
ESCOOccupation,43f4b0bd-1cbb-48ff-b65e-cd1aa7d03548,optional,c4e2a7a9-b22e-46c2-a6d9-c731e3a724b6
ESCOOccupation,43f4b0bd-1cbb-48ff-b65e-cd1aa7d03548,optional,1421bd42-87e3-4108-b434-a9ca3448ec01
ESCOOccupation,a54b4ece-cfdf-4e65-b1cb-da67099345db,optional,8bad9bc0-70ec-4c8c-8a97-c46517276f21
ESCOOccupation,3f6491d1-f8fe-4015-9f8d-9fd6cf56dde0,optional,fbfe9647-a969-4dbf-a43d-75d4cc2d9f88
ESCOOccupation,161ac993-1a7f-47f3-9285-d9ad76499cab,optional,a53c62d1-348f-4a2a-bdb6-e2ae8254f951
ESCOOccupation,cc78e1d5-737c-4186-8e40-7b166a6ca017,optional,33345165-d35c-46be-9fdb-d7e2937cb794
ESCOOccupation,fe42966d-e071-4183-adb5-7dcca1e62146,optional,a2f48941-855c-4e9d-8e8c-8cb8d21f6af2
ESCOOccupation,d31f5e45-a136-4e4f-bbed-0b6a2d65567d,optional,c5505fc3-7c43-4613-afff-98b95e38866c
ESCOOccupation,37c0d94a-45c1-4dbd-acde-871bfded1a7b,optional,e09e5e8e-2b2a-4d21-bf40-5a75494ce8f1
ESCOOccupation,4b3d7b79-7919-43f6-abe2-9c421cb137e7,optional,17660efb-e198-4eac-95d8-676c72cb9b44
ESCOOccupation,4b3d7b79-7919-43f6-abe2-9c421cb137e7,optional,d7e58142-6b2b-4541-826a-4337465279eb
ESCOOccupation,4b3d7b79-7919-43f6-abe2-9c421cb137e7,optional,7d83b6bf-635d-4bef-bbe0-fc225c930e24
ESCOOccupation,8d903cac-7c7e-48de-82d4-2d534a613468,optional,9d214946-1354-4aca-8b7b-b43ff82230c6
ESCOOccupation,877cb242-a827-41b5-96b4-ff076bd97dc1,optional,ebb30bdc-2f2a-45ca-859b-26f61f21a63c
ESCOOccupation,2560ec7b-a8df-40c3-a2d4-75da44b51584,optional,f2dc8705-0f70-40aa-8b83-b4a991322fb5
ESCOOccupation,2560ec7b-a8df-40c3-a2d4-75da44b51584,optional,806efb9d-2b52-4bf0-9a31-b47d3e01135d
ESCOOccupation,e70ea8d7-6c9d-455e-a1cf-01bbe353f68e,optional,6fac3b9e-3c1e-4115-8b59-2f2fb08e2560
ESCOOccupation,ff2af3ee-fb43-49a5-b77f-1362c36683a6,optional,9f434d9a-23e8-4fdd-af2f-46a3b72b3a98
ESCOOccupation,4eee3ff8-5f7b-472e-b250-2a5d379288c7,optional,fb6a582a-3362-4811-8103-047f4c33457a
ESCOOccupation,4eee3ff8-5f7b-472e-b250-2a5d379288c7,optional,b2e9afed-9403-4105-ae97-d57d51e61b1d
ESCOOccupation,4e27effe-8890-425f-a3d7-8ab54c9c31dc,optional,473f7504-dbb0-42cf-ac43-26151b76880f
ESCOOccupation,73005cfc-b231-4aea-8f34-6ca564d57808,optional,05c26ab2-b7c4-40dd-b25e-33cc227f7dea
ESCOOccupation,394ec1af-5011-418c-b19e-90cc5996e4a6,optional,58c50e03-4d7a-4f8e-82eb-0c8584844a69
ESCOOccupation,394ec1af-5011-418c-b19e-90cc5996e4a6,optional,5939d8c3-c4f7-4fad-9414-2fa9054e4d99
ESCOOccupation,394ec1af-5011-418c-b19e-90cc5996e4a6,optional,639cb8be-1de5-41dd-86a1-0ece698a4938
ESCOOccupation,1c00a5ff-989d-4467-88bf-7d10e7671d15,optional,481fee72-b457-445a-811b-4fe36d163184
ESCOOccupation,9aa612f0-35d2-435a-8a02-03ecfad4951d,optional,17660efb-e198-4eac-95d8-676c72cb9b44
ESCOOccupation,acb4c967-ef47-4916-841b-b1eedcd2905c,optional,eda5a0ec-b21b-4c0f-a85f-9281494165ad
ESCOOccupation,93afd7fd-ffdc-4b37-b714-2dee5bfaa62e,optional,db9eabcd-7482-4e72-a40a-20284b0647a7
ESCOOccupation,93afd7fd-ffdc-4b37-b714-2dee5bfaa62e,optional,26fd08d2-d8b8-43de-9272-ba877489cb60
ESCOOccupation,93afd7fd-ffdc-4b37-b714-2dee5bfaa62e,optional,8701addc-08cc-4768-ad0f-eee436ba37a2
ESCOOccupation,37479b4d-be26-4dba-abcf-ab77f1e022d3,optional,4fcc3b0a-bfd6-4155-b757-c264f2b6f953
ESCOOccupation,37479b4d-be26-4dba-abcf-ab77f1e022d3,optional,fa6ba20f-4cb6-4241-97c0-e43b184d8488
ESCOOccupation,e144ca97-a8a8-4f61-b05f-95c1c6c5d64a,optional,977b2c9e-f53e-40dc-aa34-dc5f6a503af2
ESCOOccupation,06e93a88-7e18-413f-971e-1095d86186c0,optional,e3ba7522-a508-472a-a03a-dbe638a717c1
ESCOOccupation,5c369453-28cf-4fdc-bbeb-365c8b5dcd0f,optional,e24c4fd7-3f34-41f6-95fb-9c0feb9d7211
ESCOOccupation,5c369453-28cf-4fdc-bbeb-365c8b5dcd0f,optional,1421bd42-87e3-4108-b434-a9ca3448ec01
ESCOOccupation,83082160-8ce6-46ab-9a8d-c37bfc1743c5,optional,cc25145a-f5fb-401c-85ee-32224a15ab4c
ESCOOccupation,cb2c33c3-089e-4ea9-b843-7f9717d2053e,optional,74903791-2b0f-490f-8fee-a18c02a39022
ESCOOccupation,cb2c33c3-089e-4ea9-b843-7f9717d2053e,optional,3712b044-a714-4e31-8788-ff26f2da3642
ESCOOccupation,39b72383-849a-4ac6-ac97-aff32abd3844,optional,a2918d4b-b52a-4765-94c8-b89f929b77f6
ESCOOccupation,96ac1af5-1f1d-4cc3-9d7b-97d5134301b8,optional,dc9ac5dd-3025-4ea6-95b1-769c7dc473b2
ESCOOccupation,64c1a569-65ed-4d21-8d27-f1191ef81424,optional,c9c4eb96-1d4a-4c93-a5f9-9bcef5c6c07a
ESCOOccupation,72645a4b-f817-4007-bcc4-0f40727c9464,optional,45eeeffa-ac47-48a4-9920-100d2ce4f7ca
ESCOOccupation,879cbf70-2efa-4259-a195-2b46c9337a79,optional,81524fc7-004d-405f-b4db-920f5753437c
ESCOOccupation,678063bc-28bd-4827-ac29-eda53e0de620,optional,340443bd-1537-4bdd-a8f0-d1947ad7ac7f
ESCOOccupation,678063bc-28bd-4827-ac29-eda53e0de620,optional,4dad2f10-3907-4d46-b469-c43c366cef90
ESCOOccupation,69e167fe-be3a-47e9-8e37-a04c2b13e1b6,optional,99a6132d-262d-4d22-8ad8-7aacdd8d2886
ESCOOccupation,498f1675-b4e2-4b67-a893-73d2cb5d35bd,optional,498bd75b-6529-4e2f-a47f-d6cd159d6d5a
ESCOOccupation,9cb67769-8f6e-481e-8b39-f4ba1939a36e,optional,74d28325-08cc-4787-8807-aadf1345af6b
ESCOOccupation,9cb67769-8f6e-481e-8b39-f4ba1939a36e,optional,205de4b7-3f3f-4b88-ab0f-d3e1670ed984
ESCOOccupation,8d8d900b-4f95-45cb-a6a1-da644c24f9d2,optional,0e744bd0-9971-41f2-85bc-5bfecd403102
ESCOOccupation,8d8d900b-4f95-45cb-a6a1-da644c24f9d2,optional,4bf8516c-e7ff-415c-8dc1-13a3f6b4a410
ESCOOccupation,9f6f04fc-31d4-4241-aeb5-e9475ded1f60,optional,261913d9-3b06-47f6-83ff-0f800f73e948
ESCOOccupation,a19d6a92-5587-4ebb-9795-75f0277e25ab,optional,bc2d6961-8bbf-493b-927b-bc9f2efdf0a0
ESCOOccupation,8db95010-9942-4020-af0a-0d7568f8ee15,optional,3a66d346-f30f-4aec-9b78-0cdd02c57196
ESCOOccupation,8db95010-9942-4020-af0a-0d7568f8ee15,optional,f3868c81-b225-4db6-ae08-f8990d1a34f1
ESCOOccupation,984e341d-c3be-417a-9291-97b443611317,optional,831f4090-5693-446b-ab8a-6b0139ec62e3
ESCOOccupation,9e549288-9a9a-4f56-a6a8-1f2eda7b96a4,optional,ed28c26a-a8f2-4ccf-a73a-70801c48db76
ESCOOccupation,2bd1e08c-070e-47e3-810a-2847c658c40f,optional,95cc7c2e-1445-447e-af20-506ca1bf91d7
ESCOOccupation,b7ab4b60-8aaf-45b4-a2e0-21d9dbf286b5,optional,181e8a66-7081-41b5-8ccd-1339feec9165
ESCOOccupation,559ba932-3b5a-4cbe-b65a-5e9dabd5b890,optional,50d3d585-5e1a-4e23-81eb-801cf1c52a2e
ESCOOccupation,98058ee0-0aec-4eb5-88f8-47918bc43d24,optional,95f361b2-3cdd-45c5-9fd3-30a0c3e82c57
ESCOOccupation,6e03f8cb-3c83-4542-9f50-b78edab8eb4c,essential,4cc2b1ff-1a8e-439c-b286-e0698e3f0c05
ESCOOccupation,a3ffaf6c-f554-490e-9a74-b661d864be67,optional,ce757f96-3795-41de-9864-adc34b53605e
ESCOOccupation,a423cb5f-f0db-42df-8e57-70e68fd78fbd,optional,68f4034c-8296-4e07-84f7-26dd08c6ef48
ESCOOccupation,0525cf29-4a1e-4190-baaa-bdcabeb1d15d,optional,6df3b088-6f6a-44bf-8786-25aa1164622c
ESCOOccupation,ce1d63d7-6bf7-4ff2-ba8e-6e78b13cee32,optional,50f57e2b-74fa-44f6-942e-89d33c76460c
ESCOOccupation,e41e7985-31f6-4b33-9e79-47f6f269e61d,optional,e89f9bc2-b4af-4f6a-8ae5-ed36f6a43f3e
ESCOOccupation,609cc862-64ce-48ab-922c-8b95737e43e1,optional,cce6e586-7c6a-4c5f-8f7e-12909f4fcd6f
ESCOOccupation,c41825c6-dfb1-4ecb-9ec7-e178953b65a3,optional,6edb2a2b-d6e4-4c45-b3b7-e11002f0477c
ESCOOccupation,7f59b6be-8d45-4854-853f-df9d4a6b3432,optional,08a578d0-41d2-499d-9628-ee95369f611e
ESCOOccupation,c80a96d0-96df-4e78-a3be-830e0d04edf9,optional,57c08941-a656-4825-b808-b259b6bf404f
ESCOOccupation,c80a96d0-96df-4e78-a3be-830e0d04edf9,optional,5f070311-b210-49ea-865b-619f9406bf4b
ESCOOccupation,cc71ce4e-3bec-4ce9-92a8-43b27e33f218,optional,0a03e565-34a4-4ddb-aa8b-3167484b6708
ESCOOccupation,9f15569a-9d0f-46f8-95f1-82930fe0f644,optional,d4d83cd5-7dd8-47a7-af10-5e8c6d6fe88e
ESCOOccupation,c8007733-e05c-415f-ba76-be7de5d53a8a,optional,5180a2c3-3415-496c-a938-2718352a796a
ESCOOccupation,c8007733-e05c-415f-ba76-be7de5d53a8a,optional,5081eb5c-4aac-418d-b411-bedce78cc296
ESCOOccupation,ab81f1ee-6a7e-4ce1-b96f-10ee72e944ae,essential,c3d252f3-e0cd-4fe7-b356-5d3263e7f3a7
ESCOOccupation,ab81f1ee-6a7e-4ce1-b96f-10ee72e944ae,essential,af1c80c3-c8c0-4f92-a8e1-fdd9a7092631
ESCOOccupation,ab81f1ee-6a7e-4ce1-b96f-10ee72e944ae,essential,d4b48d44-eaa1-4a5d-b7ad-f88b4ce55e44
ESCOOccupation,ab81f1ee-6a7e-4ce1-b96f-10ee72e944ae,essential,ab9893cd-4430-45f1-87d9-d60cdd359639
ESCOOccupation,ab81f1ee-6a7e-4ce1-b96f-10ee72e944ae,essential,b0132ffe-97b7-4d3d-8730-6211e2bbc3fb
ESCOOccupation,01b368d2-9e82-4d7f-bf66-d699b6a2b4b2,optional,481fee72-b457-445a-811b-4fe36d163184
ESCOOccupation,01b368d2-9e82-4d7f-bf66-d699b6a2b4b2,optional,bcc227e1-66fd-4ecb-8192-7cabcd5431cc
ESCOOccupation,01b368d2-9e82-4d7f-bf66-d699b6a2b4b2,optional,74d9c260-7897-4112-baf5-46da1873d858
ESCOOccupation,73520743-d1db-4e05-a1fd-93f08f1fadff,optional,f024b318-7550-45f5-9337-89bdd97d0d80
ESCOOccupation,d1332fb9-0822-4176-850f-136fc1350e91,optional,2b55dad1-9597-4807-b584-cff83df073be
ESCOOccupation,d6b5d211-4f02-42aa-be64-f8eae9a124ce,optional,c26c133e-e0ae-49e5-826d-b2b5a59a3cd4
ESCOOccupation,5722b6ac-fe08-4427-af0a-559defd2cec5,optional,80f7a653-4e3c-4e30-8bba-9b8fafc7c7e6
ESCOOccupation,1ba0531b-861c-48aa-be6e-d4e1e3b4945e,optional,17660efb-e198-4eac-95d8-676c72cb9b44
ESCOOccupation,1ba0531b-861c-48aa-be6e-d4e1e3b4945e,optional,d7e58142-6b2b-4541-826a-4337465279eb
ESCOOccupation,1ba0531b-861c-48aa-be6e-d4e1e3b4945e,optional,7d83b6bf-635d-4bef-bbe0-fc225c930e24
ESCOOccupation,ec0fee94-c5ba-4e02-ba69-0f69e0734a12,optional,b9aace8a-3298-48b7-b792-203b60c6b867
ESCOOccupation,ec0fee94-c5ba-4e02-ba69-0f69e0734a12,optional,460f9643-939f-4114-8c54-898570346574
ESCOOccupation,67a62b8b-82df-4182-9909-f3b594a1abdb,optional,e74f4544-7f79-4fce-a36f-cafae9ccaf2a
ESCOOccupation,67a62b8b-82df-4182-9909-f3b594a1abdb,optional,205de4b7-3f3f-4b88-ab0f-d3e1670ed984
ESCOOccupation,67a62b8b-82df-4182-9909-f3b594a1abdb,optional,7ce574fe-6a03-442b-b61b-51b131f3b3da
ESCOOccupation,67a62b8b-82df-4182-9909-f3b594a1abdb,optional,11d2d96b-0d60-4a69-91ea-407ff6e062b0
ESCOOccupation,488dfe78-3736-4b5e-9269-1db5e3d37462,optional,d3ddb625-f47d-4bb4-9783-b4c5c5aa2847
ESCOOccupation,f8dfd636-ee08-48f9-89b0-5b8138254290,optional,c8a5c805-7bd9-467a-9b57-7da2177fb91b
ESCOOccupation,9b3a0db3-98df-44cf-a425-0b5e905fd94d,optional,5a00d78e-0d46-40cc-9b2e-3abbb163151d
ESCOOccupation,6e007b16-821e-4266-98e6-89004a488bba,optional,e5d97880-ac81-4bf1-90b5-df05c43ba2ce
ESCOOccupation,6e007b16-821e-4266-98e6-89004a488bba,optional,a180a26d-e7d5-44d6-b8cc-c7e92346e7dc
ESCOOccupation,6e007b16-821e-4266-98e6-89004a488bba,optional,5dd9b001-53b3-4388-a74f-5e2554119f4e
ESCOOccupation,6e007b16-821e-4266-98e6-89004a488bba,optional,2be18cab-279f-40bc-9929-948fa15fecf7
ESCOOccupation,6e007b16-821e-4266-98e6-89004a488bba,optional,1e9eb984-6b3c-4897-8ab1-6ccebd4eb7a8
ESCOOccupation,e8d4d4f5-d1f1-4c00-8734-ff146442b761,optional,a01d0ecd-e3fc-4955-a176-c1438343abe7
ESCOOccupation,69b05239-68ba-4617-8ac5-142c5986bad6,optional,812a07ee-cc81-4c8b-a8f1-127785e69f2c
ESCOOccupation,69b05239-68ba-4617-8ac5-142c5986bad6,optional,d5b71f3e-2aab-4b25-9bb8-9018664645fd
ESCOOccupation,dc81da5d-9c4a-43a9-a917-4e0d03d0ed36,optional,83b67340-ad40-4d73-b233-2fa00b4788fe
ESCOOccupation,d02216da-c4c3-4fec-a7ba-ab951773f177,optional,c6f36a22-d95d-4f7d-9451-fb9c8f2a9e5e
ESCOOccupation,d02216da-c4c3-4fec-a7ba-ab951773f177,optional,e64732a7-7eb3-4e01-8a69-5f3b68f2d305
ESCOOccupation,d02216da-c4c3-4fec-a7ba-ab951773f177,optional,cc25145a-f5fb-401c-85ee-32224a15ab4c
ESCOOccupation,d02216da-c4c3-4fec-a7ba-ab951773f177,optional,338b0406-6947-4b7f-bc77-c52e0e0ba669
ESCOOccupation,d02216da-c4c3-4fec-a7ba-ab951773f177,optional,17d72336-21d3-4396-b01b-da518cfc0bc6
ESCOOccupation,7c49a8d1-e241-4970-987d-656b5a4719f3,optional,9088818f-79f9-4336-a272-8023019a66f1
ESCOOccupation,7c49a8d1-e241-4970-987d-656b5a4719f3,optional,55310da1-393a-490e-b8c6-3f880aa23046
ESCOOccupation,a3ae69cf-b45d-4994-bb7a-c8dde78661e5,optional,5e21be71-72f6-4b5a-8d1e-1bf7e8983af4
ESCOOccupation,b5cea6e4-ad5e-430b-a7af-6a6393d0dd23,optional,e5d97880-ac81-4bf1-90b5-df05c43ba2ce
ESCOOccupation,b5cea6e4-ad5e-430b-a7af-6a6393d0dd23,optional,a180a26d-e7d5-44d6-b8cc-c7e92346e7dc
ESCOOccupation,b5cea6e4-ad5e-430b-a7af-6a6393d0dd23,optional,1e9eb984-6b3c-4897-8ab1-6ccebd4eb7a8
ESCOOccupation,284aaabe-e4a4-4942-ac48-a05a9eff560c,optional,f0485da2-0a57-4e92-93dc-a57f61d665eb
ESCOOccupation,76bb18e0-4965-479f-b15b-c5384763bd21,optional,a00665e7-2815-41be-b919-6441dc686f4e
ESCOOccupation,72d59421-f622-4a7f-8b19-7110d48df0f1,optional,20fc4ffb-e17f-4066-846a-317e610f4d35
ESCOOccupation,b07901a8-73b8-4241-bffe-13039f623a2d,optional,261913d9-3b06-47f6-83ff-0f800f73e948
ESCOOccupation,c3d252f3-e0cd-4fe7-b356-5d3263e7f3a7,optional,f7d69ac8-e70c-47fd-ab03-3b9ca864e0d0
ESCOOccupation,0d5b5a05-6478-4576-b9ad-b6c654e814a6,optional,17660efb-e198-4eac-95d8-676c72cb9b44
ESCOOccupation,0d5b5a05-6478-4576-b9ad-b6c654e814a6,optional,46a41fe1-f242-4268-9e31-2ec6716c527c
ESCOOccupation,889e13a4-467f-446c-ad5d-58f7ea2c6a17,optional,6c6c0db9-2403-4431-9a2d-f86744f020d3
ESCOOccupation,af7c6d73-0084-411d-a7c8-fc35d1757514,optional,36d47403-50b7-49df-9f40-12647f973eba
ESCOOccupation,984eb68d-3484-46da-92da-1241193da4a4,optional,a9dd2c74-df4e-4995-849c-c75abe344dcc
ESCOOccupation,8c674649-f6ab-4604-9b9d-30c2004054a3,optional,0840003f-54ab-45d4-ad76-1b4e783e7da4
ESCOOccupation,2f6d7d46-b6fa-4996-a966-9ff63d07d77b,optional,79961479-bed7-4192-86cf-e3b23d0df0f2
ESCOOccupation,8ce4f888-f931-441e-9ec1-082981a33893,optional,5a676a3f-25b6-4926-bc85-40d747b89154
ESCOOccupation,93d01409-51a9-4c72-9b0d-b58020bb82db,optional,99a6132d-262d-4d22-8ad8-7aacdd8d2886
ESCOOccupation,1903648f-9339-42ee-95dc-5dd20baaddfd,optional,aafc862a-c659-4bd4-834f-6d2538a866b1
ESCOOccupation,9a51ceff-bacc-4a2d-9dfc-a188b2778f07,optional,00bcb80a-abed-49ff-a062-9190703332fc
ESCOOccupation,1e5787f4-151c-4732-ad68-19bb7e8ed3af,optional,f13a65e2-7e0d-438d-a8c8-61cb9468534c
ESCOOccupation,1e5787f4-151c-4732-ad68-19bb7e8ed3af,optional,b0c62845-a780-44b4-85fd-cbe134d39703
ESCOOccupation,fa229383-258f-4f80-9035-e8dabe17699c,optional,a8e2affc-78d3-4a14-a469-d9efd55b158b
ESCOOccupation,08792080-8951-45db-a846-d64b826e5853,optional,958a8e2b-b388-48ff-9d73-28c90ba9f680
ESCOOccupation,08792080-8951-45db-a846-d64b826e5853,optional,fb760337-b81c-4b3e-be37-4b81a3d47cab
ESCOOccupation,08792080-8951-45db-a846-d64b826e5853,optional,e52becd5-cd90-4169-ace1-445302e72126
ESCOOccupation,e0a9d32f-2f79-41d9-a146-5fc3921d3343,optional,3f9479b8-ffe8-424f-8826-da551ebec7a9
ESCOOccupation,e0a9d32f-2f79-41d9-a146-5fc3921d3343,optional,b48d762b-af7a-4517-a31a-9671a5218a71
ESCOOccupation,44feae44-b73e-45b0-a3c6-2148f882ad8c,optional,853fb153-cbc6-4725-bb1b-bb5ec2302822
ESCOOccupation,44feae44-b73e-45b0-a3c6-2148f882ad8c,optional,09733b60-6adc-4d4c-b852-fde7215bd452
ESCOOccupation,1ad8e3d1-a4a7-4cee-8623-53aa3401c1b8,optional,83845839-c874-49b9-85ec-04c7a1a4dc59
ESCOOccupation,494fba83-451e-4941-a46d-d488831f79c2,optional,3a2a192a-7f73-4721-b40a-1b6a8602f858
ESCOOccupation,783013d9-8c01-4f5e-8279-9c19ec5a8eb1,optional,a8929e20-2b66-4c67-85ad-abe6eb98df5e
ESCOOccupation,6d2d7f66-de43-4517-9834-34c3bd804932,optional,57c08941-a656-4825-b808-b259b6bf404f
ESCOOccupation,6d2d7f66-de43-4517-9834-34c3bd804932,optional,5f070311-b210-49ea-865b-619f9406bf4b
ESCOOccupation,6d2d7f66-de43-4517-9834-34c3bd804932,optional,60ec42c3-6a62-490e-850b-dd7b92de0276
ESCOOccupation,224db57d-39b8-431d-935b-72fbf10b69a6,optional,dab48b25-de04-4cbf-a12d-52dcffb4ebbe
ESCOOccupation,830dc1ba-3c76-40cc-8347-8dd3a1d4c676,optional,9e0a541d-e453-47d9-b537-8dd47cdd0e98
ESCOOccupation,6fac5f9e-fa9c-48b9-8e2f-2f66351eb476,optional,62612a2f-20d4-46db-a2a3-6b27823a0e9e
ESCOOccupation,2b9c2219-acce-4f8c-b9e5-c62db52b8421,optional,cfdf7f82-d7c6-411d-a6fc-4eedd8c23ca1
ESCOOccupation,8fdd1ebc-3769-4f1c-9355-c94a1e8e8a52,optional,36d47403-50b7-49df-9f40-12647f973eba
ESCOOccupation,0435dfd9-2f33-4d79-98a0-f65bea6d2f1b,optional,5d3b1454-531d-45cc-8a96-ff18b54dccdb
ESCOOccupation,0435dfd9-2f33-4d79-98a0-f65bea6d2f1b,optional,f83a8c3b-a5a5-4b03-8712-96d0720d5636
ESCOOccupation,6629f808-c24c-4098-b9ad-7f731c59d7b9,optional,399125c6-56d5-418f-ab86-8ff1d9e47cd3
ESCOOccupation,6629f808-c24c-4098-b9ad-7f731c59d7b9,optional,fd9fee1d-e8fa-4fd7-8f9e-a0a228cca141
ESCOOccupation,6629f808-c24c-4098-b9ad-7f731c59d7b9,optional,0dc267af-b709-49c9-a958-beac32a9ec2b
ESCOOccupation,be7f2f25-1947-427a-8c08-511aedb6dfcb,optional,98361162-ea53-4705-8c10-27edb0e65041
ESCOOccupation,be7f2f25-1947-427a-8c08-511aedb6dfcb,optional,853c1891-08cd-4774-9181-19ab3cab99d2
ESCOOccupation,be7f2f25-1947-427a-8c08-511aedb6dfcb,optional,c536f054-6315-46cf-afdb-aee2f668222c
ESCOOccupation,b6175582-a559-463d-a0d4-5405fdb9c71c,optional,69d1344b-73a5-4139-9e72-16a049171d30
ESCOOccupation,b6175582-a559-463d-a0d4-5405fdb9c71c,optional,ea7c3670-e3b1-440a-ac2d-d95968f749ac
ESCOOccupation,b6175582-a559-463d-a0d4-5405fdb9c71c,optional,d142e3fa-7765-4cbf-8b27-a7eb334ab2f5
ESCOOccupation,82cc724b-b018-45d3-8ec0-93fa5cfb8c8c,optional,cd7d8bcb-d441-42f4-bac9-b24d1c94ccf7
ESCOOccupation,82cc724b-b018-45d3-8ec0-93fa5cfb8c8c,optional,abf95074-6bbd-459b-8e51-c3d309f6c9a4
ESCOOccupation,8f0d32e3-575f-4412-9a4e-3827ad8e06ac,optional,e3eeece6-20bb-46ed-914d-8ce47b39fab9
ESCOOccupation,8f0d32e3-575f-4412-9a4e-3827ad8e06ac,optional,40312b7b-b05b-4084-a8cd-281b83018962
ESCOOccupation,8f0d32e3-575f-4412-9a4e-3827ad8e06ac,optional,53cc6825-430a-4167-afb8-2bfe20a0f41d
ESCOOccupation,64cef3cd-0851-4cf9-a0fa-23f4f6368aba,optional,4c0ea382-37d4-4ebe-ab0c-3e3d6b2f4aff
ESCOOccupation,b222a75f-c11f-421b-bd7f-4b8ebf529005,optional,a882cd2b-0c5f-4b6c-a732-3a66e6090dc2
ESCOOccupation,1d66b19b-273e-4ec6-a231-15fd5b274704,optional,fa43c7ed-39b6-4494-be54-6553cb151a13
ESCOOccupation,22b34895-56b3-4e45-974e-675ab74ad2a5,optional,848392cd-f8d7-4499-95ef-85fb7d5d72bc
ESCOOccupation,22b34895-56b3-4e45-974e-675ab74ad2a5,optional,68c87555-e30f-4402-8436-96a49b35f907
ESCOOccupation,22b34895-56b3-4e45-974e-675ab74ad2a5,optional,a70452d3-0284-4b51-92a5-02d1da9fca40
ESCOOccupation,22b34895-56b3-4e45-974e-675ab74ad2a5,optional,10316065-d134-4393-8e2d-32769c8b77a9
ESCOOccupation,29e6adef-1079-428a-b08f-bca94ddeb6db,optional,fcdbd5ad-ec6b-40b3-8ced-981ba8c7af87
ESCOOccupation,f4814934-37b5-4e30-8105-31e006341127,optional,c02edf3a-97bd-42e7-af06-a3e9c6550b64
ESCOOccupation,ad9a61a0-f43b-4c4d-8410-9c02f1d37a4a,optional,c7f3eed7-23b9-4b59-8fa3-04758943a195
ESCOOccupation,400684d3-e7b4-446c-895e-be125fbeb73e,optional,b85bf577-7c74-40a8-bb72-3c40e850e968
ESCOOccupation,400684d3-e7b4-446c-895e-be125fbeb73e,optional,a44e467f-104e-42c8-8ec6-b212b8dbe134
ESCOOccupation,4ba77edb-4b77-483c-adba-1aa7554460a6,optional,3712b044-a714-4e31-8788-ff26f2da3642
ESCOOccupation,67d2986b-a51a-4607-ac2e-23ba4837705e,optional,125e9f10-a580-4024-86e4-b9303acda675
ESCOOccupation,04942b38-125e-45f4-a05c-a03c3c5b49e0,optional,dc9ac5dd-3025-4ea6-95b1-769c7dc473b2
ESCOOccupation,570531a5-cb97-4357-b228-b083cb5ddef9,optional,81524fc7-004d-405f-b4db-920f5753437c
ESCOOccupation,7da282d0-2ce6-4c8c-9e5f-fbeff7afef44,optional,45a66638-5eaa-4def-87c2-6eb85db71dc2
ESCOOccupation,7da282d0-2ce6-4c8c-9e5f-fbeff7afef44,optional,6b7311be-e312-4a13-b1a9-2f90b0c05089
ESCOOccupation,ee9a9fcd-8b4e-4f3f-9f53-4633cb11ae63,optional,60892801-479a-43d3-8721-9ccb72ec48e0
ESCOOccupation,ee9a9fcd-8b4e-4f3f-9f53-4633cb11ae63,optional,1a0fb06e-d01a-41df-9c4d-a74d92c4ea69
ESCOOccupation,4e6f16b5-80fe-48df-ada6-995296b8db7e,optional,1b1806de-d48b-42a5-9f6b-24e5b83dc5b8
ESCOOccupation,3b8ec408-f944-45ba-a155-564554d5971e,optional,7a93d5c0-134f-4635-b4c6-636561f83f05
ESCOOccupation,578f9a9d-58a8-4ab4-a8d3-fabf4692f9a0,optional,98c960b1-9949-455c-a430-5ef6b5e99749
ESCOOccupation,578f9a9d-58a8-4ab4-a8d3-fabf4692f9a0,optional,95cc7c2e-1445-447e-af20-506ca1bf91d7
ESCOOccupation,4aa9ccf4-3233-4981-afad-b5d46701d2ed,essential,0972ceed-6cd2-4442-b93a-b2e9f54722d6
ESCOOccupation,4aa9ccf4-3233-4981-afad-b5d46701d2ed,optional,023d6d11-54aa-4a91-89bb-9445dbef798c
ESCOOccupation,1769b731-8f57-48f4-986b-30739ac4736b,optional,9ba065b6-8b97-4282-b66c-6b79f1fb8c92
ESCOOccupation,1769b731-8f57-48f4-986b-30739ac4736b,optional,c74faea2-74a2-4292-8d8c-6671c5b00525
