ORIGINURI,ID,UUIDHISTORY,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED
http://data.europa.eu/esco/occupation/364e61ab-1631-4fe1-a170-e88797aad6f9,key_15835,bb9a01ae-1e6c-49ca-802f-0a33d9e1a30f,8111,8111.2,driller,"earth driller
driller
drillers assistant
assistant driller","Drillers set up and operate drilling rigs and related equipment designed to drill holes for mineral exploration, in shotfiring operations, and for construction purposes.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/36b11444-8634-4194-b679-ed302acdfb22,key_15836,5cf8c0b6-79df-40c2-aa22-1e700f66cd42,8160,8160.23,coffee roaster,"coffee bean roasting specialist
coffee roaster
coffee bean roasting expert
coffee bean roaster","Coffee roasters control gas fired roasters to dry coffee beans. They dump coffee beans into roasting ovens and once roasted, they compare colour of roasting beans against specifications. They perform cooling of the beans by operating mechanical blowers. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/371885b5-0f93-406f-b96a-58ecd5bbc3ce,key_15837,7b878f1f-4071-43c8-89eb-1809510220d7,7543,7543.9.2,leather goods quality controller,"leather goods quality analyst
leather goods quality control officer
leather goods quality controller
leather goods quality inspector","Leather goods quality controllers analyse visual aspects of the leather goods related to appearance, robustness, absence of wrinkles, straightness of seams, cleanliness and colour uniformity, compared to the specifications. They also perform expedite tests.",,"Excludes people performing laboratory control tests. 
Excludes people performing managerial activities.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3723d7a6-7e65-4735-8235-cb01fb661b2f,key_15838,d5d2bc04-3e38-4683-8bd9-9dd5f40c2707,8171,8171.6,paper pulp moulding operator,"paper pulp moulding machinist
paper pulp moulding machine specialist
paper pulp moulding technician
paper pulp moulding worker
paper pulp moulding operative
paper pulp moulding specialist
paper pulp moulding machine operator
paper pulp molding operator
paper pulp moulding machine technician","Paper pulp moulding operators tend a machine that moulds paper pulp in various shapes, usually for use in lightweight but sturdy packaging material, such as egg boxes.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/373db468-bd25-4b67-a6e0-4ac79d9a9e85,key_15839,5ff3100c-476e-4e61-a863-72b1f04434ad,9211,9211.1,fruit and vegetable picker,"fruit picker
fruit and vegetable harvester
fruit & vegetable picker
berry picker
vegetable picker
fruit and veg harvester
fruit and vegetable picker
farm hands
fruit and veg picker
crop harvester
crop picker","Fruit and vegetable pickers select and harvest fruits, vegetables and nuts according to the method appropriate for the type of fruit, vegetable or nut.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/37442765-f7bb-4ccd-9de1-4790296f3d37,key_15840,c7a73172-1d75-4614-a8d5-74ac773ff36b,5414,5414.1.9,security guard supervisor,"guard manager
guard supervisor
commercial security officers supervisor
guard chief
security guard supervisor
security officers manager
security chief
security guard manager
security supervisor
security guard chief","Security guard supervisors monitor and oversee the activities of guards who protect properties from vandalism acts and theft. They assign areas to be patrolled by guards on a regular basis, transfer the individual caught trespassing to police custody and develop safety plans and drills for the buildings and employees under their supervision.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/374d925a-107b-4c99-bc8b-75483441f062,key_15841,86a459b8-ff7c-4129-82e3-4051ba65bae2,2651,2651.1,artistic painter,"painting & drawing artist
creative painter
painting artist
drawing & painting artist
artistic painter
drawing and painting artist
sign painter
matte painter
painting and drawing artist
street painter
visual artist","Artistic painters create paintings in oil or water colours or pastel, miniatures, collages, and drawings executed directly by the artist and/or entirely under their control .",,Excludes people performing non-artistic painting.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/375137f7-5fc2-424e-9f63-d7ff4441c11e,key_15842,bda4a052-0835-41ce-a80d-9d54836371e1,7313,7313.1.3,jewellery engraver,"jewelry etcher
jewelry engraver
gold etcher
gold engraver
jewellery etcher
jewellery engraving designer
silver etcher
jewelry decorator
jewellery decorator
jewellery hand engraver
silver engraver
jewelry engraving designer
machine engraver
jewellery hand etcher
machine etcher
jewelry finisher","Jewellery engravers engrave lettering and ornamental designs onto jewellery articles, using engravers handtools. They sketch and lay out the lettering and designs on the article, cut the design in the article and clean it up.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/375a4d32-0950-45db-9d85-3fc2a86f1d85,key_15843,a9bd07a3-b081-4c8f-8406-0a17d606c2fa,8160,8160.50,starch converting operator,"starch converter
starch converting operator
starch conversion worker
starch worker
starch operator","Starch converting operators control converters to change starch into glucose or corn syrup. After processing, they test products to verify their purity.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3765a20d-5160-4e8f-82f1-ad7872b9db24,key_15844,0ae38ab5-e298-4649-9b5d-f4ea6ca67729,2622,2622.1,information manager,"knowledge manager
documentalist
information manager
information officer
information scientist
academic information coordinator","Information managers are responsible for systems that provide information to people. They assure access to the information in different work environments (public or private) based on theoretical principles and hands-on capabilities in storing, retrieving and communicating information.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf,key_15845,1eb28915-cf7d-4f2d-8393-431698042798,1324,1324.8.2,purchasing manager,"purchasing coordinator
purchasing office administrator
procurement and supply manager
purchasing manager
supply manager
purchasing administrator
purchasing and supply office administrator
buying manager","Purchasing managers are in charge of buying goods, equipment and services for their company, and try to ensure the most competitive prices. They are also responsible for negotiating contracts, reviewing the quality of products and analysing suppliers, and for the use and resale of goods and services.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/379a4f3f-4985-4764-8b2f-037946da855d,key_15846,2563be9e-eaed-4a36-a694-2ca7e4b4bf0e,3359,3359.6,gaming inspector,"gambling investigator
gambling supervisor
gaming investigator
gambling inspector
gaming inspector","Gaming inspectors, have the ability to deal and inspect all the respective games and carry out all gaming operations to the highest possible standards of efficiency, security and customer service in accordance with company procedures and current legislation. Their responsibility is to oversee all the irrespective games played, and ensure that rules are adhered to and players don't cheat. They are responsible for the maintenance of the equipment and handle all customer questions and complaints.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99,key_15847,2bb08756-056e-4357-a0bd-052891d435d8,4411,4411.1,library assistant,"library assistant
library technician
library clerk
assistant librarian
library services assistant
senior library assistant","Library assistants assist the librarian in the day-to-day activities of the library. They help clients find the materials they need, check out library materials and restock the shelves. ",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/37c44fdd-eff0-4e16-b459-b3a81fe663ec,key_15848,f166a9b6-84ef-40e1-bede-92883adef458,2320,2320.1.13,food service vocational teacher,"food service vocational instructor
cooking teacher
cooking instructor
food service vocational teacher
vocational teacher in food service
food technology instructor
food service teacher
teacher of food and hospitality
vocational instructor in food service
food technology teacher","Food service vocational teachers for food service instruct students in their specialised field of study, food service, which is predominantly practical in nature. They provide theoretical instruction in service of the practical skills and techniques the students must subsequently master for a food service-related profession. Food service vocational teachers monitor the students' progress, assist individually when necessary, and evaluate their knowledge and performance on the subject of food service through assignments, tests and examinations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/37c7880e-cfee-4c41-a41b-061682fefde3,key_15849,02ff0748-9365-4443-9b59-ec2a2d7b686b,7511,7511.1,butcher,"butcher
butchery expert
butchery worker
animal butcher"," Butchers order, inspect and buy meat to prepare it and sell it as consumable meat products. They perform activities such as cutting, trimming, boning, tying, and grinding beef, pork, and poultry meat. They prepare those mentioned sorts of meat for consumption. 
",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/37f7677a-97d1-420b-a8b0-09339472121f,key_15850,054feebf-43b9-448f-a5e4-b7e01209de78,3122,3122.3.4,machinery assembly supervisor,"leadingmachinist
lead machine operative
machinery assembly supervisor
machine charge hand
machine team leader",Machinery assembly supervisors monitor the machinery assembly process. They train and coach assembly workers to achieve production goals.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/37f92bd9-b14c-4ab5-82fb-545ba7ba3b8b,key_15851,f33cbbc5-f7b2-4eff-b507-b0f932f67960,1324,1324.3.1.6.5,china and glassware distribution manager,"china and glassware supply chain planner
china and glassware supply chain manager
graduate china and glassware distribution manager
china and glassware distribution manager
senior china and glassware distribution manager
trainee china and glassware distribution manager
china and glassware distribution planner
assistant china and glassware distribution manager
china and glassware logistics planner
china and glassware logistics manager",China and glassware distribution managers plan the distribution of china and glassware to various points of sales.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76,key_15852,ca85ff57-2919-4e35-8a26-a3013d5c2752,7543,7543.10.2,clothing quality inspector,"clothing quality inspector
clothing quality control inspector
garment quality controller
garment and textile quality controller
clothing quality control supervisor","Clothing quality inspectors inspect manufactured components and ready-made garments in order to classify them according to their quality by ensuring compliance with quality standards and identifying defects or deviations from specifications. They inspect and test products, parts and materials for conformity with specifications and standards. They ensure all work produced meets or exceeds the department's quality standards.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/38240cc5-d1d9-4de9-9480-29c51da291eb,key_15853,37c750d4-fbac-4da3-a1ad-6a9761de59ad,3118,3118.3.11,mechanical engineering drafter,"mechanical drafting consultant
mechanical design draughting inspector
mechanical drafting specialist
mechanical drafting adviser
mechanical technology drafting specialist
mechanics engineering draftsperson
mechanics engineering draughtsperson
mechanical design drafting operative
mechanical design draughting operator
mechanics engineering draughter
mechanical design draughter
mechanical technology drafter
mechanical design drafting inspector
machinery engineering draughtsperson
mechanical design draughting supervisor
mechanical engineering drafter
mechanical engineering drafting apprentice
machinery engineering draftsperson
mechanical drafting expert
machinery engineering drafter
mechanical draughter
machinery engineering draughter
mechanical technology drafting consultant
mechanical design drafting operator
mechanical design draughting operative
mechanical draftsperson
mechanical engineering draughting apprentice
mechanical design drafter
mechanical design drafting supervisor
mechanical technology drafting adviser
mechanical draughtsperson
mechanical technology drafting expert
mechanical design drafting engineer
mechanical design draughting engineer","Mechanical engineering drafters convert mechanical engineers' designs and sketches into technical drawings detailing dimensions, fastening and assembling methods and other specifications used for example in manufacturing processes.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3826cb92-27f5-40ac-8dad-70af5abd6036,key_15854,6e6fd1e1-983a-40ad-b92e-139020843b43,2422,2422.12.2,competition policy officer,"competition policy manager
competition policy officer
consumer protection officer
civil servant
entrepreneurship policy officer
policy manager for competition
policy manager","Competition policy officers manage the development of regional and national competition policies and law, in order to regulate competition and competitive practices, to encourage open and transparent trade practices and to protect consumers and businesses.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/38395ab3-766c-4c6c-8d96-430eff19ec8d,key_15855,bde80ce6-6124-48ca-90be-18d0169ba83f,5223,5223.1,car leasing agent,"senior car leasing agent
vehicle fleet leasing consultant
car leasing team leader
vehicle leasing sales agent
car leasing office manager
assistant car leasing agent
vehicle fleet leasing agent
graduate car leasing agent
car leasing team worker
trainee car leasing agent
vehicle leasing consultant
car leasing office worker
automobile leasing agent
fleet leasing consultant
car leasing agent
automobile leasing representative
fleet leasing agent","Car leasing agents represent businesses involved in financing vehicles, offering appropriate leasing schemes and additional services related to the vehicle. They document transactions, insurances and instalments.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027,key_15856,8f845b76-51b5-49ec-b46f-7b2af27901d6,3115,3115.1.9,marine surveyor,"maritime ship inspector
marine surveyor
yacht and small craft surveyor
inland water ship inspector
inland waterway vessel inspector
cargo surveyor
hull and machinery surveyor
marine warranty surveyor
marine surveyors",Marine surveyors inspect vessels intended for operations in maritime or open sea waters. They ensure that vessels and equipment follow the regulations laid down by the International Maritime Organisation (IMO). They may also act as third parties for the review of offshore facilities and construction projects.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3880e9e8-bc2b-48d9-8afc-a0f258c1c4b0,key_15857,fa07b206-f83e-4462-b138-6f55537a9ff2,3355,3355.2,police detective,"detective inspector
detective superintendent
police detective
detective constable
chief detective","Police detectives gather and compile evidence which assists them in the solution of crimes. They use investigative techniques to gather evidence, and interview all parties connected to their line of enquiry, and cooperate with other police department divisions to gather the evidence.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/388155cc-7ab8-46c7-8051-aefc7b276c84,key_15858,79de946e-2ef0-460d-b01d-43ec3442708c,3422,3422.5,sports official,"off-court official
referee
technical official
assistant referee
plate umpire
judge
sport official
on-ice official
on-the-water official
timekeeper
arbiter
touch judge
linesman
basketball crew chief
commissaire
field umpire
arbitrator
match referee
umpire
on-court official","Sports officials are responsible for administering the rules and laws of a sport and for ensuring fair play according to the rules and laws. The role includes applying rules during the sport or activity, contributing to health, safety and protection of participants and others during the sport or activity, organising sport events, establishing and maintaining effective working relationships with competitors and others, and communicating effectively.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/38a7f453-a7f0-45d2-a74d-5b92506e4a21,key_15859,55c77f92-cee1-4dc0-94f2-41a13fbeba38,3114,3114.1.2,computer hardware engineering technician,"IT engineering technician
computer hardware engineering technician
technician in IT hardware
computer hardware technician
PC hardware engineering technician
PC hardware technician
IT hardware engineering technician
computer engineering technician
technician in computer hardware engineering
technician in computer hardware","Computer hardware engineering technicians collaborate with computer hardware engineers in the development of computer hardware, such as motherboards, routers, and microprocessors. Computer hardware engineering technicians are responsible for building, testing, monitoring, and maintaining the developed computer technology.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e,key_15860,7ee1cfe0-37e4-49af-aece-a5b1a58b0371,2412,2412.6,investment adviser,"financial and investment adviser
investment advisor
investment consultant
investment adviser
corporate investment adviser
investing director
investment executive
investment manager
RIA","Investment advisers are professionals who offer transparent advice by recommending suitable solutions on financial matters to their clients. They advise on investing pension or free funds in securities such as stocks, bonds, mutual funds and exchange-traded funds to customers. Investment advisers serve individuals, households, families and owners of small companies.",,"Excludes people working with large companies or institutions. 
Includes people working with individual clients and small companies.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/38eb308f-0075-451e-9c1a-c557fd173022,key_15861,b16b9e7b-bcc0-4d22-ae9d-adfe4b8b996b,5153,5153.1.1,amusement park cleaner,"cleaners
janitorial worker
amusement park cleaner
cleaning worker
premises maintenance worker
amusement park janitor","Amusement park cleaners work to keep the amusement park clean and take on small repairs. Amusement park cleaners usually work at night, when the park is closed, but urgent maintenance and cleaning is done during the day.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3900b684-6b4b-4133-b134-e1d129d60383,key_15862,1a362dd8-e568-4172-a064-492a3ac0defc,5249,5249.2,rental service representative,"rental sales assistant
rental sales supervisor
rental advisor
rental service manager
rental service worker
rental specialist
rental service desk agent
rental service representative
rental service assistant
rental sales desk supervisor
rental service team leader
rental sales desk agent
rental service supervisor
rental sales manager
rental service desk clerk
rental sales team leader
rental sales worker
rental service desk supervisor
rental sales desk clerk","Rental service representatives are in charge of renting out equipment and determining specific periods of usage. They document transactions, insurances and payments.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/394a4bdd-7032-4d87-89a2-9d937cebdd09,key_15863,678d9535-e52c-4e6d-9cc6-3a3b0fac1ae4,2631,2631.1,economic policy officer,"economic policy analyst
economic policy specialist
economic policy officer
finance policy officer
economic policy advisor
policy officer economics
policy officer for economy
economical policy officer
economic policy researcher","Economic policy officers develop economic strategies. They monitor aspects of economics such as competitiveness, innovation and trade. Economic policy officers contribute to the development of economic policies, projects and programs. They research, analyse and assess public policy problems and recommend appropriate actions.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/394bdd9b-3ee8-43a9-b943-442ce146bb21,key_15864,b58a4710-4d70-44e0-8b02-70940c4caf9b,3423,3423.2.4,sport therapist,"sport and exercise therapist
sport therapist
health exercise specialist
sport & exercise therapist
exercise therapist
exercise specialist
exercise consultant","Sport therapists program and supervise rehabilitation exercises for individuals and groups. They work with individuals that have chronic health conditions or are at high risk of developing them. They communicate with medical and healthcare professionals about participants' conditions using correct medical terminology, and with an understanding of the standard treatment options for an individual’s condition. Sport therapists take a holistic approach to the wellness of their clients that includes advising on lifestyle, food or time management. They do not have a medical background and do not require medical qualifications.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,key_15865,99390e34-48bf-4a7e-a62d-ef6a79952f1d,3331,3331.2,forwarding manager,"freight forwarding agent
forwarding manager
export manager
freight forwarding, head
head of freight forwarding
freight forwarding manager
forwarding supervisor
logistics line manager",Forwarding managers plan and organise cargo shipments within national and international areas. They communicate with carriers and negotiate the best way to send the cargo to its destination which can be a single customer or a point of distribution. Forwarding managers act as experts in supply chain management. They know and apply the rules and regulations for each specific type of cargo and communicate the conditions and costs to the clients.,,Includes freight forwarding agents.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/399afb40-d58b-4f4a-aa52-a0378fccaf65,key_15866,fde40593-d9eb-4577-85e1-410954fef608,5223,5223.7.28,pet and pet food specialised seller,"animal food specialised seller
pet salesperson
pet superstore salesperson
pet food specialised seller
animal salesperson
pet  food salesperson
pet and pet food salesperson
animal food salesperson
pet superstore specialised seller
pet supplies salesperson
animal specialised seller
pet specialised seller
pet supplies specialised seller
pet and pet food superstore salesperson
animal care products salesperson
animal care products specialised seller
pet and pet food superstore specialised seller
pet and pet food specialized seller","Pet and pet food specialised sellers sell pets, pet foods, accessories, care products and related services in specialised shops.",,"Excludes <a resource=""http://data.europa.eu/esco/occupation/5a940ae0-3fa4-40f9-8ca4-17bf792da243"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/5a940ae0-3fa4-40f9-8ca4-17bf792da243""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">animal groomers</span></a>. 
 Excludes <a resource=""http://data.europa.eu/esco/occupation/fc1da244-880f-407d-bfa7-789a2f468ea0"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/fc1da244-880f-407d-bfa7-789a2f468ea0""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">animal trainers</span></a>.",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39a59c5c-4338-4480-bdc8-96328a491907,key_15867,6c36d450-aa2a-4c4f-b8a0-200872d39d73,9629,9629.3,attraction operator,"attraction supervisor
attraction & ride operator
attraction and ride operator
ride supervisor
ride leader
ride & attraction operator
ride operator
senior ride attendant
attraction operator
fairground attraction operator
ride and attraction operator","Attraction operators control rides and monitor the attraction. They provide first aid assistance and materials as needed, and immediately report to the area supervisor. They conduct opening and closing procedures in assigned areas.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39b4e367-94b5-49fe-bcd7-4b116865ca59,key_15868,95275aae-2572-4227-9ea5-89995e510c33,3331,3331.2.1.14,import export specialist in fruit and vegetables,"assistant import export specialist in fruit and vegetables
trainee import export specialist in fruit and vegetables
international trade compliance specialist in fruit and vegetables
graduate import specialist in fruit and vegetables
senior import specialist in fruit and vegetables
trainee export specialist in fruit and vegetables
senior import export specialist in fruit and vegetables
trainee import specialist in fruit and vegetables
assistant import specialist in fruit and vegetables
graduate import export specialist in fruit and vegetables
import export specialist in fruit and vegetables
graduate export specialist in fruit and vegetables
customs compliance specialist in fruit and vegetables
assistant export specialist in fruit and vegetables
senior export specialist in fruit and vegetables",Import export specialists in fruit and vegetables have and apply deep knowledge of import and export goods including customs clearance and documentation.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39c89133-bd2a-45db-b3eb-529b94daeeaf,key_15869,6f5496cc-5ee9-49d2-ac81-e3a23a36339b,3354,3354.2,licensing officer,"fire protection specialist
licensing compliance officer
licensing officer
licensing standards officer
business permit licensing officer
restaurant licensing officer
driver licensing officer
license inspector
patents officer
building authority officer
licensing examiner
building permit licensing officer
technology licensing officer
fire protection licensing officer
alcohol licensing officer","Licensing officers process licence applications and provide advice on licensing legislation. They also perform investigative duties to ensure the applicant is eligible for the requested licence, ensure licence fees are paid in a timely manner, and ensure compliance with legislation.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39d7dca7-5e0b-4308-889e-9e3d22a3cb56,key_15870,505b0561-cae5-43f9-91c1-974fc7348ea2,2320,2320.1.19,occupational driving instructor,"PCV driving instructor
passenger carrying vehicle instructor
instructor in occupational driving
specialist driving instructor
LGV driving instructor
occupational driving instruction practitioner
heavy equipment operator instructor
HGV driving instructor
occupational driving instructor
occupational driving teacher","Occupational driving instructors teach occupational drivers how to operate their vehicles according to driving regulations. They teach their students theory and techniques on how to optimally drive and maintain their specific vehicle, observe and evaluate the students' practice. They also focus on non-driving related subjects such as customer service (in case of person transportation drivers) and safety measure regulations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39e06c20-d262-44f9-a6a8-a0f3ba9e887c,key_15871,656d8dca-0a74-40bd-898e-5c3ea9014bd4,8131,8131.19,soap maker,"soapmaker
soap boiler
soap factory operator
maker of soap
soap maker
soap and cosmetics maker
artisan soap maker","Soap makers operate equipments and mixers that produce soap, making sure the end product is produced according to specified formula.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/39e9fc8f-02bd-4577-b603-2dc96204ce74,key_15872,0340540f-ad6b-457c-870d-013ef13b0b27,2422,2422.2,community development officer,"social development officer
community development officer
local community development officer
outreach support worker","Community development officers develop plans to improve quality of life in local communities. They investigate and assess the community's issues and needs, manage resources, and develop implementation strategies. They communicate with the community for investigation purposes, and to inform the community on development plans.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a15ec1b-9250-41a0-9344-feb2956481b7,key_15873,abfc77e7-0b0a-438b-bb32-5e9995004829,8331,8331.1.1,trolley bus driver,"trolley bus driver
bus operator
transit bus driver
guided bus driver
trolley bus operator
trolleybus driver
trolleybus operator
driver of trolley buses","Trolley bus drivers operate trolley buses or guided buses, take fares, and look after passengers.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a17bd32-8a00-47cb-82aa-2b5660cf1192,key_15874,d2c78000-f85c-457e-9305-ecf7d663ee29,5223,5223.7.3,audiology equipment specialised seller,"audiology shop salesperson
audiology centre salesperson
hearing help specialised seller
audiology salesperson
audiology specialised seller
hearing help salesperson
audiology shop specialised seller
audiology equipment specialized seller
hearing aid salesperson
audiology centre specialised seller
audiology equipment salesperson
hearing aid specialised seller",Audiology equipment specialised seller sell goods and equipment in specialised shops.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a3fac9d-323e-4ba6-989b-0e1d44e113cc,key_15875,7161f45e-0074-4814-bc92-b264eac5e413,8350,8350.6,ordinary seaman,"seamanship apprentice
ordinary seawoman
OS
seaman recruit
ordinary seaman","Ordinary seamen occupy the lowest rank of a maritime ship’s deck crew. They comprise the main labour force on board a boat where they help to operate the ship. They are supervised by the ship captain and the engineer, and can be given instructions by any individuals ranked above them.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a4c4e33-ee34-4abe-ba5c-26f9037d292f,key_15876,4023c26f-2b18-4f57-825c-8b6d118fb231,1420,1420.6,trade regional manager,"assistant trade regional manager
area sales manager
regional sales and marketing manager
senior trade regional manager
store trade regional manager
trade regional manager
trainee trade regional manager
regional sales manager
graduate trade regional manager
regional product sales manager","Trade regional managers are responsible for activities and staff in an assigned region for a specific chain of stores.
",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a55bf97-a0d2-47a0-a8b3-b248d32c7969,key_15877,f646a660-1dd9-409b-a32e-6516f99d0f39,7316,7316.2,glass engraver,"diamond point glass engraver
decorative glass engraver
glass decorator
precision etcher
ornamental glass engraver
glass hand etcher
precision engraver
glass etcher
glass engraver
heritage glass engraver","Glass engravers engrave lettering and ornamental designs onto glass articles, using engravers hand tools. They sketch and lay out the lettering and designs on the article, cut the design in the article and finish it.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a55ef85-5abf-48e2-884b-5efaf881bfb1,key_15878,b5900e8a-8797-482f-a93b-d3603b9a31d1,2310,2310.2,social work practice educator,"practice social work educator
practice placement coordinator
social work field instructor
practice placement worker
practice placement facilitator
social work practice educator
practice-based educator
practice educator","Social work practice educators teach, supervise and assess social work students prior, during and after they have obtained their degree. They contribute to their placement and have the authority to recommend students on the basis of appropriate evidence.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a67544c-919f-4051-b812-c08e69eec3fd,key_15879,5f0a54fd-3cd9-44e5-a1ae-7cdb8ed3b562,8131,8131.18,plodder operator,"soap production worker
soap compression machine operative
plodding-machine operative
plodder operative
plodder operator
plodding-machine operator
plodding-machine minder
soap production operative
plodder worker
soap compression machine worker
soap compression machine operator
plodding-machine worker","Plodder operators control the milled soap compression machine that produces specific shapes and sizes of soap bars, ensuring the products conform to specifications and quality requirements.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed,key_15880,a692c8f2-aaca-409d-a527-4d06a652ffc2,7543,7543.1,automated optical inspection operator,"AOI machine operator
printed circuit board inspector
AOI operator
automated optical inspection operator
operator of automated optical inspection equipment
printed circuit board assembly inspector
vision system operator
automated optical inspection machines operator
PCB inspector
PCB assembly inspector",Automated optical inspection operators (AOI operators) operate automated optical inspection machines to inspect assembled printed circuit boards. They read blueprints and inspect the finished or in-process PCB assemblies for flaws or defects.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
