ORIGINURI,ID,UUIDHISTORY,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED
http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,key_16879,3732d444-5c8e-4a83-99d5-81e3fcbfbf0c,2161,2161.1,architect,"building designer
architectural planner
architect
architectural designer
commercial architect
urban architect
architects
residential architect","Architects investigate, design, and oversee the construction and development of buildings, urban spaces, infrastructure projects, and social spaces. They design in accordance with the surroundings and regulations applicable in specific geographic areas, taking into account factors that include function, aesthetics, costs, and public health and safety. They are aware of social contexts and environmental factors, which include the relationships between people and buildings, and buildings and the environment. They engage in multidisciplinary projects aimed at developing the social fabric of a geographic area and advancing in social urbanism projects. ",,,http://data.europa.eu/esco/regulated-professions/regulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,key_16880,d138cdd4-7373-49c5-adce-a84d79622625,2521,2521.1,database administrator,"database manager
database administrators
database administrator
data administrator
data manager
database configurator
DBA
data base administrator
data base administrators","Database administrators test, implement and administer computer databases. They use their expertise in database management systems to plan, coordinate and implement security measures to safeguard computer databases. They also use scripts and configuration files to tailor a database to users' needs.",,Includes people performing managerial activities.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c778238-98a4-4fec-a828-a4e978fb7a64,key_16881,e2a66642-57ce-4e83-b12b-bff25df27213,7215,7215.4,tent installer,"installer
tent installation worker
tent builder
tent installation crew member
installation crew member
recreational tent installer
tent installer/warehouse worker
tent installer
party tent installer
commercial tent installer
field installer
tent installer & warehouse worker
tent crew installer","Tent installers set up and dismantle temporary shelters, tents and circus tents with the associated accommodation for events and performances. Their work is based on instruction, plans and calculations. They work mostly outdoors and can be assisted by local crew.",,Includes people working in event and rental companies.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00,key_16882,b048906b-2143-45d8-b592-217a7e7d2a4c,3344,3344.2,medical practice manager,"medical practice supervisor
health centre administrator
general practice administrator
practice administrator
health centre manager
general practice manager
medical practice director of operations
medical practice manager
medical practice administrator
practice manager",Medical practice managers manage the day-to-day operations of a medical practice. They oversee the staff and business side of the practice.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8c8ec7a2-adbb-4d1a-9a56-a7048d66c00b,key_16883,2dc4e3ff-e5e4-4362-92b9-0e9e177dd08a,1349,1349.5,aviation surveillance and code coordination manager,"manager of aviation surveillance and code coordination
aviation surveillance and code compliance manager
aviation surveillance and code coordinator
aviation surveillance and code coordination manager
aviation surveillance and code coordination officer
aviation surveillance and code compliance co-ordinator
aviation surveillance and code compliance officer
aviation surveillance and code compliance supervisor","Aviation surveillance and code coordination manager ensure that all components of surveillance infrastructures, both ground and airborne, operate in a safe, cohesive and interoperable manner.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c,key_16884,3ce19965-e253-4b3c-8605-3554efc6cb26,2641,2641.4.4,technical communicator,"scientific communicator
technical author
advanced technical communicator
documentation specialist
technical communicators
technical illustrator
e-learning author
technical writer
senior technical communicator
technical communicator
technical documentation specialist
technical documentation author
information architect
API writer
technical content developer
usability expert
user experience designer
technical editor
scientific and technical communicator
tech communicator","Technical communicators prepare clear, concise and professional communication from product developers to users of the products such as online help, user manuals, white papers, specifications and industrial videos. For this, they analyse products, legal requirements, markets, customers and users. They develop information and media concepts, standards, structures and software tool support. They plan the content creation and media production processes, develop written, graphical, video or other contents, generate media output, release their information products and receive feedback from the users.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8cc90646-fc23-445f-a95f-e28e6b5d5a05,key_16885,76176a81-ff67-4b46-8744-13df0fc59a48,2659,2659.4,tourist animator,"tourist animator
cruise entertainment attendant
resort entertainment attendant
entertainment attendant
hospitality entertainment officer
holiday entertainer
hospitality entertainer
holiday camp entertainment attendant",Tourist animators develop and organise entertainment activities for guests of a hospitality establishment. They set up and coordinate activities to entertain customers.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,key_16886,04c91afa-00e1-4cb3-b48c-0cda66441708,3343,3343.4,management assistant,"management assistant
office assistant
office administrator
project assistant
management aide
assistant manager","Management assistants perform varied types of jobs, usually under general supervision. They carry out administrative tasks and support managers to ensure the entire department functions smoothly.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8cf68522-dfc9-43c0-9f65-892703f4705e,key_16887,0f6c3adc-ca9d-4da4-8f9b-bd1373c77ffc,7412,7412.5,ground lighting officer,"airport ground lighting engineer
airfield ground lighting engineer
airfield lighting officer
leader of airport lighting team
airport lighting officer
ground lighting officer
airport lighting supervisor
airfield ground lighting officer
ground lighting engineer
airport lighting team leader
airport lighting team manager",Ground lighting officers carry out the inspection and maintenance of airports' lighting systems. They record their findings and formulate the actions to be followed.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8d2df08e-0b2e-4837-8096-66595bbaab15,key_16888,91096d14-ce81-4c41-8c5f-91c472e21714,8141,8141.1.1,belt builder,"belt  maintenance technician
belt splicer
conveyor belt builder
conveyor belt fitter
belt technician
rubber belt builder
belt builder
conveyor belt technician
transmission belt builder
belt maintenance engineer
conveyor belt vulcaniser",Belt builders make transmission and conveyor belts by building up plies of rubberised fabric. They cut the ply to requird length with scissors and bond plies together with rollers and stitchers. Belt builders insert the finished belt between the pressure rollers. They measure the finished belt to check if it conforms to specifications.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/8d315e32-73f6-463d-a335-c200e0bac97d,key_16889,b6983523-1f21-4bd7-a29f-eeabf621bc0c,2330,2330.1.2,biology teacher secondary school,"teacher of biology in high school
high school biology tutor
biology teacher high school
high school biology teacher
secondary school biology tutor
biology teacher
secondary school teacher of biology
high school teacher of biology
teacher of biology in secondary school
high school tutor of biology
secondary school biology teacher
biology tutor in secondary school","Biology teachers at secondary schools provide education toÂ students, commonly children and young adults, in aÂ secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, biology. They prepare lesson plans and materials, monitor the studentsâ progress, assist individually when necessary, and evaluate the studentsâ knowledge and performance on the subject of biologyÂ through assignments, tests and examinations.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
