UUIDHistory,NAME,LOCALE,DESCRIPTION,VERSION,RELEASED,RELEASENOTES
"2e00af88-dc74-43e1-a0e0-caed41c95bce",ESCO v1.1.1,,This is the original ESCO v1.1.1 that be found at https://esco.ec.europa.eu/en,,,
