"UUIDHISTORY","NAME","LOCALE","DESCRIPTION","VERSION","RELEASED","RELEASENOTES"
"6b4a9081-494d-4b1e-80f0-14d117732099
f203a8c2-1edc-4bec-916c-69f027aa871d
2e00af88-dc74-43e1-a0e0-caed41c95bce","Il s'agit de l'ESCO v1.1.2 original disponible sur https://esco.ec.europa.eu/en","","",""
