"UUIDHistory","NAME","LOCALE","DESCRIPTION","VERSION","RELEASED","RELEASENOTES"
"2e00af88-dc74-43e1-a0e0-caed41c95bce","Tabiya 1.1.1","","Tabiya 1.1.1 model.
a special model that includes:

- original ESCO v1.1.1,
- Micro Enterpreneur and
- Unseen Economy Occupations/Activities","","",""
